"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Rengar","Jungle",1,"1.1%","0.0%","1.1%","0%","100%",5,5,5,2,"66.7%","23.8%","100%",957,371,13,5.3,"16.4%",282,"17.5%","19.6%",0.29,0.51
"Riven","Jungle",1,"1.1%","3.3%","9.9%","100%","100%",6,1,3,9,"50.0%","25.0%","0%",-255,621,5,5.1,"14.4%",268,"12.6%","18.4%",0.39,0.39
"Riven","Top",5,"5.5%","3.3%","9.9%","40%","80%",19,19,7,1.4,"55.3%","29.2%","0%",-259,-330,-10.4,8.6,"28.8%",293,"19.9%","25.4%",0.48,0.24
"Rumble","Top",1,"1.1%","0.0%","1.1%","0%","100%",1,5,2,0.6,"50.0%","29.4%","100%",453,76,-4,6.7,"21.9%",510,"35.7%","17.6%",0.38,0.03
"Ryze","Middle",15,"16.5%","25.3%","45.1%","33%","60%",33,24,45,3.3,"54.2%","13.4%","0%",-172,-74,-0.5,9.6,"28.9%",404,"25.7%","25.4%",0.46,0.17
"Ryze","Top",3,"3.3%","25.3%","45.1%","100%","67%",11,2,22,16.5,"60.0%","8.0%","67%",231,287,10.7,10.1,"31.3%",520,"25.3%","25.0%",0.51,0.12
"Sejuani","Jungle",16,"17.6%","8.8%","27.5%","19%","31%",15,47,84,2.1,"76.7%","20.6%","31%",-69,100,0,4.6,"12.6%",183,"12.7%","16.2%",0.42,0.33
"Sejuani","Support",1,"1.1%","8.8%","27.5%","100%","100%",3,0,7,10,"76.9%","0.0%","0%",442,546,27,2.7,"5.2%",159,"8.7%","14.7%",1,0.22
"Shen","Top",3,"3.3%","1.1%","4.4%","100%","67%",7,4,33,10,"72.7%","16.7%","33%",-502,-311,-11.7,7,"21.4%",288,"12.5%","18.3%",0.47,0.06
"Sion","Middle",4,"4.4%","17.6%","44.0%","75%","50%",7,6,19,4.3,"49.1%","16.7%","50%",-182,-1,-13.5,7.8,"20.7%",270,"15.3%","18.7%",0.49,0.16
"Sion","Top",20,"22.0%","17.6%","44.0%","60%","55%",29,41,125,3.8,"59.2%","18.4%","20%",-75,-77,-2.9,6.9,"20.4%",313,"18.1%","18.6%",0.46,0.15
"Sivir","ADC",13,"14.3%","2.2%","16.5%","54%","85%",35,18,68,5.7,"71.5%","12.3%","8%",-306,-109,-6.6,9.7,"34.1%",474,"28.6%","26.2%",0.37,0.27
"Skarner","Jungle",3,"3.3%","0.0%","3.3%","33%","100%",4,7,11,2.1,"75.0%","18.4%","67%",-334,-344,-10,5.1,"14.8%",133,"7.7%","17.8%",0.85,0.4
"Sona","ADC",1,"1.1%","0.0%","1.1%","100%","0%",3,2,12,7.5,"68.2%","20.0%","0%",-386,-788,-54,5.1,"18.3%",553,"21.7%","21.0%",1.16,0.14
"Soraka","Support",1,"1.1%","0.0%","1.1%","100%","100%",0,2,9,4.5,"56.3%","20.0%","-","-","-","-",0.3,"-",204,"9.7%","10.2%",1.12,0.26
"Swain","ADC",1,"1.1%","2.2%","6.6%","0%","100%",2,4,2,1,"44.4%","19.0%","0%",-858,-206,-26,7.2,"22.3%",438,"26.3%","19.3%",0.35,0.12
"Swain","Top",3,"3.3%","2.2%","6.6%","33%","67%",3,6,9,2,"52.2%","18.8%","33%",727,439,10.7,7.8,"23.7%",435,"25.5%","22.8%",0.48,0.1
"Sylas","Jungle",1,"1.1%","8.8%","18.7%","0%","0%",3,5,1,0.8,"66.7%","25.0%","0%",-244,-332,-6,4.3,"8.7%",400,"23.3%","18.7%",0.45,0.19
"Sylas","Middle",1,"1.1%","8.8%","18.7%","100%","0%",0,1,10,10,"62.5%","10.0%","-","-","-","-",6.9,"-",216,"10.4%","15.8%",0.49,0.15
"Sylas","Top",7,"7.7%","8.8%","18.7%","57%","43%",18,15,35,3.5,"58.9%","23.4%","14%",-106,-35,-7,7.3,"22.8%",366,"20.7%","20.4%",0.45,0.13
"Syndra","ADC",1,"1.1%","4.4%","16.5%","0%","0%",0,1,1,1,"50.0%","16.7%","0%",-444,-411,-27,8.1,"26.1%",99,"21.0%","22.5%",0.33,0.09
"Syndra","Middle",10,"11.0%","4.4%","16.5%","60%","100%",33,28,40,2.6,"60.8%","20.4%","0%",-55,-84,-0.1,8.9,"26.7%",410,"23.6%","23.5%",0.41,0.18
"Tahm Kench","Support",21,"23.1%","7.7%","30.8%","52%","57%",7,71,118,1.8,"59.0%","29.6%","10%",54,119,4,2,"6.7%",89,"5.1%","11.7%",1.52,0.27
"Taliyah","Jungle",3,"3.3%","3.3%","7.7%","67%","67%",13,5,18,6.2,"79.5%","17.2%","67%",239,291,8.7,6,"19.2%",426,"26.3%","22.6%",0.29,0.25
"Taliyah","Middle",1,"1.1%","3.3%","7.7%","100%","100%",2,2,11,6.5,"65.0%","22.2%","0%",-23,100,-1,7.8,"23.7%",547,"23.8%","19.5%",0.32,0.38
"Talon","Middle",1,"1.1%","0.0%","1.1%","0%","0%",1,6,5,1,"85.7%","28.6%","0%",-32,547,2,7.6,"24.0%",282,"18.6%","20.4%",0.29,0.48
"Taric","Support",2,"2.2%","0.0%","2.2%","50%","100%",1,3,15,5.3,"55.2%","9.7%","0%",355,158,22.5,3.3,"10.4%",69,"3.3%","14.3%",1.39,0.49
"Thresh","Support",22,"24.2%","39.6%","63.7%","45%","23%",12,82,197,2.5,"71.6%","25.7%","23%",94,58,-5.1,0.8,"2.8%",142,"8.5%","10.0%",1.47,0.36
"Tristana","ADC",2,"2.2%","0.0%","2.2%","50%","100%",16,4,10,6.5,"65.0%","12.1%","50%",176,-52,-2,9.6,"37.4%",634,"31.8%","31.0%",0.3,0.39
"Trundle","Jungle",2,"2.2%","0.0%","2.2%","0%","100%",4,9,6,1.1,"66.7%","23.1%","50%",-438,-566,-15,3.9,"11.2%",143,"12.1%","16.5%",0.43,0.23
"Twisted Fate","Middle",1,"1.1%","0.0%","1.1%","100%","100%",3,0,1,4,"50.0%","0.0%","100%",1044,160,-1,9.4,"24.4%",399,"23.2%","25.8%",0.41,0.1
"Urgot","Middle",7,"7.7%","30.8%","65.9%","43%","29%",18,11,25,3.9,"65.2%","16.7%","0%",5,132,2.3,8.5,"24.9%",305,"20.0%","22.8%",0.49,0.23
"Urgot","Top",25,"27.5%","30.8%","65.9%","48%","16%",70,71,105,2.5,"61.0%","21.8%","8%",-60,3,-0.9,7.4,"23.5%",330,"20.5%","21.7%",0.48,0.22
"Varus","ADC",4,"4.4%","2.2%","6.6%","50%","75%",10,9,12,2.4,"81.5%","23.1%","25%",-544,-96,7.3,8.9,"30.0%",442,"33.7%","26.2%",0.36,0.22
"Vayne","ADC",10,"11.0%","7.7%","18.7%","70%","90%",53,15,54,7.1,"69.5%","15.5%","20%",-25,6,-1.3,9.1,"29.6%",519,"27.6%","26.1%",0.28,0.3
"Vel'Koz","ADC",1,"1.1%","0.0%","1.1%","0%","100%",3,4,2,1.3,"83.3%","13.3%","0%",-18,-454,-7,8.6,"30.7%",734,"37.1%","31.6%",0.22,0.12
"Vi","Jungle",1,"1.1%","1.1%","2.2%","0%","0%",1,3,2,1,"100.0%","21.4%","0%",-401,-281,-8,4,"7.7%",121,"9.0%","17.8%",0.47,0.17
"Viktor","ADC",1,"1.1%","2.2%","6.6%","0%","0%",4,2,1,2.5,"55.6%","8.3%","0%",302,-14,5,8,"30.4%",588,"37.5%","27.3%",0.14,0.25
"Viktor","Middle",2,"2.2%","2.2%","6.6%","0%","50%",2,4,7,2.3,"47.4%","11.4%","50%",84,296,3,9.4,"29.5%",486,"27.8%","24.1%",0.37,0.14
"Viktor","Top",1,"1.1%","2.2%","6.6%","100%","100%",5,0,2,7,"53.8%","0.0%","0%",2113,1208,35,9.3,"29.1%",425,"28.1%","28.4%",0.46,0.14
"Vladimir","ADC",3,"3.3%","6.6%","25.3%","0%","67%",9,10,6,1.5,"60.0%","23.3%","0%",-267,-68,-11.7,8.2,"25.2%",323,"23.8%","24.9%",0.32,0.13
"Vladimir","Middle",5,"5.5%","6.6%","25.3%","40%","80%",22,12,23,3.8,"57.7%","15.0%","0%",-49,71,0.8,9,"29.4%",631,"33.3%","26.1%",0.42,0.14
"Vladimir","Top",9,"9.9%","6.6%","25.3%","33%","78%",28,30,20,1.6,"56.5%","29.7%","11%",-73,32,-0.9,8,"25.2%",466,"27.7%","23.0%",0.46,0.14
"Xayah","ADC",3,"3.3%","2.2%","5.5%","33%","33%",7,6,7,2.3,"48.3%","21.4%","0%",96,32,7,9.5,"32.8%",311,"20.7%","25.9%",0.37,0.14
"Xerath","Middle",1,"1.1%","3.3%","4.4%","100%","100%",6,1,5,11,"100.0%","14.3%","0%",369,-9,12,9.6,"32.4%",634,"26.3%","27.4%",0.39,0.31
"Xin Zhao","Jungle",10,"11.0%","6.6%","17.6%","40%","40%",15,34,52,2,"57.3%","27.0%","60%",-273,-441,-6.2,4.8,"14.7%",236,"14.1%","15.7%",0.47,0.38
"Yasuo","ADC",7,"7.7%","39.6%","51.6%","71%","43%",35,18,25,3.3,"58.3%","20.0%","14%",-11,233,2,9.1,"28.9%",345,"18.7%","25.5%",0.39,0.17
"Yasuo","Middle",4,"4.4%","39.6%","51.6%","0%","50%",9,10,16,2.5,"62.5%","15.9%","0%",-193,-169,-2.7,8.7,"28.3%",286,"22.2%","25.7%",0.45,0.22
"Yorick","Top",9,"9.9%","14.3%","24.2%","44%","44%",18,23,25,1.9,"46.2%","19.3%","11%",-460,-51,-12.2,8,"26.5%",453,"26.8%","22.9%",0.45,0.11
"Zac","Jungle",2,"2.2%","0.0%","2.2%","0%","50%",6,5,14,4,"80.0%","17.2%","50%",-918,-1022,-29.5,3.2,"8.5%",186,"10.9%","13.7%",0.39,0.17
"Zed","Middle",1,"1.1%","2.2%","3.3%","0%","100%",3,3,0,1,"100.0%","23.1%","100%",-457,-330,-19,8.1,"28.2%",273,"30.9%","27.1%",0.53,0.12
"Zilean","Support",2,"2.2%","1.1%","3.3%","100%","100%",1,0,22,23,"79.3%","0.0%","50%",368,432,-6,0.6,"2.0%",136,"6.3%","12.6%",0.92,0.3
"Zoe","ADC",1,"1.1%","49.5%","89.0%","0%","100%",3,2,4,3.5,"63.6%","10.0%","0%",-308,1195,-14,7.5,"22.9%",466,"23.6%","21.6%",0.53,0.11
