"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Syndra","Middle",1,"6.3%","0.0%","6.3%","0%","100%",0,3,4,1.3,"66.7%","15.8%","0%",301,5,-3,7.1,"24.3%",514,"29.3%","20.5%",0.59,0.28
"Tahm Kench","Support",3,"18.8%","31.3%","50.0%","67%","67%",4,5,20,4.8,"53.3%","13.9%","0%",197,336,34.3,5.2,"13.4%",184,"8.5%","14.6%",0.95,0.33
"Taliyah","-",0,"0%","6.3%","6.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",7,"43.8%","43.8%","87.5%","57%","0%",7,28,89,3.4,"73.3%","22.2%","0%",-150,-184,-1,1.1,"2.6%",156,"7.0%","10.7%",1.51,0.28
"Tristana","ADC",7,"43.8%","31.3%","75.0%","71%","29%",37,13,53,6.9,"72.6%","16.5%","43%",-170,-211,-13.1,8.6,"30.0%",471,"23.0%","25.5%",0.84,0.44
"Twisted Fate","Middle",1,"6.3%","12.5%","18.8%","0%","100%",0,3,1,0.3,"33.3%","20.0%","0%",60,32,-1,8.6,"23.5%",412,"25.1%","24.1%",0.4,0.07
"Udyr","Jungle",7,"43.8%","56.3%","100.0%","43%","29%",15,20,49,3.2,"68.1%","19.4%","57%",147,250,3.4,6.2,"17.2%",232,"12.1%","19.1%",0.4,0.47
"Urgot","Top",3,"18.8%","0.0%","18.8%","67%","67%",14,8,12,3.3,"45.6%","19.5%","33%",170,471,3,7.4,"23.3%",406,"18.8%","20.8%",0.39,0.14
"Viktor","Middle",1,"6.3%","6.3%","12.5%","100%","100%",7,0,9,16,"72.7%","0.0%","0%",302,-10,11,8.7,"25.3%",654,"32.4%","24.0%",0.61,0.24
"Volibear","Jungle",3,"18.8%","6.3%","25.0%","67%","100%",15,9,24,4.3,"72.2%","16.7%","33%",98,-410,-15,5,"16.1%",399,"17.0%","19.7%",0.38,0.41
"Wukong","Top",1,"6.3%","0.0%","6.3%","0%","100%",0,4,0,0,"0.0%","26.7%","0%",-459,-809,-2,7.8,"25.5%",339,"21.4%","22.9%",0.39,0.04
"Xayah","ADC",3,"18.8%","0.0%","18.8%","0%","100%",16,13,9,1.9,"62.5%","15.7%","0%",618,393,17,9.1,"35.6%",567,"25.3%","30.4%",0.43,0.46
"Yone","Middle",2,"12.5%","6.3%","18.8%","100%","50%",7,2,16,11.5,"67.6%","28.6%","0%",-113,197,0,8,"26.1%",450,"23.8%","21.6%",0.25,0.3
"Zilean","Middle",1,"6.3%","6.3%","12.5%","100%","0%",3,3,13,5.3,"69.6%","15.0%","0%",-589,-471,-8,7.2,"20.2%",444,"15.2%","18.7%",0.75,0.22
"Zoe","Middle",2,"12.5%","0.0%","12.5%","50%","50%",7,7,11,2.6,"72.0%","25.0%","0%",115,-34,2,7.2,"21.5%",670,"33.4%","22.3%",0.44,0.27
