"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"ADD","MVP","Top",5,"40%","100%",7,12,38,3.8,"63.4%","9.9%","21.8%","20%",-217,-160,-8.4,7.7,"24.3%",377,"19.8%",,230,"20.0%",,0.63,0.18,0.16
"Ambition","Samsung Galaxy","Jungle",1,"0%","0%",2,3,5,2.3,"63.6%","18.2%","14.3%","0%",149,187,3,6.7,"21.3%",332,"22.8%",,236,"21.3%",,0.84,0.23,0.49
"Bang","SK Telecom T1","ADC",3,"100%","100%",16,2,21,18.5,"60.7%","26.2%","7.7%","33%",37,32,6.3,8.6,"25.3%",609,"31.3%",,306,"23.0%",,0.47,0.1,0.18
"Beyond","MVP","Jungle",5,"40%","40%",19,11,41,5.5,"84.5%","26.8%","20.0%","60%",131,40,-2.4,5.3,"16.3%",321,"17.1%",,231,"20.2%",,0.84,0.31,0.41
"CoreJJ","Samsung Galaxy","Support",2,"0%","0%",0,5,6,1.2,"46.2%","0.0%","14.7%","0%",-371,185,2.5,0.7,"3.2%",104,"7.1%",,76,"8.7%",,1.18,0.34,0.35
"Crown","Samsung Galaxy","Middle",3,"0%","33%",6,10,8,1.4,"58.3%","25.0%","18.2%","0%",251,21,7.3,8.9,"29.9%",383,"26.1%",,238,"25.1%",,0.56,0.2,0.22
"CuVee","Samsung Galaxy","Top",3,"0%","100%",3,18,8,0.6,"45.8%","12.5%","32.7%","0%",-467,-523,-24.7,6.5,"20.3%",332,"22.6%",,180,"19.1%",,0.51,0.09,0.08
"Deft","KT Rolster","ADC",9,"67%","33%",30,23,52,3.6,"68.9%","25.2%","19.2%","22%",225,226,5.4,8.8,"27.7%",506,"24.4%",,283,"23.2%",,0.48,0.14,0.22
"Faker","SK Telecom T1","Middle",3,"100%","67%",15,9,25,4.4,"65.6%","24.6%","34.6%","33%",10,-56,-3,8,"23.2%",472,"25.0%",,298,"22.2%",,0.24,0.06,0.16
"Haru","Samsung Galaxy","Jungle",2,"0%","0%",4,6,3,1.2,"53.8%","30.8%","17.6%","0%",-167,525,3.5,5.5,"16.8%",216,"14.2%",,196,"21.9%",,0.72,0.23,0.29
"Huni","SK Telecom T1","Top",3,"100%","33%",7,5,19,5.2,"42.6%","11.5%","19.2%","33%",-473,-308,-20.3,9.2,"31.9%",347,"18.2%",,291,"21.9%",,0.49,0.07,0.17
"Ian","MVP","Middle",5,"40%","0%",16,12,30,3.8,"64.8%","22.5%","21.8%","40%",91,-1,-0.4,8.1,"24.4%",492,"25.2%",,254,"21.8%",,0.35,0.11,0.32
"Kramer","Kwangdong Freecs","ADC",2,"0%","0%",1,5,4,1,"29.4%","5.9%","13.5%","0%",-145,-241,-5,9.1,"27.5%",564,"35.1%",,241,"22.2%",,0.5,0.14,0.35
"Kuro","Kwangdong Freecs","Middle",2,"0%","100%",9,7,3,1.7,"70.6%","52.9%","18.9%","0%",5,188,-9.5,9.2,"27.4%",364,"22.8%",,272,"25.4%",,0.5,0.03,0.16
"MaHa","MVP","ADC",5,"40%","60%",18,10,29,4.7,"66.2%","25.4%","18.2%","0%",-80,-131,-5,8.9,"29.5%",467,"24.5%",,278,"24.5%",,0.34,0.07,0.27
"MaRin","Kwangdong Freecs","Top",2,"0%","0%",2,9,6,0.9,"47.1%","11.8%","24.3%","0%",151,183,3.5,9.7,"29.5%",366,"22.7%",,246,"23.6%",,0.42,0.04,0.06
"Mata","KT Rolster","Support",9,"67%","67%",5,21,80,4,"71.4%","4.2%","17.5%","33%",45,-121,-0.7,0.8,"3.4%",239,"11.7%",,142,"11.6%",,1.59,0.48,0.47
"Max","MVP","Support",5,"40%","80%",11,10,39,5,"70.4%","15.5%","18.2%","0%",42,19,1.2,1.4,"5.5%",259,"13.5%",,157,"13.5%",,1.24,0.26,0.4
"PawN","KT Rolster","Middle",9,"67%","67%",29,26,48,3,"64.7%","24.4%","21.7%","0%",-139,-29,0.9,8.2,"25.2%",470,"22.6%",,267,"21.9%",,0.57,0.17,0.21
"Peanut","SK Telecom T1","Jungle",3,"100%","33%",19,4,26,11.3,"73.8%","31.1%","15.4%","67%",-280,-225,-11,4.8,"16.2%",345,"16.1%",,272,"20.5%",,0.89,0.12,0.3
"Ruler","Samsung Galaxy","ADC",2,"0%","100%",3,6,2,0.8,"38.5%","23.1%","17.6%","0%",-860,-488,-23.5,7.6,"27.1%",322,"21.6%",,196,"22.2%",,0.38,0.17,0.4
"Score","KT Rolster","Jungle",9,"67%","67%",27,25,66,3.7,"78.2%","22.7%","20.8%","44%",68,-71,4.1,4.7,"12.9%",303,"15.0%",,232,"19.1%",,0.83,0.23,0.36
"Smeb","KT Rolster","Top",9,"67%","22%",28,25,39,2.7,"56.3%","23.5%","20.8%","22%",401,326,18.9,9.4,"30.8%",533,"26.4%",,291,"24.2%",,0.53,0.1,0.13
"Spirit","Kwangdong Freecs","Jungle",2,"0%","100%",3,8,8,1.4,"64.7%","17.6%","21.6%","50%",-121,-59,-1,5.2,"13.5%",212,"13.1%",,206,"19.1%",,1.09,0.37,0.29
"Stitch","Samsung Galaxy","ADC",1,"0%","0%",6,3,2,2.7,"72.7%","54.5%","14.3%","0%",279,-14,14,9.9,"32.0%",533,"36.6%",,316,"28.5%",,0.26,0.06,0.26
"TusiN","Kwangdong Freecs","Support",2,"0%","0%",2,8,9,1.4,"64.7%","11.8%","21.6%","50%",-149,-71,-2,0.6,"2.0%",102,"6.4%",,109,"9.6%",,1.49,0.41,0.24
"Wolf","SK Telecom T1","Support",3,"100%","33%",4,6,43,7.8,"77.0%","6.6%","23.1%","100%",111,173,-1,0.8,"3.4%",178,"9.3%",,165,"12.4%",,1.38,0.49,0.68
"Wraith","Samsung Galaxy","Support",1,"0%","0%",0,4,8,2,"72.7%","0.0%","19.0%","0%",93,243,2,0.5,"2.2%",129,"8.8%",,131,"11.8%",,1.42,0.35,0.46
