"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Lucian","ADC",2,"18.2%","9.1%","27.3%","0%","100%",3,6,2,0.8,"38.5%","17.6%","0%",-860,-488,-23.5,7.6,"27.1%",322,"21.6%","22.2%",0.38,0.4
"Lulu","Middle",1,"9.1%","9.1%","90.9%","100%","0%",3,2,12,7.5,"60.0%","28.6%","0%",319,-100,1,7.2,"18.2%",594,"23.2%","19.3%",0.27,0.17
"Lulu","Support",8,"72.7%","9.1%","90.9%","38%","25%",7,20,58,3.3,"67.7%","17.9%","38%",-41,53,0,0.7,"3.2%",145,"9.0%","11.0%",1.4,0.48
"Malzahar","Middle",1,"9.1%","9.1%","63.6%","100%","0%",9,1,9,18,"85.7%","9.1%","0%",-141,4,-3,8,"24.1%",753,"33.8%","24.0%",0.64,0.35
"Malzahar","Support",5,"45.5%","9.1%","63.6%","40%","60%",4,14,34,2.7,"69.1%","23.7%","20%",50,-231,-1,1,"4.0%",223,"12.1%","11.8%",1.43,0.4
"Miss Fortune","Support",1,"9.1%","0.0%","9.1%","100%","100%",1,1,7,8,"72.7%","9.1%","0%",156,523,3,0.9,"3.1%",412,"19.5%","13.4%",1.65,0.51
"Nami","Support",1,"9.1%","0.0%","9.1%","100%","100%",1,3,17,6,"72.0%","42.9%","100%",25,392,-2,0.6,"2.1%",197,"7.7%","12.3%",1.32,0.61
"Nautilus","Top",4,"36.4%","0.0%","36.4%","0%","50%",3,18,13,0.9,"44.4%","26.1%","25%",-242,-221,-13,8.3,"26.7%",315,"19.6%","21.2%",0.45,0.07
"Orianna","Middle",1,"9.1%","9.1%","18.2%","0%","0%",3,2,4,3.5,"63.6%","18.2%","100%",-331,-490,-28,7.2,"21.2%",288,"15.7%","20.9%",0.22,0.34
"Poppy","Top",1,"9.1%","0.0%","9.1%","0%","100%",0,4,6,1.5,"54.5%","36.4%","0%",58,203,2,7.1,"19.5%",424,"23.1%","18.6%",0.8,0.22
"Renekton","-",0,"0%","54.5%","54.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rengar","Jungle",2,"18.2%","0.0%","18.2%","50%","100%",6,5,10,3.2,"76.2%","17.2%","50%",231,279,13,4.8,"15.7%",267,"13.9%","19.5%",0.86,0.26
"Rumble","Top",2,"18.2%","81.8%","100.0%","100%","0%",6,2,13,9.5,"76.0%","16.7%","50%",345,299,10,9,"29.3%",585,"27.8%","23.3%",0.55,0.11
"Ryze","Middle",2,"18.2%","0.0%","18.2%","50%","100%",7,6,9,2.7,"59.3%","16.7%","0%",-166,-213,0.5,8.5,"26.8%",420,"19.4%","22.7%",0.62,0.19
"Shen","Top",1,"9.1%","63.6%","72.7%","100%","0%",1,2,10,5.5,"64.7%","18.2%","100%",-941,-1144,-43,8.8,"28.5%",254,"16.9%","20.8%",0.58,0.19
"Sion","Top",1,"9.1%","18.2%","27.3%","0%","100%",1,3,5,2,"40.0%","18.8%","0%",-335,-81,-19,7.4,"21.1%",426,"20.7%","19.1%",0.63,0.11
"Syndra","Middle",4,"36.4%","45.5%","81.8%","50%","0%",14,15,26,2.7,"70.2%","27.8%","25%",245,-157,11.5,8.9,"28.6%",498,"27.0%","23.9%",0.53,0.2
"Taliyah","Middle",1,"9.1%","0.0%","9.1%","0%","0%",2,2,0,1,"50.0%","14.3%","0%",-183,-67,-2,9.1,"31.2%",461,"33.4%","26.7%",0.48,0.16
"Talon","-",0,"0%","45.5%","45.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","Support",1,"9.1%","0.0%","9.1%","100%","100%",2,0,14,16,"80.0%","0.0%","0%",293,2,9,1.6,"5.7%",123,"6.4%","13.5%",1.24,0.53
"Twitch","ADC",2,"18.2%","0.0%","18.2%","100%","100%",13,1,15,28,"63.6%","6.7%","50%",-107,-59,-0.5,7.9,"23.5%",710,"33.4%","22.4%",0.44,0.1
"Varus","ADC",5,"45.5%","45.5%","90.9%","100%","100%",16,11,39,5,"67.9%","21.6%","20%",62,230,6,8.8,"28.2%",519,"24.3%","23.1%",0.45,0.27
"Vel'Koz","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Viktor","Middle",1,"9.1%","0.0%","9.1%","100%","100%",2,3,4,2,"54.5%","27.3%","0%",331,490,28,9,"25.6%",405,"19.1%","22.1%",0.58,0.24
"Vladimir","-",0,"0%","18.2%","18.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","-",0,"0%","18.2%","18.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zyra","Support",2,"18.2%","72.7%","90.9%","100%","50%",2,5,23,5,"75.8%","20.0%","50%",-158,51,-6,0.9,"3.3%",375,"16.2%","12.8%",1.34,0.4
