"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ahri","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ashe","ADC",9,"81.8%","18.2%","100.0%","22%","0%",23,27,36,2.2,"60.8%","18.5%","0%",204,71,3.6,8.8,"27.3%",473,"26.5%","23.4%",0.44,0.22
"Blitzcrank","Support",1,"9.1%","0.0%","9.1%","0%","100%",4,3,7,3.7,"73.3%","18.8%","0%",321,37,7,1.7,"5.5%",179,"8.7%","13.7%",1.43,0.25
"Caitlyn","ADC",1,"9.1%","18.2%","27.3%","100%","0%",5,1,3,8,"57.1%","25.0%","0%",781,-8,21,10.4,"33.7%",422,"23.0%","25.9%",0.48,0.36
"Camille","Top",2,"18.2%","81.8%","100.0%","100%","0%",6,7,10,2.3,"53.3%","36.8%","0%",-70,18,0.5,9.1,"30.2%",469,"24.0%","22.5%",0.55,0.18
"Corki","Middle",1,"9.1%","9.1%","18.2%","100%","100%",5,2,3,4,"72.7%","25.0%","0%",-322,-438,-5,7.7,"26.5%",632,"26.7%","22.9%",0.61,0.41
"Ekko","Middle",3,"27.3%","0.0%","27.3%","33%","100%",12,9,8,2.2,"54.1%","19.1%","0%",-262,80,-13.3,8.8,"26.3%",332,"20.2%","23.5%",0.54,0.18
"Elise","Jungle",6,"54.5%","36.4%","90.9%","50%","50%",26,14,37,4.5,"78.8%","19.2%","67%",271,-339,-7.3,4.8,"13.5%",321,"17.9%","19.9%",0.9,0.4
"Ezreal","-",0,"0%","63.6%","63.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Fiora","Top",1,"9.1%","0.0%","9.1%","0%","100%",3,4,0,0.8,"37.5%","21.1%","0%",82,-239,-3,9.6,"32.5%",393,"24.5%","25.9%",0.54,0.06
"Fizz","Middle",1,"9.1%","54.5%","63.6%","100%","100%",10,4,5,3.8,"88.2%","36.4%","100%",-192,387,-6,8.9,"27.0%",568,"37.7%","27.6%",0.19,0.19
"Gangplank","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gragas","Top",1,"9.1%","0.0%","9.1%","100%","100%",3,0,4,7,"28.0%","0.0%","0%",-397,-20,-21,9.6,"35.4%",376,"14.6%","22.2%",0.37,0.07
"Graves","Jungle",6,"54.5%","45.5%","100.0%","33%","17%",24,15,39,4.2,"78.8%","16.1%","50%",77,555,7,6.3,"19.4%",422,"21.3%","22.6%",0.79,0.45
"Ivern","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jarvan IV","Top",2,"18.2%","0.0%","18.2%","100%","100%",6,2,23,14.5,"78.4%","11.8%","0%",-151,-183,-3.5,8.2,"26.3%",350,"17.6%","20.7%",0.61,0.18
"Jayce","Top",3,"27.3%","9.1%","36.4%","0%","67%",7,14,9,1.1,"59.3%","22.6%","0%",293,108,11,8.7,"28.4%",486,"27.7%","24.6%",0.54,0.15
"Jhin","ADC",1,"9.1%","9.1%","18.2%","0%","100%",2,0,3,5,"45.5%","0.0%","0%",-994,-685,-35,8.3,"27.5%",423,"23.0%","22.5%",0.36,0.29
"Jinx","ADC",1,"9.1%","0.0%","9.1%","100%","100%",6,0,10,16,"76.2%","0.0%","100%",-279,14,-14,10.1,"32.6%",730,"32.8%","26.3%",0.46,0.38
"Kalista","ADC",1,"9.1%","0.0%","9.1%","0%","0%",6,3,2,2.7,"72.7%","14.3%","0%",279,-14,14,9.9,"32.0%",533,"36.6%","28.5%",0.26,0.26
"Karma","Middle",1,"9.1%","36.4%","72.7%","100%","100%",2,3,8,3.3,"52.6%","37.5%","0%",-96,-455,-4,7.6,"24.3%",253,"14.2%","19.8%",0.26,0.13
"Karma","Support",3,"27.3%","36.4%","72.7%","33%","33%",1,8,25,3.3,"70.3%","14.3%","33%",-133,-109,0,0.8,"4.2%",196,"9.7%","10.5%",1.57,0.43
"Kennen","Top",4,"36.4%","27.3%","63.6%","75%","25%",11,13,17,2.2,"45.9%","26.0%","25%",343,393,22.3,9.1,"28.4%",513,"25.9%","22.5%",0.48,0.12
"Kog'Maw","-",0,"0%","9.1%","9.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LeBlanc","Middle",5,"45.5%","27.3%","72.7%","20%","40%",6,15,26,2.1,"61.5%","20.0%","0%",151,296,2.4,7.7,"23.5%",440,"23.4%","20.7%",0.41,0.25
"Lee Sin","Jungle",8,"72.7%","9.1%","81.8%","63%","63%",18,23,63,3.5,"73.0%","23.5%","25%",-318,-231,-3,4.5,"12.5%",195,"10.4%","18.0%",0.87,0.28
