"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Karma","-",0,"0%","15.4%","15.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Leona","Support",1,"7.7%","0.0%","7.7%","0%","100%",0,4,1,0.3,"25.0%","22.2%","100%",186,77,5,1.3,"2.8%",81,"7.8%","7.5%",1.91,0.54
"Lillia","Jungle",3,"23.1%","15.4%","38.5%","33%","33%",7,11,15,2,"71.0%","23.9%","67%",291,95,5,6.6,"19.3%",456,"21.9%","19.4%",0.41,0.3
"Lucian","-",0,"0%","7.7%","7.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nautilus","Support",2,"15.4%","15.4%","30.8%","50%","0%",2,8,13,1.9,"60.0%","34.8%","50%",-118,-369,-1,1,"2.4%",138,"8.1%","7.9%",1.8,0.38
"Nidalee","Jungle",2,"15.4%","38.5%","53.8%","50%","100%",8,5,13,4.2,"65.6%","19.2%","0%",-117,-313,-11,6.2,"18.9%",417,"25.1%","19.1%",0.2,0.4
"Nocturne","Jungle",1,"7.7%","30.8%","38.5%","100%","0%",4,1,6,10,"58.8%","25.0%","0%",427,731,8,6.1,"15.9%",266,"14.5%","18.0%",1.15,0.45
"Olaf","Jungle",3,"23.1%","0.0%","23.1%","33%","100%",5,7,12,2.4,"58.6%","16.7%","33%",-503,-203,-1,6.2,"17.4%",350,"19.1%","18.2%",0.3,0.41
"Orianna","Middle",2,"15.4%","7.7%","23.1%","0%","50%",6,11,3,0.8,"47.4%","30.6%","0%",-446,-728,-2.5,8.2,"25.2%",429,"25.7%","23.2%",0.68,0.18
"Pyke","Support",1,"7.7%","0.0%","7.7%","100%","0%",6,0,10,16,"69.6%","0.0%","0%",-1219,-504,-65,1.6,"6.2%",238,"11.0%","14.6%",2.72,0.88
"Qiyana","Middle",1,"7.7%","0.0%","7.7%","0%","100%",2,4,5,1.8,"77.8%","19.0%","100%",131,-394,0,7.9,"23.7%",698,"25.9%","23.1%",0.26,0.26
"Rakan","-",0,"0%","15.4%","15.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rell","Support",4,"30.8%","30.8%","61.5%","100%","50%",5,5,44,9.8,"61.3%","16.1%","25%",-188,-295,-16.8,1.3,"3.6%",172,"8.6%","10.1%",1.45,0.51
"Renekton","Top",6,"46.2%","7.7%","53.8%","67%","17%",20,14,36,4,"60.2%","24.1%","0%",92,26,4.5,8.5,"26.0%",423,"24.1%","23.3%",0.38,0.28
"Ryze","-",0,"0%","23.1%","23.1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Samira","ADC",1,"7.7%","0.0%","7.7%","100%","100%",9,0,2,11,"64.7%","0.0%","0%",515,456,12,8.7,"26.0%",430,"23.4%","26.6%",0.35,0.29
"Senna","ADC",2,"15.4%","46.2%","69.2%","50%","50%",1,6,30,5.2,"86.1%","20.7%","0%",-282,-226,-67,2,"8.5%",340,"16.3%","14.9%",1.37,0.49
"Senna","Support",1,"7.7%","46.2%","69.2%","100%","0%",3,0,15,18,"75.0%","0.0%","0%",818,659,10,3.3,"15.2%",447,"19.4%","17.3%",1.22,0.45
"Seraphine","Middle",1,"7.7%","84.6%","100.0%","0%","0%",0,3,1,0.3,"25.0%","21.4%","0%",-167,-525,-7,7.5,"19.3%",289,"17.1%","18.7%",0.71,0.15
"Seraphine","Support",1,"7.7%","84.6%","100.0%","0%","0%",0,5,2,0.4,"50.0%","29.4%","0%",176,134,-5,0.9,"3.2%",206,"11.4%","8.1%",1.18,0.5
"Sett","Support",1,"7.7%","0.0%","7.7%","100%","100%",0,2,8,4,"53.3%","28.6%","0%",-9,13,-1,1.4,"3.1%",183,"12.3%","7.4%",1.5,0.66
"Sion","-",0,"0%","7.7%","7.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sylas","Middle",5,"38.5%","30.8%","69.2%","60%","40%",19,13,24,3.3,"63.2%","18.8%","20%",21,122,2.6,8.7,"26.2%",403,"21.6%","24.7%",0.4,0.23
"Syndra","Middle",2,"15.4%","0.0%","15.4%","50%","50%",5,4,14,4.8,"65.5%","15.4%","50%",405,23,6,8.5,"24.1%",448,"26.5%","22.6%",0.65,0.15
"Tahm Kench","ADC",2,"15.4%","23.1%","61.5%","50%","50%",2,8,11,1.6,"38.2%","25.8%","0%",-303,-406,-38,3.5,"8.7%",159,"8.0%","11.2%",0.93,0.35
"Tahm Kench","Support",3,"23.1%","23.1%","61.5%","67%","67%",2,5,28,6,"61.2%","18.5%","0%",395,444,22.7,2.7,"5.8%",173,"9.3%","10.6%",1.34,0.32
"Thresh","Support",4,"30.8%","15.4%","46.2%","25%","0%",1,8,17,2.3,"62.1%","12.7%","0%",-90,-132,-0.5,1.1,"1.9%",63,"4.0%","7.8%",1.69,0.32
"Tristana","ADC",1,"7.7%","61.5%","76.9%","0%","0%",0,6,1,0.2,"25.0%","33.3%","100%",-81,393,5,8.4,"27.7%",228,"22.1%","21.8%",0.79,0.25
"Tristana","Middle",1,"7.7%","61.5%","76.9%","0%","0%",2,6,0,0.3,"50.0%","35.3%","100%",777,214,9,7.4,"21.9%",373,"28.0%","25.4%",0.38,0.25
"Twisted Fate","-",0,"0%","15.4%","15.4%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Udyr","Jungle",4,"30.8%","53.8%","84.6%","50%","50%",9,11,26,3.2,"79.5%","22.4%","25%",-159,-141,1.3,6.5,"18.3%",207,"11.3%","18.6%",0.36,0.45
"Varus","ADC",6,"46.2%","23.1%","69.2%","50%","33%",16,15,25,2.7,"51.9%","17.6%","0%",96,58,27,8.6,"25.7%",536,"27.2%","23.3%",0.52,0.27
"Vayne","-",0,"0%","7.7%","7.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Veigar","ADC",2,"15.4%","0.0%","15.4%","50%","100%",5,3,11,5.3,"66.7%","15.8%","50%",22,-381,-13.5,8.1,"26.0%",248,"16.5%","23.1%",0.49,0.22
"Viktor","Middle",6,"46.2%","7.7%","53.8%","50%","50%",16,13,33,3.8,"66.2%","17.1%","17%",-153,231,2,8.8,"25.4%",485,"26.7%","24.4%",0.49,0.19
"Volibear","Jungle",5,"38.5%","7.7%","46.2%","60%","100%",16,18,36,2.9,"71.2%","25.4%","40%",-201,-344,-6.8,5.4,"15.6%",238,"14.0%","18.1%",0.37,0.45
"Wukong","Top",1,"7.7%","0.0%","7.7%","0%","100%",4,3,1,1.7,"62.5%","12.0%","0%",-240,-217,-7,7.5,"25.4%",398,"24.7%","27.0%",0.35,0.19
"Xayah","ADC",3,"23.1%","30.8%","53.8%","33%","0%",6,6,7,2.2,"56.5%","14.6%","0%",-186,102,5,10,"33.5%",428,"27.8%","27.0%",0.48,0.29
"Yone","Middle",1,"7.7%","23.1%","30.8%","0%","100%",3,5,0,0.6,"37.5%","27.8%","0%",-203,-672,-18,8.8,"28.0%",162,"13.5%","26.1%",0.32,0.11
"Ziggs","ADC",2,"15.4%","7.7%","23.1%","50%","100%",1,5,8,1.8,"52.9%","22.7%","0%",-196,11,-10,8.9,"26.1%",395,"24.1%","22.2%",0.52,0.16
"Zoe","Middle",4,"30.8%","46.2%","76.9%","75%","75%",24,4,22,11.5,"66.7%","10.5%","25%",176,127,-4.3,8,"22.0%",586,"28.2%","23.2%",0.53,0.2
