"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Ackerman","INFINITY","Support",9,"67%","44%",12,12,72,7,"60.4%","8.6%","14.0%","11%",6,59,-1.3,1.8,"4.5%",174,"9.4%",,119,"10.0%",,1.54,0.45,0.5
"Aloned","Rainbow7","Middle",4,"25%","100%",16,10,8,2.4,"53.3%","35.6%","15.6%","50%",113,-295,-5.8,8.4,"24.8%",467,"22.0%",,253,"24.7%",,0.37,0.14,0.21
"Baula","Furious Gaming","Support",5,"40%","80%",2,16,28,1.9,"57.7%","3.8%","20.3%","20%",-248,-83,-12,1.2,"2.5%",102,"6.7%",,87,"8.3%",,1.8,0.61,0.36
"Buggax","INFINITY","Top",9,"67%","67%",25,22,57,3.7,"59.0%","18.0%","25.6%","11%",100,103,3.6,8.7,"27.6%",518,"27.6%",,290,"24.4%",,0.31,0.07,0.15
"Bugi","Furious Gaming","Jungle",5,"40%","80%",18,19,25,2.3,"82.7%","34.6%","24.1%","60%",-17,-311,-6.8,6.1,"17.7%",269,"17.7%",,205,"19.9%",,0.43,0.43,0.53
"Ceo","Rainbow7","ADC",4,"25%","50%",7,12,14,1.8,"46.7%","15.6%","18.8%","0%",440,271,23.8,7.9,"24.3%",394,"21.1%",,227,"22.8%",,0.31,0.09,0.2
"cody","INFINITY","Middle",9,"67%","56%",29,20,65,4.7,"67.6%","20.9%","23.3%","11%",-49,-161,-4.6,7.8,"21.9%",487,"25.7%",,249,"21.0%",,0.69,0.34,0.18
"Erry","Furious Gaming","ADC",5,"40%","40%",6,20,14,1,"38.5%","11.5%","25.3%","20%",-381,-306,7.4,8.5,"27.1%",386,"25.0%",,225,"22.1%",,0.66,0.17,0.4
"Grell","All Knights","Jungle",8,"50%","13%",22,23,52,3.2,"75.5%","22.4%","21.9%","50%",24,164,3.5,6.6,"19.6%",306,"16.7%",,211,"19.2%",,0.37,0.3,0.32
"Jauny","Furious Gaming","Top",5,"40%","20%",15,7,17,4.6,"61.5%","28.8%","8.9%","20%",-258,-91,-9.6,8.2,"25.6%",344,"23.1%",,248,"24.4%",,0.37,0.24,0.24
"Kiefer","All Knights","Middle",8,"50%","38%",30,18,35,3.6,"66.3%","30.6%","17.1%","0%",-87,157,6.3,8.9,"26.2%",447,"23.2%",,274,"25.0%",,0.44,0.21,0.2
"Oddie","Rainbow7","Jungle",4,"25%","75%",11,14,20,2.2,"68.9%","24.4%","21.9%","50%",82,-3,-2.8,6.2,"17.6%",434,"22.7%",,193,"18.7%",,0.21,0.19,0.33
"Pancake","All Knights","ADC",8,"50%","63%",11,20,54,3.3,"66.3%","11.2%","19.0%","13%",-367,-280,-25,6.4,"19.8%",368,"19.1%",,211,"19.3%",,0.79,0.26,0.33
"Ray","Rainbow7","Top",4,"25%","25%",8,15,17,1.7,"55.6%","17.8%","23.4%","25%",47,-10,-5.8,8.2,"27.1%",413,"20.2%",,246,"23.6%",,0.43,0.17,0.27
"Ruin","All Knights","Top",8,"50%","63%",28,25,38,2.6,"67.3%","28.6%","23.8%","38%",26,-54,4.9,8.5,"26.3%",536,"29.3%",,275,"25.2%",,0.39,0.15,0.22
"Shadow","Rainbow7","Support",4,"25%","25%",3,13,28,2.4,"68.9%","6.7%","20.3%","25%",-12,214,-14.8,1.6,"6.3%",292,"14.1%",,111,"10.1%",,1.28,0.39,0.44
"SolidSnake","INFINITY","Jungle",9,"67%","56%",28,17,68,5.6,"69.1%","20.1%","19.8%","11%",-48,28,1.9,5.8,"15.1%",247,"13.4%",,203,"17.3%",,0.44,0.34,0.5
"TopLop","Furious Gaming","Middle",5,"40%","20%",11,17,21,1.9,"61.5%","21.2%","21.5%","60%",137,275,2.8,8.7,"27.0%",417,"27.5%",,262,"25.3%",,0.42,0.08,0.22
"Wadid","All Knights","Support",8,"50%","50%",7,19,49,2.9,"57.1%","7.1%","18.1%","13%",154,-122,16.4,2.6,"8.2%",224,"11.6%",,125,"11.3%",,1.34,0.44,0.31
"WhiteLotus","INFINITY","ADC",9,"67%","44%",45,15,52,6.5,"69.8%","32.4%","17.4%","11%",342,299,7.6,9.6,"30.9%",435,"24.0%",,322,"27.3%",,0.65,0.16,0.31
