"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Fiora","Top",1,"4.2%","12.5%","16.7%","100%","100%",3,2,9,6,"80.0%","22.2%","0%",219,-209,0,10.7,"29.6%",496,"26.1%","24.4%",0.63,0.11
"Galio","-",0,"0%","25.0%","25.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gangplank","Top",4,"16.7%","25.0%","41.7%","50%","50%",12,10,26,3.8,"66.7%","25.6%","25%",184,-130,-1,8.6,"25.9%",573,"26.4%","25.1%",0.59,0.08
"Gnar","Top",3,"12.5%","4.2%","16.7%","0%","100%",3,8,4,0.9,"50.0%","17.4%","33%",-78,41,4.3,8.4,"24.2%",325,"20.7%","22.8%",0.6,0.17
"Ivern","Jungle",1,"4.2%","0.0%","4.2%","100%","100%",0,1,11,11,"73.3%","12.5%","100%",-498,-597,-12,3.3,"8.4%",104,"5.7%","11.5%",1.46,0.21
"Janna","Support",2,"8.3%","4.2%","12.5%","100%","100%",0,2,17,8.5,"77.3%","11.8%","0%",-144,-82,-8,0.5,"1.8%",150,"8.6%","9.4%",1.33,0.33
"Jax","-",0,"0%","4.2%","4.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jhin","ADC",8,"33.3%","25.0%","58.3%","50%","50%",25,12,32,4.8,"71.3%","18.2%","13%",-119,-28,-4.9,9.9,"28.6%",540,"29.8%","24.8%",0.43,0.23
"Jinx","ADC",4,"16.7%","16.7%","33.3%","0%","100%",12,9,8,2.2,"76.9%","15.5%","0%",21,-95,5.8,11.5,"37.0%",582,"35.9%","32.3%",0.38,0.57
"Karma","Middle",2,"8.3%","0.0%","20.8%","50%","100%",1,5,17,3.6,"75.0%","19.2%","0%",-94,-87,-5,8.3,"21.2%",436,"18.1%","19.6%",0.5,0.14
"Karma","Support",3,"12.5%","0.0%","20.8%","33%","33%",4,6,12,2.7,"80.0%","22.2%","0%",261,173,-2.7,0.3,"0.8%",200,"12.8%","9.1%",1.35,0.23
"Kassadin","Middle",3,"12.5%","0.0%","12.5%","67%","67%",22,3,9,10.3,"75.6%","15.0%","33%",233,62,-2.7,9.4,"27.7%",665,"30.7%","26.1%",0.58,0.17
"Kha'Zix","-",0,"0%","41.7%","41.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kog'Maw","ADC",2,"8.3%","4.2%","12.5%","50%","50%",6,4,7,3.3,"72.2%","15.4%","50%",-447,-387,-7,10,"30.5%",531,"24.9%","26.4%",0.36,0.32
"Leona","Support",1,"4.2%","0.0%","4.2%","100%","100%",2,1,12,14,"82.4%","9.1%","0%",3,-128,0,1.9,"6.1%",132,"4.5%","11.6%",1.93,0.26
"Lulu","Support",1,"4.2%","0.0%","4.2%","100%","100%",1,0,9,10,"100.0%","0.0%","100%",-211,-149,-4,0.6,"2.4%",81,"5.0%","9.4%",1.45,0.43
"Morgana","Support",5,"20.8%","16.7%","37.5%","60%","100%",1,6,36,6.2,"71.2%","17.6%","40%",6,22,-4.8,0.6,"2.4%",170,"10.2%","9.5%",1.64,0.38
"Nidalee","Jungle",1,"4.2%","4.2%","8.3%","100%","100%",2,0,4,6,"60.0%","0.0%","100%",301,-100,4,7.3,"21.8%",258,"12.0%","22.4%",1.28,0.23
"Olaf","Jungle",11,"45.8%","25.0%","70.8%","36%","18%",24,22,45,3.1,"69.7%","17.6%","45%",58,126,3,5.1,"12.7%",230,"12.8%","16.9%",1.27,0.43
"Orianna","Middle",2,"8.3%","0.0%","8.3%","100%","100%",9,0,11,20,"80.0%","0.0%","0%",-120,159,-4.5,9.9,"26.5%",472,"25.7%","24.5%",0.5,0.26
"Ornn","Top",6,"25.0%","4.2%","29.2%","17%","100%",8,15,24,2.1,"72.7%","23.1%","0%",-4,37,0.7,7.6,"21.3%",370,"19.5%","20.2%",0.5,0.12
"Rakan","Support",1,"4.2%","0.0%","4.2%","0%","0%",0,3,4,1.3,"80.0%","18.8%","0%",130,219,0,1,"4.1%",96,"6.3%","10.8%",2.27,0.78
"Ryze","Middle",9,"37.5%","58.3%","95.8%","22%","11%",23,19,23,2.4,"63.9%","17.3%","22%",-66,-18,0.9,10.1,"28.3%",382,"23.1%","25.7%",0.55,0.26
"Sejuani","Jungle",7,"29.2%","4.2%","33.3%","43%","86%",7,18,42,2.7,"73.1%","21.7%","29%",-148,-141,0,4.6,"10.3%",186,"11.1%","15.1%",0.85,0.32
"Shen","Support",1,"4.2%","8.3%","25.0%","0%","100%",0,4,8,2,"88.9%","26.7%","0%",84,25,5,2.6,"8.2%",111,"7.0%","10.4%",1.76,0.58
"Shen","Top",3,"12.5%","8.3%","25.0%","0%","100%",2,6,5,1.2,"63.6%","15.0%","0%",-245,-155,-11.3,8.1,"25.4%",231,"17.8%","21.5%",0.49,0.11
"Sion","Top",17,"70.8%","16.7%","87.5%","82%","12%",24,45,100,2.8,"62.6%","33.1%","24%",-123,-35,-4.7,7.8,"20.9%",343,"18.4%","19.3%",0.57,0.13
"Sivir","ADC",7,"29.2%","16.7%","45.8%","57%","100%",25,10,26,5.1,"73.9%","14.9%","43%",45,91,-0.1,11.9,"39.6%",651,"34.4%","31.3%",0.38,0.56
"Skarner","Jungle",11,"45.8%","16.7%","62.5%","55%","45%",12,23,63,3.3,"72.1%","21.5%","45%",191,25,2.4,5.2,"12.7%",126,"7.0%","16.1%",1.39,0.39
"Swain","Middle",5,"20.8%","70.8%","100.0%","80%","0%",22,9,33,6.1,"77.5%","22.0%","20%",-126,-216,-2.6,9.1,"25.7%",613,"29.2%","23.5%",0.55,0.15
"Swain","Top",2,"8.3%","70.8%","100.0%","100%","0%",5,2,14,9.5,"76.0%","25.0%","0%",215,39,11,9.2,"25.6%",572,"27.8%","23.6%",0.6,0.22
"Tahm Kench","Support",11,"45.8%","37.5%","83.3%","27%","27%",4,33,50,1.6,"58.1%","23.6%","18%",-47,42,3.9,1.7,"5.2%",123,"6.6%","9.4%",1.44,0.14
"Taliyah","Middle",12,"50.0%","4.2%","54.2%","50%","50%",32,32,54,2.7,"73.5%","23.5%","17%",-261,-114,-6.4,8.9,"26.0%",582,"30.1%","23.0%",0.64,0.19
"Taric","Support",1,"4.2%","0.0%","4.2%","100%","100%",0,2,12,6,"85.7%","40.0%","0%",-353,-992,-5,1.5,"4.3%",154,"7.7%","9.9%",1.5,0.43
"Thresh","Support",7,"29.2%","29.2%","58.3%","43%","14%",0,18,49,2.7,"80.3%","27.3%","43%",110,118,-3.9,0.7,"2.4%",98,"6.6%","9.4%",1.48,0.32
"Tristana","ADC",8,"33.3%","33.3%","66.7%","63%","50%",42,11,36,7.1,"88.6%","12.4%","50%",-409,-31,-9,11.2,"35.6%",759,"36.8%","29.6%",0.38,0.49
"Trundle","Jungle",10,"41.7%","33.3%","79.2%","50%","50%",16,20,71,4.4,"84.5%","19.8%","30%",-192,-230,-4.2,4.4,"11.1%",175,"9.7%","15.9%",0.61,0.45
"Trundle","Support",1,"4.2%","33.3%","79.2%","100%","100%",0,1,10,10,"83.3%","14.3%","0%",-390,-279,15,2.2,"6.7%",58,"2.8%","11.2%",1.93,0.66
"Varus","ADC",2,"8.3%","33.3%","41.7%","50%","0%",5,1,10,15,"68.2%","5.3%","0%",255,-102,6,9.9,"31.1%",485,"29.1%","25.7%",0.39,0.4
"Vladimir","Middle",1,"4.2%","4.2%","8.3%","0%","0%",0,2,1,0.5,"50.0%","13.3%","0%",205,29,13,7.9,"23.4%",375,"28.2%","22.6%",0.48,0.04
"Xayah","ADC",1,"4.2%","95.8%","100.0%","0%","0%",3,3,1,1.3,"80.0%","18.8%","0%",-20,-195,3,10.9,"34.2%",483,"31.5%","30.3%",0.51,0.13
"Zac","Jungle",7,"29.2%","29.2%","58.3%","57%","57%",5,12,51,4.7,"68.3%","24.5%","57%",61,332,-1.3,4.6,"11.7%",147,"7.6%","15.3%",0.81,0.38
"Ziggs","-",0,"0%","8.3%","8.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","Support",1,"4.2%","0.0%","4.2%","0%","100%",0,3,3,1,"75.0%","23.1%","0%",-121,-86,-9,0.7,"2.5%",154,"10.9%","7.4%",1.56,0.41
"Zoe","Middle",5,"20.8%","12.5%","33.3%","80%","80%",19,3,23,14,"79.2%","9.1%","60%",222,159,0.8,9.4,"26.5%",661,"34.5%","25.6%",0.58,0.22
