"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Fnatic",7,6,1,32.5,97,60,1.62,0.69,0.25,"6.1%",53,32.7,376,"43%","43%","57%",,"20%","43%","55%",,"57%","50%","51.5%","54.6%",4,1.27,1.26
"G2 Esports",7,3,4,37.1,77,69,1.12,0.56,1.11,"4.4%",58.4,-15.6,609,"57%","57%","86%",,"83%","57%","50%","50%","86%","77%","49.8%","48.4%",4.32,1.3,1.63
"H2k-Gaming",5,2,3,33.9,52,52,1,0.61,-0.51,"5.4%",41.1,-1.1,-401,"40%","20%","20%",,"80%","40%","41%","67%","60%","44%","50.8%","50.9%",3.97,1.36,1.07
"Splyce",12,7,5,35.1,120,99,1.21,0.52,-0.36,"0.1%",39.3,19,-599,"67%","50%","42%",,"40%","42%","49%","50%","50%","53%","50.2%","47.7%",4.14,1.47,1.73
"Team ROCCAT",3,0,3,32.8,12,43,0.28,0.56,-1.01,"-16.9%",56.3,-56.3,305,"33%","33%","33%",,"50%","67%","40%",,"0%","0%","49.3%","48.9%",4.07,1.52,1.21
"Team Vitality",14,6,8,32.9,122,157,0.78,0.61,-0.01,"-3.6%",55.2,-12.4,99,"43%","64%","50%",,"42%","57%","55%","33%","36%","43%","49.1%","50.3%",4.08,1.28,1.42
