"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"EDward Gaming",12,7,5,34.1,152,143,1.06,0.72,,,,,,"64%","82%",,,,,"69%",,,"61%",,"53.2%",3.74,1.11,1.46
"I May",9,4,5,34.7,110,111,0.99,0.71,,,,,,"38%","63%",,,,,"41%",,,"58%",,"50.9%",3.79,0.94,1.48
"Invictus Gaming",3,0,3,38.2,30,52,0.58,0.7,,,,,,"33%","0%",,,,,"23%",,,"0%",,"47.2%",3.89,0.89,1.35
"Newbee",6,3,3,38.1,84,83,1.01,0.73,,,,,,"60%","60%",,,,,"55%",,,"60%",,"49.3%",3.57,1.01,1.63
"Oh My God",14,6,8,35.4,174,222,0.78,0.8,,,,,,"57%","21%",,,,,"56%",,,"33%",,"50.4%",3.6,0.84,1.32
"QG Reapers",4,2,2,29.8,38,38,1,0.64,,,,,,"67%","67%",,,,,"64%",,,"25%",,"46.4%",3.42,1,1.65
"Royal Never Give Up",7,3,4,37.9,92,76,1.21,0.63,,,,,,"40%","60%",,,,,"32%",,,"45%",,"47.8%",3.79,0.9,1.51
"Team WE",7,6,1,38.7,127,85,1.49,0.78,,,,,,"20%","40%",,,,,"42%",,,"75%",,"48.0%",3.68,0.95,1.33
