"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"957","Team WE","Top",7,"86%",,23,12,70,7.8,"73.2%","18.1%","14.1%",,,,,7.5,,403,"18.2%",,258,"20.6%",,0.5,0.05,0.1
"Alone","QG Reapers","ADC",4,"50%",,7,7,25,4.6,"84.2%","18.4%","18.4%",,,,,8.6,,648,"29.8%",,245,"22.8%",,0.33,0.06,0.26
"AmazingJ","I May","Top",9,"44%",,21,16,42,3.9,"57.3%","19.1%","14.4%",,,,,8.2,,367,"17.9%",,238,"21.2%",,0.52,0.09,0.1
"Athena","I May","Middle",9,"44%",,26,22,56,3.7,"74.5%","23.6%","19.8%",,,,,8.8,,579,"29.1%",,266,"23.7%",,0.44,0.13,0.28
"Baolan","Invictus Gaming","Support",3,"0%",,0,6,22,3.7,"73.3%","0.0%","11.5%",,,,,1.1,,280,"17.3%",,112,"10.9%",,1.66,0.38,0.46
"Ben","Team WE","Support",7,"86%",,5,25,86,3.6,"71.7%","3.9%","29.4%",,,,,0.9,,179,"7.4%",,158,"12.2%",,1.44,0.43,0.49
"Ben4","I May","Jungle",9,"44%",,32,28,40,2.6,"65.5%","29.1%","25.2%",,,,,4.8,,365,"17.9%",,219,"19.6%",,1.02,0.28,0.38
"Clearlove","EDward Gaming","Jungle",4,"50%",,10,8,19,3.6,"51.8%","17.9%","14.8%",,,,,4.7,,286,"14.1%",,227,"18.5%",,0.88,0.22,0.32
"Clid","QG Reapers","Jungle",4,"50%",,3,6,24,4.5,"71.1%","7.9%","15.8%",,,,,4.3,,210,"9.8%",,193,"18.2%",,1.02,0.37,0.42
"Coco","Newbee","Middle",6,"50%",,20,14,31,3.6,"60.7%","23.8%","16.9%",,,,,8.5,,576,"31.0%",,278,"23.7%",,0.37,0.15,0.3
"COLD","Oh My God","Support",14,"43%",,15,37,120,3.6,"77.6%","8.6%","16.7%",,,,,0.8,,222,"12.5%",,141,"12.7%",,1.43,0.36,0.46
"Condi","Team WE","Jungle",7,"86%",,28,15,66,6.3,"74.0%","22.0%","17.6%",,,,,4.2,,296,"12.8%",,225,"17.5%",,0.89,0.29,0.26
"Doinb","QG Reapers","Middle",4,"50%",,14,10,19,3.3,"86.8%","36.8%","26.3%",,,,,9,,631,"29.8%",,259,"24.5%",,0.35,0.18,0.26
"Duke","Invictus Gaming","Top",3,"0%",,2,8,5,0.9,"23.3%","6.7%","15.4%",,,,,8.4,,313,"18.9%",,219,"22.1%",,0.48,0.03,0.1
"Fireloli","EDward Gaming","Jungle",8,"63%",,21,13,48,5.3,"71.9%","21.9%","14.6%",,,,,4.4,,175,"10.6%",,217,"18.6%",,0.95,0.27,0.4
"icon","Oh My God","Middle",14,"43%",,57,43,72,3,"74.1%","32.8%","19.4%",,,,,8.2,,537,"28.7%",,258,"23.7%",,0.46,0.12,0.14
"Jinjiao","I May","ADC",9,"44%",,22,20,53,3.8,"68.2%","20.0%","18.0%",,,,,8.2,,498,"24.4%",,258,"22.7%",,0.34,0.09,0.21
"Kabe","QG Reapers","Top",4,"50%",,13,8,17,3.8,"78.9%","34.2%","21.1%",,,,,8.2,,437,"20.4%",,239,"22.3%",,0.5,0.09,0.05
"Kid","Invictus Gaming","ADC",3,"0%",,7,12,20,2.3,"90.0%","23.3%","23.1%",,,,,8.4,,358,"22.0%",,236,"22.8%",,0.39,0.12,0.22
"Korol","EDward Gaming","Top",4,"50%",,9,13,17,2,"46.4%","16.1%","24.1%",,,,,8,,382,"18.7%",,266,"21.8%",,0.52,0.11,0.2
"Letme","Royal Never Give Up","Top",7,"43%",,23,20,38,3.1,"66.3%","25.0%","26.3%",,,,,7.9,,393,"20.1%",,245,"20.8%",,0.48,0.05,0.14
"Lwx","Newbee","ADC",6,"50%",,21,15,39,4,"71.4%","25.0%","18.1%",,,,,9.7,,403,"21.8%",,299,"25.4%",,0.28,0.07,0.23
"Meiko","EDward Gaming","Support",12,"58%",,17,28,87,3.7,"68.4%","11.2%","19.6%",,,,,0.9,,228,"12.8%",,151,"12.6%",,1.53,0.45,0.46
"Ming","Royal Never Give Up","Support",7,"43%",,5,15,58,4.2,"68.5%","5.4%","19.7%",,,,,1,,120,"6.4%",,138,"11.5%",,1.66,0.41,0.38
"Mlxg","Royal Never Give Up","Jungle",7,"43%",,12,16,54,4.1,"71.7%","13.0%","21.1%",,,,,3.7,,227,"12.0%",,199,"16.9%",,0.83,0.19,0.38
"Mor","Newbee","Support",6,"50%",,3,19,53,2.9,"66.7%","3.6%","22.9%",,,,,0.8,,152,"8.1%",,136,"11.5%",,1.53,0.46,0.5
"Mouse","EDward Gaming","Top",8,"63%",,18,22,39,2.6,"59.4%","18.8%","24.7%",,,,,8.8,,413,"23.5%",,264,"21.9%",,0.52,0.11,0.12
"Mystic","Team WE","ADC",7,"86%",,37,17,62,5.8,"78.0%","29.1%","20.0%",,,,,9.4,,745,"32.4%",,325,"25.6%",,0.35,0.08,0.34
"Rio","Invictus Gaming","Jungle",3,"0%",,8,15,11,1.3,"63.3%","26.7%","28.8%",,,,,4.4,,145,"9.0%",,175,"17.2%",,1.11,0.23,0.29
"Road","I May","Support",8,"38%",,8,25,69,3.1,"79.4%","8.2%","23.4%",,,,,1.3,,238,"10.8%",,149,"12.7%",,1.47,0.36,0.51
"Road","I May","Support",1,"100%",,1,0,11,12,"92.3%","7.7%","0.0%",,,,,,,,,,182,"14.6%",,,,
"Rookie","Invictus Gaming","Middle",3,"0%",,13,11,8,1.9,"70.0%","43.3%","21.2%",,,,,9.6,,537,"32.7%",,270,"27.0%",,0.24,0.13,0.28
"Scout","EDward Gaming","Middle",12,"58%",,34,31,70,3.4,"68.4%","22.4%","21.7%",,,,,8.8,,452,"24.9%",,279,"23.6%",,0.34,0.21,0.21
"SLJ","QG Reapers","Support",4,"50%",,1,7,34,5,"92.1%","2.6%","18.4%",,,,,1.1,,215,"10.2%",,134,"12.2%",,1.22,0.31,0.66
"Smlz","Oh My God","ADC",14,"43%",,48,48,70,2.5,"67.8%","27.6%","21.6%",,,,,9,,499,"27.4%",,278,"25.5%",,0.26,0.03,0.22
"Swift","Newbee","Jungle",6,"50%",,19,20,32,2.6,"60.7%","22.6%","24.1%",,,,,4.2,,298,"16.4%",,212,"17.9%",,0.86,0.21,0.51
"Uzi","Royal Never Give Up","ADC",7,"43%",,28,13,33,4.7,"66.3%","30.4%","17.1%",,,,,10.2,,622,"31.2%",,316,"26.5%",,0.47,0.12,0.31
"V","Newbee","Top",6,"50%",,21,15,29,3.3,"59.5%","25.0%","18.1%",,,,,8.2,,436,"22.8%",,255,"21.5%",,0.53,0.12,0.1
"World6","Oh My God","Jungle",14,"43%",,23,51,79,2,"58.6%","13.2%","23.0%",,,,,3.9,,256,"13.5%",,190,"17.4%",,0.97,0.23,0.33
"Xiaohu","Royal Never Give Up","Middle",7,"43%",,24,12,45,5.8,"75.0%","26.1%","15.8%",,,,,9.1,,603,"30.3%",,292,"24.4%",,0.36,0.13,0.31
"Xiyang","Oh My God","Top",14,"43%",,31,43,47,1.8,"44.8%","17.8%","19.4%",,,,,7.8,,338,"17.8%",,231,"20.8%",,0.48,0.09,0.17
"xiye","Team WE","Middle",7,"86%",,34,16,71,6.6,"82.7%","26.8%","18.8%",,,,,8.7,,666,"29.1%",,306,"24.1%",,0.5,0.1,0.15
"Zet","EDward Gaming","ADC",12,"58%",,43,28,46,3.2,"58.6%","28.3%","19.6%",,,,,8.5,,523,"28.7%",,280,"23.4%",,0.42,0.1,0.27
