"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Karma","Middle",9,"29.0%","19.4%","90.3%","67%","-",28,22,85,5.1,"81.3%","17.3%","-","-","-","-","-","-",505,"22.5%","22.4%",0.47,0.24
"Karma","Support",13,"41.9%","19.4%","90.3%","31%","-",14,37,79,2.5,"73.2%","19.6%","-","-","-","-","-","-",252,"14.7%","12.4%",1.48,0.46
"Kennen","Top",4,"12.9%","32.3%","45.2%","100%","-",16,10,21,3.7,"51.4%","25.0%","-","-","-","-","-","-",494,"22.6%","23.9%",0.54,0.23
"Kha'Zix","Jungle",2,"6.5%","3.2%","9.7%","50%","-",9,4,8,4.3,"73.9%","14.8%","-","-","-","-","-","-",308,"15.8%","19.4%",0.91,0.34
"Kled","Top",3,"9.7%","41.9%","51.6%","100%","-",11,1,24,35,"67.3%","5.0%","-","-","-","-","-","-",421,"20.7%","21.7%",0.49,0.12
"Kog'Maw","ADC",8,"25.8%","48.4%","74.2%","63%","-",31,22,41,3.3,"64.3%","23.9%","-","-","-","-","-","-",626,"32.4%","24.0%",0.34,0.25
"LeBlanc","Middle",4,"12.9%","64.5%","77.4%","75%","-",17,6,34,8.5,"76.1%","12.8%","-","-","-","-",8.5,"-",602,"30.8%","23.6%",0.49,0.22
"Lee Sin","Jungle",20,"64.5%","19.4%","83.9%","35%","-",47,59,118,2.8,"66.0%","21.9%","-","-","-","-",6.7,"-",208,"11.3%","17.4%",0.97,0.3
"Lucian","ADC",2,"6.5%","9.7%","16.1%","50%","-",8,6,14,3.7,"81.5%","20.7%","-","-","-","-","-","-",814,"38.2%","25.6%",0.33,0.26
"Lulu","Support",16,"51.6%","16.1%","67.7%","63%","-",15,34,137,4.5,"73.8%","20.4%","-","-","-","-",0.9,"-",150,"8.0%","12.1%",1.52,0.44
"Malzahar","Support",3,"9.7%","38.7%","48.4%","67%","-",7,15,34,2.7,"74.5%","26.8%","-","-","-","-","-","-",301,"12.9%","13.8%",1.55,0.53
"Maokai","Top",1,"3.2%","0.0%","3.2%","0%","-",2,3,2,1.3,"100.0%","23.1%","-","-","-","-","-","-",285,"15.4%","23.8%",0.49,0.03
"Miss Fortune","Support",1,"3.2%","0.0%","3.2%","0%","-",4,4,11,3.8,"78.9%","18.2%","-","-","-","-","-","-",803,"32.6%","19.0%",1.57,0.66
"Nami","Support",7,"22.6%","9.7%","32.3%","29%","-",3,16,68,4.4,"80.7%","14.8%","-","-","-","-","-","-",179,"10.2%","11.8%",1.49,0.53
"Nautilus","Support",1,"3.2%","38.7%","64.5%","100%","-",2,1,11,13,"68.4%","14.3%","-","-","-","-","-","-",136,"6.9%","13.6%",1.7,0.5
"Nautilus","Top",7,"22.6%","38.7%","64.5%","71%","-",22,22,54,3.5,"71.7%","23.9%","-","-","-","-","-","-",431,"19.1%","20.2%",0.54,0.07
"Nidalee","Jungle",2,"6.5%","0.0%","6.5%","50%","-",2,4,8,2.5,"66.7%","28.6%","-","-","-","-","-","-",300,"16.7%","18.2%",0.97,0.22
"Orianna","Middle",5,"16.1%","12.9%","29.0%","60%","-",16,12,24,3.3,"80.0%","20.0%","-","-","-","-","-","-",559,"34.0%","25.1%",0.41,0.17
"Rek'Sai","Jungle",2,"6.5%","3.2%","9.7%","100%","-",4,2,9,6.5,"41.9%","22.2%","-","-","-","-","-","-",220,"12.0%","18.4%",0.93,0.29
"Renekton","Top",6,"19.4%","9.7%","29.0%","50%","-",13,18,25,2.1,"47.5%","19.1%","-","-","-","-","-","-",355,"17.5%","20.9%",0.53,0.23
"Rengar","Jungle",3,"9.7%","67.7%","77.4%","67%","-",7,3,24,10.3,"73.8%","7.5%","-","-","-","-","-","-",259,"12.8%","18.1%",0.82,0.25
"Rumble","Jungle",1,"3.2%","6.5%","19.4%","0%","-",6,5,8,2.8,"93.3%","21.7%","-","-","-","-","-","-",471,"24.6%","19.5%",1,0.43
"Rumble","Top",3,"9.7%","6.5%","19.4%","33%","-",11,8,9,2.5,"50.0%","19.5%","-","-","-","-",6.7,"-",309,"17.0%","20.9%",0.51,0.14
"Ryze","Middle",3,"9.7%","3.2%","12.9%","33%","-",9,5,8,3.4,"77.3%","15.6%","-","-","-","-","-","-",438,"25.8%","27.1%",0.35,0.12
"Shen","Top",5,"16.1%","54.8%","71.0%","40%","-",10,16,25,2.2,"70.0%","21.3%","-","-","-","-",7.2,"-",312,"16.6%","22.1%",0.55,0.11
"Sivir","ADC",1,"3.2%","0.0%","3.2%","0%","-",5,1,0,5,"50.0%","7.7%","-","-","-","-","-","-",809,"43.4%","32.6%",0.5,0.68
"Syndra","Middle",3,"9.7%","45.2%","54.8%","33%","-",13,10,10,2.3,"59.0%","29.4%","-","-","-","-","-","-",458,"27.7%","23.8%",0.31,0.18
"Taliyah","Middle",9,"29.0%","32.3%","61.3%","78%","-",41,16,75,7.3,"73.9%","17.8%","-","-","-","-","-","-",699,"33.7%","24.3%",0.38,0.23
"Talon","Middle",1,"3.2%","6.5%","9.7%","0%","-",2,4,9,2.8,"73.3%","17.4%","-","-","-","-","-","-",320,"16.7%","22.6%",0.32,0.34
"Thresh","Support",8,"25.8%","29.0%","54.8%","75%","-",6,18,90,5.3,"73.8%","21.2%","-","-","-","-",1,"-",134,"6.6%","11.8%",1.32,0.51
"Twisted Fate","Middle",1,"3.2%","0.0%","3.2%","0%","-",4,5,4,1.6,"61.5%","26.3%","-","-","-","-","-","-","-","-","22.9%","-","-"
"Twitch","ADC",2,"6.5%","12.9%","19.4%","0%","-",9,8,14,2.9,"79.3%","25.8%","-","-","-","-","-","-",615,"35.9%","25.2%",0.33,0.25
"Varus","ADC",16,"51.6%","12.9%","64.5%","44%","-",57,45,88,3.2,"70.4%","21.4%","-","-","-","-",7.1,"-",444,"23.4%","23.7%",0.38,0.23
"Viktor","Middle",3,"9.7%","3.2%","12.9%","33%","-",12,8,9,2.6,"70.0%","22.9%","-","-","-","-","-","-",617,"35.9%","25.2%",0.38,0.25
"Vladimir","Middle",3,"9.7%","0.0%","9.7%","0%","-",15,11,13,2.5,"73.7%","21.2%","-","-","-","-","-","-",719,"34.3%","25.4%",0.36,0.27
"Zed","Middle",1,"3.2%","6.5%","9.7%","100%","-",11,5,6,3.4,"77.3%","26.3%","-","-","-","-","-","-",703,"28.1%","23.4%",0.52,0.09
"Ziggs","ADC",1,"3.2%","0.0%","3.2%","0%","-",1,1,3,4,"57.1%","5.9%","-","-","-","-","-","-",680,"32.3%","22.4%",0.35,0.22
"Zilean","Middle",1,"3.2%","6.5%","9.7%","100%","-",4,1,8,12,"92.3%","25.0%","-","-","-","-","-","-","-","-","23.2%","-","-"
"Zyra","Support",4,"12.9%","9.7%","22.6%","25%","-",2,16,32,2.1,"69.4%","19.8%","-","-","-","-","-","-",361,"18.4%","13.0%",1.52,0.46
