"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Graves","Jungle",24,"57.1%","19.0%","76.2%","38%","25%",75,59,109,3.1,"68.9%","18.2%","38%",-81,16,1.2,5.7,"18.8%",371,"20.0%","21.1%",0.92,0.43
"Ivern","Jungle",10,"23.8%","45.2%","69.0%","40%","50%",7,25,70,3.1,"81.1%","20.0%","30%",-52,-81,-11.5,2.9,"8.4%",147,"7.7%","16.7%",0.74,0.3
"Jayce","Middle",4,"9.5%","21.4%","38.1%","50%","50%",17,5,30,9.4,"81.0%","13.2%","50%",404,306,5,8.7,"28.1%",728,"30.6%","24.3%",0.27,0.22
"Jayce","Top",3,"7.1%","21.4%","38.1%","33%","67%",9,15,6,1,"38.5%","27.8%","33%",-9,-60,-5,8.4,"25.1%",491,"24.4%","21.7%",0.51,0.12
"Jhin","ADC",3,"7.1%","0.0%","7.1%","33%","67%",7,2,8,7.5,"68.2%","5.4%","33%",-259,-322,-14.7,8.7,"29.2%",397,"24.8%","24.2%",0.39,0.15
"Kalista","ADC",1,"2.4%","0.0%","2.4%","0%","100%",1,4,1,0.5,"33.3%","21.1%","0%",166,169,16,8.4,"28.1%",629,"28.7%","23.8%",0.38,0.09
"Karma","Middle",2,"4.8%","52.4%","95.2%","0%","0%",1,4,10,2.8,"61.1%","14.8%","0%",70,210,0,8.9,"25.1%",505,"30.8%","22.4%",0.47,0.11
"Karma","Support",16,"38.1%","52.4%","95.2%","56%","63%",6,37,137,3.9,"78.1%","19.0%","6%",-100,-94,0.2,0.7,"2.7%",186,"10.5%","11.0%",1.38,0.39
"Kassadin","Middle",1,"2.4%","2.4%","4.8%","100%","100%",0,1,2,2,"20.0%","33.3%","0%",-37,109,-8,8.6,"27.7%",450,"24.3%","19.9%",0.6,0
"Kennen","ADC",1,"2.4%","81.0%","95.2%","0%","0%",1,5,3,0.8,"50.0%","31.3%","0%",213,-299,-4,7.8,"26.9%",483,"27.7%","23.1%",0.41,0.07
"Kennen","Top",5,"11.9%","81.0%","95.2%","40%","40%",13,24,21,1.4,"54.8%","25.8%","0%",-90,-186,5.2,8.1,"26.2%",479,"24.9%","22.4%",0.55,0.17
"Kha'Zix","Jungle",9,"21.4%","4.8%","26.2%","44%","89%",37,30,35,2.4,"64.9%","21.9%","22%",-54,-352,-3.4,4.2,"13.8%",389,"19.6%","19.3%",0.92,0.28
"Kled","Top",5,"11.9%","33.3%","45.2%","60%","60%",13,9,20,3.7,"73.3%","16.1%","40%",227,140,6.8,8.4,"25.1%",305,"20.8%","22.9%",0.53,0.13
"Kog'Maw","ADC",7,"16.7%","26.2%","42.9%","71%","71%",28,13,28,4.3,"65.9%","18.1%","14%",46,77,0.6,9.7,"30.3%",607,"33.1%","24.9%",0.42,0.27
"LeBlanc","Middle",10,"23.8%","66.7%","90.5%","30%","40%",33,24,44,3.2,"69.4%","22.2%","20%",-66,44,-4.1,8.1,"25.2%",498,"26.8%","23.0%",0.45,0.2
"Lee Sin","Jungle",24,"57.1%","35.7%","92.9%","63%","29%",96,58,134,4,"68.7%","22.8%","33%",43,103,3.8,4.4,"12.6%",261,"13.1%","18.6%",1.02,0.28
"Lissandra","Middle",1,"2.4%","0.0%","2.4%","0%","100%",1,4,4,1.3,"100.0%","18.2%","0%",126,93,7,8,"22.4%",357,"26.6%","22.2%",0.23,0.26
"Lucian","ADC",1,"2.4%","19.0%","28.6%","0%","0%",3,3,4,2.3,"100.0%","14.3%","0%",-163,-414,-6,9.9,"31.5%",604,"35.0%","27.8%",0.45,0.36
"Lucian","Middle",3,"7.1%","19.0%","28.6%","33%","0%",10,10,19,2.9,"76.3%","23.3%","67%",585,338,3,8.9,"30.8%",484,"22.7%","25.0%",0.58,0.22
"Lulu","Middle",2,"4.8%","59.5%","100.0%","50%","0%",7,3,22,9.7,"74.4%","12.0%","0%",14,99,-1,7.9,"26.1%",392,"16.6%","22.4%",0.42,0.17
"Lulu","Support",15,"35.7%","59.5%","100.0%","60%","0%",15,26,124,5.3,"70.2%","17.1%","33%",92,80,-0.1,0.6,"2.6%",139,"7.4%","10.9%",1.35,0.47
"Malzahar","Support",5,"11.9%","14.3%","26.2%","60%","20%",6,19,43,2.6,"66.2%","30.2%","20%",11,-170,-3.6,0.8,"3.2%",296,"13.8%","12.2%",1.23,0.45
"Miss Fortune","Support",2,"4.8%","0.0%","4.8%","50%","100%",0,6,11,1.8,"57.9%","22.2%","0%",169,-263,2.5,1.3,"4.4%",341,"16.8%","12.3%",1.66,0.56
"Nami","Support",7,"16.7%","11.9%","28.6%","29%","71%",3,22,55,2.6,"79.5%","20.8%","14%",-1,-32,-1.7,0.6,"2.7%",148,"8.1%","10.8%",1.3,0.5
"Nautilus","Top",7,"16.7%","0.0%","16.7%","29%","71%",11,14,36,3.4,"58.8%","16.9%","14%",-202,-192,-3.7,8.2,"26.4%",295,"15.9%","21.2%",0.51,0.09
"Nunu & Willump","Jungle",3,"7.1%","0.0%","7.1%","67%","100%",1,11,25,2.4,"78.8%","28.9%","0%",-141,390,3.3,4.5,"12.9%",196,"11.8%","18.5%",0.91,0.25
"Olaf","Jungle",6,"14.3%","4.8%","19.0%","83%","100%",22,12,42,5.3,"67.4%","20.3%","50%",162,95,7.2,5,"15.4%",351,"15.9%","19.3%",0.75,0.35
"Orianna","Middle",14,"33.3%","7.1%","40.5%","50%","43%",47,33,52,3,"58.6%","19.6%","14%",52,57,5.5,9.2,"27.2%",488,"26.1%","24.1%",0.29,0.28
"Renekton","Top",2,"4.8%","4.8%","9.5%","50%","100%",3,5,6,1.8,"42.9%","29.4%","50%",150,52,11.5,9.6,"31.9%",344,"21.1%","22.8%",0.54,0.15
"Rengar","Jungle",2,"4.8%","4.8%","9.5%","0%","100%",9,7,5,2,"63.6%","28.0%","100%",172,33,15,5,"14.6%",314,"16.3%","20.0%",0.85,0.4
"Rumble","Top",14,"33.3%","33.3%","66.7%","64%","14%",37,42,85,2.9,"51.7%","27.8%","14%",52,5,2.7,8.8,"27.8%",571,"25.6%","21.6%",0.52,0.1
"Ryze","Middle",7,"16.7%","7.1%","23.8%","43%","86%",21,12,30,4.3,"71.8%","11.9%","14%",-80,-320,-3,9.1,"29.5%",452,"24.1%","25.7%",0.62,0.15
"Shen","Top",14,"33.3%","38.1%","71.4%","43%","79%",29,29,74,3.6,"73.0%","16.4%","7%",-95,-21,-1.2,8.2,"26.4%",320,"18.0%","22.5%",0.5,0.11
"Sona","Support",1,"2.4%","0.0%","2.4%","100%","100%",0,1,14,14,"73.7%","20.0%","0%",73,204,0,0.6,"2.3%",142,"6.7%","10.7%",1.38,0.56
"Syndra","Middle",14,"33.3%","45.2%","78.6%","43%","36%",40,35,54,2.7,"58.4%","19.3%","21%",147,146,9,9.4,"29.5%",467,"26.5%","24.5%",0.43,0.22
"Tahm Kench","Support",14,"33.3%","9.5%","42.9%","43%","43%",9,31,84,3,"52.0%","19.9%","29%",106,92,7.1,1.4,"4.0%",121,"6.7%","10.8%",1.33,0.32
"Taliyah","Middle",8,"19.0%","4.8%","23.8%","63%","25%",24,18,53,4.3,"70.0%","16.4%","25%",-268,-230,-5.6,8.8,"29.7%",536,"28.1%","23.7%",0.46,0.19
"Taric","Support",1,"2.4%","0.0%","2.4%","100%","100%",1,2,18,9.5,"82.6%","15.4%","0%",-284,-62,5,1,"3.8%",82,"2.7%","11.2%",1.47,0.28
"Thresh","Support",3,"7.1%","9.5%","16.7%","0%","67%",1,14,15,1.1,"72.7%","24.6%","33%",-35,-158,2.7,0.8,"2.2%",138,"6.9%","9.2%",1.56,0.36
"Twitch","ADC",11,"26.2%","21.4%","47.6%","73%","55%",42,22,52,4.3,"54.3%","22.4%","27%",-76,46,-2.7,8.3,"24.3%",558,"25.9%","22.2%",0.42,0.16
"Varus","ADC",15,"35.7%","16.7%","52.4%","33%","53%",43,39,58,2.6,"66.0%","19.4%","20%",219,121,5.7,8.7,"27.5%",405,"23.6%","24.2%",0.43,0.29
"Viktor","Middle",1,"2.4%","0.0%","2.4%","100%","100%",12,2,9,10.5,"91.3%","15.4%","0%",-462,-442,-6,9.5,"32.6%",1155,"38.6%","29.1%",0.12,0.23
"Vladimir","Middle",1,"2.4%","2.4%","4.8%","0%","100%",0,4,1,0.3,"100.0%","25.0%","0%",-495,-684,-7,8.9,"31.4%",267,"24.8%","24.9%",0.66,0.18
"Zed","Middle",1,"2.4%","2.4%","4.8%","100%","100%",5,6,10,2.5,"78.9%","33.3%","0%",-202,141,-17,8.5,"26.4%",631,"27.3%","23.5%",0.3,0.3
"Ziggs","ADC",3,"7.1%","16.7%","23.8%","33%","67%",12,13,21,2.5,"67.3%","17.6%","33%",-385,-245,-14.3,7.6,"25.1%",553,"24.4%","22.3%",0.5,0.15
"Zyra","Support",9,"21.4%","31.0%","52.4%","44%","44%",10,23,71,3.5,"63.3%","21.7%","33%",-165,-5,-8.8,0.8,"3.2%",382,"18.0%","12.1%",1.41,0.45
