"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Flash Wolves",14,5,9,35.6,148,138,1.07,0.57,-0.61,"-2.4%",38.4,-2.7,-1171,"43%","50%","36%",,"20%","36%","45%","50%","43%","56%","48.8%","45.2%",4.15,1.25,1.31
"G2 Esports",18,8,10,38.1,205,245,0.84,0.66,-0.59,"-5.3%",53.1,-8.6,224,"44%","50%","28%",,"50%","50%","40%","33%","22%","29%","50.4%","49.2%",3.61,0.98,1.33
"GAM Esports",10,3,7,33.5,131,190,0.69,0.96,-0.31,"-4.8%",39.9,-9.9,-877,"80%","40%","50%",,"50%","40%","41%","0%","40%","40%","49.2%","49.2%",3.38,1.08,1.55
"SK Telecom T1",17,14,3,33.2,256,152,1.68,0.72,1.43,"12.2%",65,17.3,1545,"47%","47%","76%",,"82%","76%","75%","100%","82%","83%","51.3%","56.6%",3.14,0.71,1.45
"Team WE",14,8,6,35.2,181,165,1.1,0.7,0.52,"4.7%",51,6.1,336,"50%","64%","64%",,"50%","29%","45%","0%","64%","64%","50.0%","50.7%",3.63,0.87,1.27
"TSM",11,4,7,39.6,118,149,0.79,0.61,-0.56,"-8.9%",44.4,-8,-894,"45%","45%","45%",,"0%","64%","53%","71%","27%","28%","49.6%","47.0%",3.9,1.07,1.3
