"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"957","Team WE","Top",14,"57%","71%",38,30,82,4,"66.3%","21.0%","18.2%","29%",154,54,0.2,8,"25.4%",360,"18.5%",,246,"21.3%",,0.54,0.09,0.11
"Archie","GAM Esports","Support",10,"30%","60%",8,39,74,2.1,"62.6%","6.1%","20.5%","40%",-90,-49,-0.1,0.9,"3.6%",235,"11.8%",,124,"11.4%",,1.23,0.24,0.47
"Bang","SK Telecom T1","ADC",17,"82%","59%",55,29,91,5,"57.0%","21.5%","19.1%","24%",169,119,3.3,8.7,"24.5%",573,"27.5%",,291,"22.3%",,0.42,0.07,0.12
"Ben","Team WE","Support",11,"55%","55%",12,39,86,2.5,"73.1%","9.0%","29.5%","18%",-10,-1,-2.5,0.7,"2.9%",224,"11.4%",,133,"11.6%",,1.4,0.4,0.46
"Betty","Flash Wolves","ADC",14,"36%","71%",41,25,64,4.2,"70.9%","27.7%","18.1%","21%",-368,-108,-7.2,8.7,"29.4%",468,"27.2%",,258,"24.0%",,0.44,0.16,0.26
"Biofrost","TSM","Support",11,"36%","36%",8,28,78,3.1,"72.9%","6.8%","18.8%","9%",-17,10,-1,0.9,"3.1%",160,"8.5%",,120,"11.2%",,1.49,0.37,0.4
"Bjergsen","TSM","Middle",11,"36%","73%",33,17,53,5.1,"72.9%","28.0%","11.4%","18%",59,3,1.2,8.8,"28.1%",464,"25.6%",,254,"24.5%",,0.43,0.2,0.15
"Condi","Team WE","Jungle",14,"57%","43%",39,32,92,4.1,"72.4%","21.5%","19.4%","36%",12,60,-2.8,4.2,"13.3%",265,"13.2%",,213,"18.6%",,0.86,0.22,0.26
"Expect","G2 Esports","Top",18,"44%","67%",37,38,93,3.4,"63.4%","18.0%","15.5%","17%",35,134,0.1,8.1,"25.4%",405,"20.5%",,230,"21.5%",,0.5,0.1,0.12
"Faker","SK Telecom T1","Middle",17,"82%","76%",65,31,80,4.7,"56.6%","25.4%","20.4%","12%",-117,-75,-3.2,9.3,"27.6%",528,"24.9%",,310,"23.7%",,0.22,0.08,0.33
"Hauntzer","TSM","Top",11,"36%","64%",30,36,48,2.2,"66.1%","25.4%","24.2%","18%",-10,-136,3.5,8.8,"29.1%",465,"25.2%",,249,"23.5%",,0.54,0.08,0.1
"Huni","SK Telecom T1","Top",17,"82%","24%",40,39,92,3.4,"51.6%","15.6%","25.7%","24%",52,147,1.5,9.5,"29.1%",526,"25.3%",,293,"22.3%",,0.46,0.05,0.12
"Karsa","Flash Wolves","Jungle",14,"36%","43%",46,31,57,3.3,"69.6%","31.1%","22.5%","36%",-45,-163,1.9,4.7,"14.1%",273,"16.2%",,211,"19.9%",,1.13,0.35,0.43
"Levi","GAM Esports","Jungle",10,"30%","50%",46,26,43,3.4,"67.9%","35.1%","13.7%","40%",-97,99,1.8,5.3,"19.6%",449,"22.9%",,234,"22.1%",,0.88,0.25,0.44
"Maple","Flash Wolves","Middle",14,"36%","36%",36,24,67,4.3,"69.6%","24.3%","17.4%","29%",-139,-177,-4.7,9,"28.7%",418,"25.4%",,259,"24.1%",,0.68,0.27,0.16
"Mithy","G2 Esports","Support",18,"44%","67%",6,50,137,2.9,"69.8%","2.9%","20.4%","22%",70,135,3.6,0.9,"3.0%",151,"8.1%",,112,"10.3%",,1.54,0.47,0.37
"MMD","Flash Wolves","Top",14,"36%","43%",19,32,69,2.8,"59.5%","12.8%","23.2%","21%",-210,-202,-1.8,7.9,"25.4%",326,"19.7%",,223,"21.1%",,0.52,0.1,0.12
"Mystic","Team WE","ADC",14,"57%","36%",47,30,84,4.4,"72.4%","26.0%","18.2%","21%",151,133,9.9,9.4,"31.3%",586,"29.7%",,293,"25.4%",,0.37,0.06,0.3
"Optimus","GAM Esports","Middle",10,"30%","50%",27,45,62,2,"67.9%","20.6%","23.7%","30%",18,-48,-3.7,8.2,"26.8%",480,"24.2%",,248,"23.1%",,0.25,0.17,0.32
