"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Peanut","SK Telecom T1","Jungle",17,"82%","47%",84,23,86,7.4,"66.4%","32.8%","15.1%","29%",192,86,-0.1,5.1,"15.1%",289,"13.4%",,264,"20.0%",,0.83,0.13,0.37
"Perkz","G2 Esports","Middle",18,"44%","39%",77,51,62,2.7,"67.8%","37.6%","20.8%","22%",132,111,7.1,9.1,"29.0%",558,"28.9%",,270,"24.9%",,0.35,0.11,0.21
"Slay","GAM Esports","ADC",10,"30%","30%",32,35,54,2.5,"65.6%","24.4%","18.4%","50%",-85,-220,-9.7,8.1,"27.8%",451,"22.5%",,250,"23.5%",,0.44,0.19,0.2
"Stark","GAM Esports","Top",10,"30%","30%",18,45,54,1.6,"55.0%","13.7%","23.7%","40%",-62,-134,-4.4,7,"22.3%",369,"18.6%",,213,"20.0%",,0.58,0.23,0.12
"Svenskeren","TSM","Jungle",11,"36%","64%",21,41,58,1.9,"66.9%","17.8%","27.5%","45%",-73,-23,-0.6,4.1,"12.6%",286,"15.5%",,186,"17.4%",,1.02,0.3,0.35
"SwordArt","Flash Wolves","Support",14,"36%","36%",6,26,101,4.1,"72.3%","4.1%","18.8%","29%",-141,-144,-1.7,0.7,"2.5%",182,"11.5%",,118,"10.7%",,1.38,0.37,0.33
"Trick","G2 Esports","Jungle",18,"44%","56%",28,64,119,2.3,"71.7%","13.7%","26.1%","44%",-58,-42,0.2,4.4,"13.0%",301,"15.3%",,195,"18.1%",,0.84,0.19,0.27
"WildTurtle","TSM","ADC",11,"36%","64%",26,27,47,2.7,"61.9%","22.0%","18.1%","9%",20,8,-3.1,8.4,"27.1%",450,"25.2%",,245,"23.3%",,0.42,0.13,0.29
"Wolf","SK Telecom T1","Support",17,"82%","41%",12,30,144,5.2,"60.9%","4.7%","19.7%","18%",143,66,0.4,1.1,"3.7%",193,"9.0%",,154,"11.6%",,1.22,0.37,0.51
"xiye","Team WE","Middle",14,"57%","29%",42,27,88,4.8,"71.8%","23.2%","16.4%","14%",53,157,1.1,8.6,"27.1%",540,"27.2%",,269,"23.2%",,0.5,0.12,0.17
"Zero","Team WE","Support",3,"67%","67%",3,7,30,4.7,"70.2%","6.4%","21.2%","0%",-181,-384,-3,0.8,"3.0%",264,"11.6%",,144,"11.4%",,1.24,0.29,0.3
"Zven","G2 Esports","ADC",18,"44%","39%",57,42,82,3.3,"67.8%","27.8%","17.1%","22%",44,-15,2.1,9.4,"29.5%",524,"27.2%",,275,"25.2%",,0.4,0.11,0.36
