"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"957","Team WE","Top",2,"0%","100%",1,4,10,2.8,"64.7%","5.9%","21.1%","50%",34,224,8,8.1,"24.3%",287,"18.6%",,236,"22.3%",,0.62,0.12,0.14
"AmazingJ","Bilibili Gaming","Top",7,"57%","14%",11,12,31,3.5,"60.0%","15.7%","17.6%","29%",199,112,5.7,8.7,"25.0%",383,"20.8%",,256,"21.6%",,0.56,0.13,0.15
"babo","Team WE","Support",2,"0%","0%",0,6,15,2.5,"88.2%","0.0%","31.6%","50%",-64,-31,0,0.9,"3.4%",117,"7.5%",,114,"10.3%",,1.63,0.56,0.25
"Baolan","Invictus Gaming","Support",9,"33%","44%",7,28,68,2.7,"69.4%","6.5%","19.6%","0%",-63,14,-2.2,1.2,"4.1%",149,"7.5%",,109,"9.7%",,1.44,0.54,0.26
"Chieftain","Bilibili Gaming","Jungle",7,"57%","57%",9,18,37,2.6,"65.7%","12.9%","26.5%","29%",242,207,9,5.3,"12.2%",170,"8.8%",,195,"16.4%",,1.44,0.49,0.44
"Clearlove","EDward Gaming","Jungle",3,"33%","0%",3,10,16,1.9,"79.2%","12.5%","33.3%","33%",-124,-63,2,5.1,"13.4%",156,"10.0%",,183,"16.6%",,0.6,0.3,0.42
"Clid","JD Gaming","Jungle",2,"0%","50%",3,7,2,0.7,"45.5%","27.3%","22.6%","0%",-666,134,-19,5,"11.7%",229,"13.8%",,168,"16.3%",,1.04,0.39,0.54
"Doinb","Rogue Warriors","Middle",13,"54%","69%",43,34,90,3.9,"79.6%","25.7%","21.1%","15%",62,-38,0.5,9.6,"27.6%",472,"25.9%",,285,"24.1%",,0.28,0.14,0.29
"Duke","Invictus Gaming","Top",9,"33%","56%",15,27,47,2.3,"57.4%","13.9%","18.9%","11%",-32,78,7.8,7.7,"22.8%",368,"19.4%",,225,"21.6%",,0.44,0.05,0.17
"Flandre","Snake Esports","Top",4,"25%","100%",2,9,20,2.4,"75.9%","6.9%","15.3%","25%",431,233,7.8,10.1,"28.4%",506,"31.4%",,270,"25.7%",,0.49,0.04,0.16
"Flawless","Rogue Warriors","Jungle",13,"54%","54%",20,29,105,4.3,"74.9%","12.0%","18.0%","31%",-75,-219,-5.3,5.1,"14.1%",236,"13.3%",,199,"17.0%",,1.3,0.41,0.49
"Guoguo","Snake Esports","Middle",4,"25%","75%",7,10,14,2.1,"72.4%","24.1%","16.9%","25%",-223,-124,-10,9.1,"24.1%",323,"18.5%",,235,"21.8%",,0.56,0.17,0.15
"Haro","EDward Gaming","Jungle",5,"60%","40%",12,11,40,4.7,"83.9%","19.4%","21.6%","40%",-88,-305,1.4,4.7,"12.1%",178,"9.6%",,205,"17.7%",,0.56,0.35,0.41
"Hudie","Snake Esports","Support",4,"25%","50%",1,18,22,1.3,"79.3%","3.4%","30.5%","25%",-83,-116,6.5,1.8,"5.4%",105,"6.2%",,96,"8.8%",,1.4,0.42,0.21
"iBoy","EDward Gaming","ADC",8,"50%","50%",29,19,39,3.6,"79.1%","33.7%","23.5%","38%",43,-128,0.4,10.1,"31.1%",417,"25.6%",,300,"26.8%",,0.39,0.1,0.48
"JackeyLove","Invictus Gaming","ADC",9,"33%","67%",39,30,47,2.9,"79.6%","36.1%","21.0%","0%",-390,-223,-5.9,10.1,"34.3%",661,"33.3%",,300,"28.1%",,0.34,0.1,0.44
"Jinjiao","Bilibili Gaming","ADC",7,"57%","43%",21,8,31,6.5,"74.3%","30.0%","11.8%","29%",-122,74,1,10.2,"29.9%",607,"31.1%",,309,"25.5%",,0.36,0.11,0.35
"Karsa","Royal Never Give Up","Jungle",1,"0%","100%",1,2,4,2.5,"83.3%","16.7%","18.2%","0%",-309,418,3,4.2,"9.1%",105,"7.5%",,139,"16.4%",,0.63,0.32,0.28
"Killua","Rogue Warriors","Support",13,"54%","23%",7,39,115,3.1,"73.1%","4.2%","24.2%","31%",9,140,5.5,1.7,"5.6%",152,"8.5%",,130,"11.0%",,1.46,0.47,0.21
"kRYST4L","Snake Esports","ADC",4,"25%","25%",13,9,10,2.6,"79.3%","44.8%","15.3%","25%",-113,19,-3.5,10.5,"30.5%",572,"33.1%",,292,"27.0%",,0.38,0.14,0.44
"Letme","Royal Never Give Up","Top",10,"80%","30%",12,14,57,4.9,"50.7%","8.8%","19.4%","20%",-71,-107,-1.1,8.3,"22.1%",360,"16.6%",,240,"19.1%",,0.43,0.09,0.12
"LokeN","JD Gaming","ADC",2,"0%","50%",5,3,1,2,"54.5%","45.5%","9.7%","0%",431,-124,-4,10,"30.0%",372,"21.0%",,261,"26.1%",,0.41,0.13,0.25
"LvMao","JD Gaming","Support",2,"0%","100%",0,8,6,0.8,"54.5%","0.0%","25.8%","0%",-173,-319,8,1.9,"4.7%",125,"8.1%",,96,"9.2%",,1.33,0.47,0.41
"Magic","Team WE","Jungle",2,"0%","100%",2,4,12,3.5,"82.4%","11.8%","21.1%","50%",-77,-118,2.5,3.7,"8.8%",134,"9.0%",,139,"12.6%",,0.52,0.38,0.42
"Meiko","EDward Gaming","Support",8,"50%","63%",5,13,68,5.6,"84.9%","5.8%","16.0%","38%",55,-75,-5.3,1.1,"4.0%",189,"12.1%",,123,"10.5%",,1.42,0.47,0.21
"Ming","Royal Never Give Up","Support",15,"73%","60%",10,28,137,5.3,"77.0%","5.2%","23.7%","33%",9,-46,-0.5,1.2,"3.8%",215,"10.0%",,127,"10.4%",,1.66,0.57,0.34
"Mlxg","Royal Never Give Up","Jungle",14,"79%","50%",27,18,119,8.1,"78.9%","14.6%","16.8%","50%",71,96,-0.9,5.2,"13.8%",224,"10.9%",,215,"17.5%",,1.01,0.25,0.45
"Mole","Bilibili Gaming","Middle",7,"57%","57%",26,10,31,5.7,"81.4%","37.1%","14.7%","57%",264,165,3.5,9.8,"28.5%",588,"29.5%",,302,"24.6%",,0.39,0.21,0.25
"Mouse","Rogue Warriors","Top",13,"54%","54%",23,27,69,3.4,"55.1%","13.8%","16.8%","23%",-163,-234,-11.2,8.2,"23.3%",336,"18.4%",,248,"20.8%",,0.52,0.14,0.13
"Mystic","Team WE","ADC",2,"0%","50%",9,4,5,3.5,"82.4%","52.9%","21.1%","50%",-310,12,-8.5,10.1,"32.3%",475,"31.3%",,295,"27.7%",,0.37,0.08,0.78
"Ning","Invictus Gaming","Jungle",9,"33%","56%",22,32,67,2.8,"82.4%","20.4%","22.4%","22%",-82,-59,-4.4,4.4,"11.7%",264,"12.7%",,182,"16.7%",,0.95,0.36,0.38
"Ray","EDward Gaming","Top",8,"50%","75%",16,15,35,3.4,"59.3%","18.6%","18.5%","0%",41,135,0.1,8.6,"26.4%",352,"22.0%",,247,"22.1%",,0.56,0.17,0.18
"Road","Bilibili Gaming","Support",7,"57%","71%",3,20,42,2.3,"64.3%","4.3%","29.4%","43%",85,32,-5.8,1.2,"4.4%",196,"9.8%",,147,"11.8%",,1.34,0.37,0.37
"Rookie","Invictus Gaming","Middle",9,"33%","78%",25,26,54,3,"73.1%","23.1%","18.2%","22%",-181,-77,-0.4,8.7,"27.1%",539,"27.0%",,253,"24.0%",,0.4,0.26,0.23
"Scout","EDward Gaming","Middle",8,"50%","25%",21,13,47,5.2,"79.1%","24.4%","16.0%","13%",10,173,1.5,9.1,"25.9%",492,"30.4%",,262,"23.4%",,0.47,0.16,0.19
"Smlz","Rogue Warriors","ADC",13,"54%","38%",74,32,54,4,"76.6%","44.3%","19.9%","38%",298,143,3.9,9.8,"29.5%",622,"34.1%",,316,"27.0%",,0.32,0.08,0.4
"SofM","Snake Esports","Jungle",4,"25%","25%",6,13,17,1.8,"79.3%","20.7%","22.0%","25%",301,548,16.3,5.2,"11.6%",184,"10.9%",,181,"16.8%",,1.25,0.52,0.6
"Uzi","Royal Never Give Up","ADC",15,"73%","60%",90,22,65,7,"81.2%","47.1%","18.6%","27%",44,50,1.9,11.4,"35.1%",734,"36.0%",,356,"29.4%",,0.43,0.14,0.49
"Xiaohu","Royal Never Give Up","Middle",15,"73%","33%",41,23,93,5.8,"70.2%","21.5%","19.5%","27%",31,-58,-0.1,9.3,"24.9%",543,"25.9%",,278,"22.7%",,0.45,0.18,0.27
"xiye","Team WE","Middle",2,"0%","0%",5,1,10,15,"88.2%","29.4%","5.3%","50%",-54,212,4,10.2,"31.3%",498,"33.6%",,286,"27.0%",,0.36,0.14,0.19
"Yagao","JD Gaming","Middle",2,"0%","0%",3,7,5,1.1,"72.7%","27.3%","22.6%","0%",-303,-244,-3,9.6,"23.2%",548,"31.7%",,252,"24.8%",,0.42,0.14,0.24
