"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Albis","ahq eSports Club","Support",10,"90%",,18,30,169,6.2,"77.3%","7.4%","23.4%","40%",174,270,1.1,1.1,"4.5%",201,"8.9%",,131,"11.5%",,1.4,0.21,0.49
"AN","ahq eSports Club","ADC",10,"90%",,90,23,113,8.8,"83.9%","37.2%","18.0%","40%",87,-87,0,8,"28.3%",660,"28.5%",,294,"25.8%",,0.17,0.05,0.23
"Chawy","Taipei Assassins","Middle",3,"0%",,13,18,15,1.6,"62.2%","28.9%","23.7%","33%",235,694,20.7,7.9,"27.1%",486,"24.9%",,230,"23.8%",,0.64,0.07,0.18
"CHIEH","Taipei Assassins","Support",3,"0%",,2,19,27,1.5,"64.4%","4.4%","25.0%","0%",-270,-112,-1,1.3,"5.3%",121,"6.4%",,90,"9.1%",,1.27,0.25,0.29
"DinTer","Hong Kong Esports","Jungle",3,"0%",,3,14,33,2.6,"85.7%","7.1%","19.4%","0%",28,209,4.3,3.8,"14.0%",387,"17.6%",,187,"19.8%",,0.97,0.09,0.3
"GoDJJ","Hong Kong Esports","ADC",3,"0%",,15,9,18,3.7,"78.6%","35.7%","12.5%","0%",-421,-330,-7.7,7.9,"30.0%",589,"26.4%",,240,"25.5%",,0.3,0.04,0.1
"GuGer","Taipei Assassins","ADC",3,"0%",,12,12,23,2.9,"77.8%","26.7%","15.8%","0%",96,84,7,6.6,"23.2%",506,"26.7%",,211,"22.2%",,0.09,0.05,0.14
"Karsa","Flash Wolves","Jungle",4,"25%",,9,15,17,1.7,"65.0%","22.5%","15.8%","50%",243,444,13.3,3.6,"12.4%",288,"14.8%",,169,"19.1%",,1.09,0.12,0.43
"Maple","Flash Wolves","Middle",4,"25%",,16,20,17,1.7,"82.5%","40.0%","21.1%","0%",46,-28,14.5,8.1,"30.6%",616,"31.8%",,235,"26.6%",,0.3,0.1,0.22
"Morning","Taipei Assassins","Top",3,"0%",,11,14,20,2.2,"68.9%","24.4%","18.4%","0%",143,89,3,7.6,"29.1%",450,"25.9%",,240,"25.0%",,0.62,0.02,0.22
"Mountain","ahq eSports Club","Jungle",10,"90%",,36,20,156,9.6,"79.3%","14.9%","15.6%","40%",-166,-259,-7.3,3.6,"13.6%",353,"14.8%",,205,"18.1%",,0.95,0.11,0.37
"NL","Flash Wolves","ADC",4,"25%",,10,21,16,1.2,"65.0%","25.0%","22.1%","25%",25,402,0.5,7.5,"28.5%",456,"23.2%",,218,"25.1%",,0.11,0.01,0.09
"Olleh","Hong Kong Esports","Support",3,"0%",,3,16,23,1.6,"61.9%","7.1%","22.2%","0%",-177,-207,1,0.8,"3.8%",149,"6.5%",,88,"9.3%",,1.31,0.21,0.31
"Stanley","Hong Kong Esports","Top",3,"0%",,7,11,24,2.8,"73.8%","16.7%","15.3%","0%",-30,73,1,6.3,"24.5%",419,"18.8%",,193,"20.5%",,0.52,0.03,0.03
"Steak","Flash Wolves","Top",4,"25%",,4,21,19,1.1,"57.5%","10.0%","22.1%","25%",-99,-13,-5.3,5.9,"24.8%",421,"22.3%",,173,"19.9%",,0.39,0.04,0.06
"SwordArt","Flash Wolves","Support",4,"25%",,1,18,28,1.6,"72.5%","2.5%","18.9%","25%",-100,-435,-2.8,0.7,"3.7%",157,"7.9%",,83,"9.3%",,1.22,0.16,0.37
"Toyz","Hong Kong Esports","Middle",3,"0%",,14,22,22,1.6,"85.7%","33.3%","30.6%","0%",-37,-292,10,8,"27.7%",723,"30.7%",,234,"24.9%",,0.55,0.06,0.07
"Westdoor","ahq eSports Club","Middle",10,"90%",,64,28,113,6.3,"73.1%","26.4%","21.9%","50%",-78,-110,-15,8.1,"30.1%",609,"26.7%",,284,"24.9%",,0.16,0.04,0.16
"Winds","Taipei Assassins","Jungle",3,"0%",,7,13,29,2.8,"80.0%","15.6%","17.1%","33%",203,63,2.3,4,"15.3%",293,"16.2%",,191,"19.8%",,0.97,0.06,0.29
"Ziv","ahq eSports Club","Top",10,"90%",,34,27,144,6.6,"73.6%","14.0%","21.1%","20%",6,-44,0.9,6.5,"23.4%",489,"21.1%",,225,"19.7%",,0.69,0.03,0.11
