"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"ahq eSports Club",10,9,1,40.9,242,128,1.89,0.9,1.03,"9.4%",,,897,"70%","70%","80%",,,"70%","71%",,"40%","45%","51.0%","48.9%",3.37,0.45,1.37
"Flash Wolves",4,1,3,35.1,40,95,0.42,0.96,-1.96,"-16.2%",,,-1675,"50%","25%","25%",,,"50%","35%",,"50%","50%","48.2%","51.1%",3.11,0.42,1.17
"Hong Kong Esports",3,0,3,41.1,42,72,0.58,0.92,-1,"-5.5%",,,-759,"0%","0%","0%",,,"33%","31%",,"67%","50%","49.8%","54.0%",3.66,0.44,0.82
"Taipei Assassins",3,0,3,48.5,45,76,0.59,0.82,-0.16,"-4.4%",,,0,"33%","67%","33%",,,"0%","21%",,"33%","67%","49.4%","48.3%",3.58,0.44,1.12
