"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Draven","ADC",3,"13.6%","0.0%","13.6%","100%","100%",11,7,14,3.6,"46.3%","21.9%","33%",413,74,12.7,9.5,"27.9%",407,"21.4%","26.9%",0.52,0.36
"Elise","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ezreal","ADC",3,"13.6%","9.1%","22.7%","33%","0%",10,5,5,3,"44.1%","13.2%","0%",-59,41,-0.7,8.6,"27.7%",585,"32.6%","24.9%",0.49,0.2
"Galio","Middle",2,"9.1%","31.8%","40.9%","50%","100%",7,3,10,5.7,"70.8%","12.5%","50%",24,177,0,8.2,"27.1%",364,"19.3%","23.9%",0.65,0.11
"Gnar","Top",8,"36.4%","27.3%","63.6%","75%","13%",21,16,49,4.4,"55.1%","22.2%","13%",266,320,3.6,8.3,"25.9%",476,"25.3%","22.7%",0.41,0.22
"Gragas","Jungle",1,"4.5%","18.2%","40.9%","100%","100%",3,0,8,11,"73.3%","0.0%","100%",-1,-77,-13,5.7,"18.3%",306,"15.5%","17.9%",0.54,0.47
"Gragas","Support",1,"4.5%","18.2%","40.9%","0%","100%",1,3,2,1,"21.4%","13.6%","0%",331,342,7,1.8,"5.6%",274,"11.7%","8.4%",1.47,0.56
"Gragas","Top",3,"13.6%","18.2%","40.9%","0%","100%",0,13,17,1.3,"70.8%","23.2%","33%",-422,-358,-12.3,6.4,"20.1%",393,"22.4%","18.2%",0.48,0.05
"Graves","Jungle",2,"9.1%","0.0%","9.1%","50%","50%",8,4,12,5,"83.3%","21.1%","50%",454,610,16,7.4,"27.2%",333,"21.4%","23.7%",0.27,0.32
"Hecarim","Jungle",10,"45.5%","50.0%","95.5%","70%","10%",25,22,92,5.3,"68.0%","18.3%","20%",-154,-166,-2.5,5.9,"16.8%",305,"15.0%","18.0%",0.42,0.39
"Irelia","Top",1,"4.5%","36.4%","40.9%","100%","100%",1,4,5,1.5,"46.2%","33.3%","0%",-572,-220,16,9.8,"33.7%",294,"16.0%","23.3%",0.45,0.24
"Jayce","Middle",1,"4.5%","18.2%","31.8%","0%","100%",1,2,2,1.5,"37.5%","11.8%","0%",-438,-302,-13,8.3,"27.4%",397,"23.9%","23.5%",0.53,0.32
"Jayce","Top",2,"9.1%","18.2%","31.8%","50%","50%",9,7,10,2.7,"76.0%","24.1%","0%",-221,-303,1.5,8.2,"27.4%",737,"33.2%","25.1%",0.48,0.18
"Jhin","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jinx","ADC",15,"68.2%","4.5%","72.7%","53%","40%",66,31,70,4.4,"75.1%","16.5%","20%",153,-6,6.7,9.3,"30.7%",519,"29.4%","27.7%",0.43,0.38
"Kai'Sa","ADC",7,"31.8%","50.0%","81.8%","43%","29%",28,17,30,3.4,"56.9%","16.5%","29%",197,153,2,9.4,"31.1%",422,"21.6%","27.0%",0.48,0.23
"Karma","Top",2,"9.1%","0.0%","9.1%","50%","100%",0,1,16,16,"69.6%","3.8%","50%",59,390,4,6.8,"19.1%",387,"19.4%","17.4%",0.58,0.26
"Karthus","Jungle",1,"4.5%","0.0%","4.5%","0%","100%",2,3,4,2,"75.0%","17.6%","0%",-465,540,22,7.7,"21.9%",553,"33.2%","22.2%",0.53,0.07
"Kassadin","Middle",1,"4.5%","0.0%","4.5%","0%","100%",7,7,4,1.6,"78.6%","31.8%","0%",-238,292,-6,6.7,"24.4%",806,"34.5%","27.5%",0.33,0.13
"Kennen","Top",1,"4.5%","0.0%","4.5%","0%","100%",1,5,3,0.8,"66.7%","35.7%","0%",-333,-689,0,7.2,"20.9%",270,"21.0%","21.8%",0.52,0.14
"Lee Sin","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Leona","Support",4,"18.2%","0.0%","18.2%","75%","100%",0,15,24,1.6,"37.5%","34.1%","0%",60,22,4.5,1.4,"3.5%",113,"6.1%","8.2%",1.71,0.55
"Lillia","Jungle",2,"9.1%","77.3%","86.4%","100%","0%",7,2,13,10,"66.7%","18.2%","50%",103,109,-1.5,7,"18.6%",301,"20.7%","18.3%",0.39,0.3
"Lucian","Middle",3,"13.6%","13.6%","27.3%","33%","33%",5,10,9,1.4,"45.2%","21.7%","0%",58,-20,2,8.7,"25.3%",436,"27.7%","22.9%",0.53,0.22
"Malphite","Top",1,"4.5%","4.5%","9.1%","0%","100%",1,3,2,1,"75.0%","20.0%","0%",109,-181,-2,6.2,"10.6%",355,"33.0%","19.1%",0.45,0.08
"Miss Fortune","ADC",1,"4.5%","22.7%","27.3%","100%","100%",9,0,11,20,"100.0%","0.0%","0%",-493,119,-11,9.4,"30.2%",836,"34.6%","27.9%",0.46,0.51
"Mordekaiser","Top",2,"9.1%","0.0%","9.1%","0%","100%",10,7,2,1.7,"60.0%","18.9%","0%",423,521,14.5,8.3,"28.3%",553,"34.0%","28.9%",0.46,0.03
"Nautilus","Support",5,"22.7%","4.5%","27.3%","0%","80%",4,25,25,1.2,"63.0%","26.9%","0%",-179,-84,-0.8,1.1,"3.1%",136,"8.5%","8.5%",1.64,0.32
"Nidalee","Jungle",2,"9.1%","22.7%","31.8%","0%","50%",5,7,5,1.4,"50.0%","14.6%","0%",-567,-361,2.5,6.1,"20.8%",284,"15.9%","19.4%",0.28,0.36
"Nocturne","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Olaf","Jungle",5,"22.7%","4.5%","27.3%","40%","100%",16,18,21,2.1,"74.0%","26.5%","60%",65,243,8.4,5.9,"16.9%",341,"20.6%","19.5%",0.43,0.27
"Orianna","Middle",7,"31.8%","36.4%","68.2%","57%","29%",15,15,62,5.1,"76.2%","16.9%","29%",151,66,2.1,8.3,"23.6%",464,"25.2%","22.3%",0.58,0.21
"Rakan","Support",1,"4.5%","4.5%","9.1%","100%","100%",1,3,14,5,"88.2%","37.5%","0%",-60,400,-12,0.7,"3.0%",217,"12.0%","11.8%",1.39,0.57
"Rell","Support",10,"45.5%","0.0%","45.5%","50%","50%",11,39,81,2.4,"61.7%","29.8%","30%",30,-5,-0.1,1,"2.2%",133,"6.9%","8.4%",1.62,0.31
"Renekton","Top",9,"40.9%","22.7%","63.6%","67%","11%",30,19,46,4,"54.3%","18.8%","11%",491,292,10.6,8,"25.9%",395,"19.7%","23.4%",0.46,0.18
"Rumble","Top",2,"9.1%","0.0%","9.1%","50%","0%",6,5,14,4,"71.4%","20.8%","0%",-8,-155,-3.5,7.9,"26.5%",449,"21.1%","23.3%",0.55,0.13
"Ryze","Middle",4,"18.2%","4.5%","22.7%","50%","0%",11,8,20,3.9,"59.6%","13.3%","25%",91,136,3.3,9.2,"27.1%",330,"18.8%","23.9%",0.58,0.17
"Sejuani","Jungle",1,"4.5%","0.0%","4.5%","0%","100%",0,4,3,0.8,"100.0%","21.1%","0%",-499,-283,-4,5.5,"14.6%",174,"11.4%","17.7%",0.39,0.49
"Senna","ADC",1,"4.5%","95.5%","100.0%","100%","0%",5,1,9,14,"73.7%","33.3%","0%",-374,-1185,-81,1.3,"6.8%",697,"28.2%","15.9%",1.26,0.49
"Seraphine","ADC",1,"4.5%","13.6%","27.3%","0%","0%",0,2,7,3.5,"50.0%","9.1%","0%",-10,12,-10,7,"25.4%",503,"21.5%","19.1%",0.56,0.29
"Seraphine","Middle",2,"9.1%","13.6%","27.3%","50%","50%",5,4,13,4.5,"75.0%","11.1%","0%",-111,-63,2.5,7.6,"19.6%",354,"19.6%","20.2%",0.59,0.16
"Sett","Top",2,"9.1%","4.5%","13.6%","100%","50%",13,7,15,4,"62.2%","25.9%","50%",1346,729,4,6.7,"20.7%",683,"30.0%","24.0%",0.39,0.18
"Sion","Top",1,"4.5%","0.0%","4.5%","0%","100%",0,3,2,0.7,"100.0%","27.3%","100%",-257,-413,-25,6.6,"18.0%",504,"33.1%","20.6%",0.45,0.08
"Sylas","Middle",2,"9.1%","36.4%","50.0%","50%","0%",9,3,11,6.7,"76.9%","10.3%","50%",-86,-216,-5.5,8.5,"25.7%",603,"27.1%","24.7%",0.58,0.12
"Sylas","Top",1,"4.5%","36.4%","50.0%","0%","100%",2,2,1,1.5,"33.3%","13.3%","0%",-769,-422,-23,7.2,"26.6%",342,"24.1%","20.4%",0.44,0.14
"Syndra","Middle",2,"9.1%","0.0%","9.1%","0%","100%",1,6,12,2.2,"81.3%","16.7%","100%",-106,135,0,8.9,"27.6%",403,"25.0%","24.7%",0.41,0.22
"Tahm Kench","Support",4,"18.2%","0.0%","18.2%","50%","75%",1,9,22,2.6,"51.1%","24.3%","0%",130,101,14.5,2.3,"5.9%",155,"7.8%","9.2%",1.33,0.26
"Thresh","Support",7,"31.8%","63.6%","95.5%","57%","14%",2,22,54,2.5,"70.9%","27.2%","57%",160,194,-0.1,1.1,"2.1%",107,"6.3%","8.6%",1.51,0.27
"Tristana","ADC",2,"9.1%","50.0%","63.6%","50%","50%",13,3,5,6,"66.7%","11.1%","0%",-1268,-476,-23.5,8.9,"32.7%",542,"30.2%","32.4%",0.47,0.26
"Tristana","Top",1,"4.5%","50.0%","63.6%","0%","100%",3,7,3,0.9,"54.5%","29.2%","100%",-248,-183,6,8.6,"30.3%",603,"33.7%","26.4%",0.43,0.3
"Twisted Fate","Middle",1,"4.5%","9.1%","13.6%","100%","100%",4,2,11,7.5,"78.9%","14.3%","0%",644,-26,-5,7.9,"23.4%",611,"28.7%","22.9%",0.6,0.14
"Udyr","Jungle",9,"40.9%","59.1%","100.0%","56%","44%",27,17,63,5.3,"70.9%","14.3%","67%",500,494,7.8,6.8,"20.8%",240,"12.2%","20.4%",0.41,0.47
"Varus","ADC",2,"9.1%","4.5%","13.6%","0%","100%",3,5,2,1,"45.5%","19.2%","0%",-356,-105,1,8.4,"24.9%",341,"23.1%","24.4%",0.47,0.32
"Vel'Koz","Middle",1,"4.5%","0.0%","4.5%","100%","100%",5,0,7,12,"75.0%","0.0%","0%",-787,-31,-17,8.8,"23.3%",518,"29.6%","22.8%",0.63,0.29
"Viktor","Middle",6,"27.3%","18.2%","45.5%","67%","67%",23,9,35,6.4,"62.4%","15.8%","0%",-179,-227,-1.7,8.5,"25.4%",564,"27.4%","23.2%",0.59,0.23
"Volibear","Jungle",11,"50.0%","18.2%","77.3%","36%","64%",28,32,63,2.8,"69.5%","21.2%","36%",-210,-444,-11.5,5.4,"16.3%",268,"13.9%","17.7%",0.48,0.33
"Volibear","Top",2,"9.1%","18.2%","77.3%","50%","50%",3,8,7,1.3,"52.6%","33.3%","0%",-999,-622,-9,7,"23.3%",318,"20.2%","20.1%",0.37,0.18
"Wukong","Top",1,"4.5%","0.0%","4.5%","0%","100%",3,5,3,1.2,"46.2%","22.7%","100%",-162,-158,-13,7,"20.8%",354,"18.7%","21.0%",0.33,0.22
"Xayah","ADC",6,"27.3%","4.5%","31.8%","50%","67%",19,17,36,3.2,"64.0%","19.8%","17%",-99,86,-1.7,8.6,"29.6%",535,"28.7%","25.1%",0.48,0.28
"Yone","-",0,"0%","4.5%","4.5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zoe","Middle",5,"22.7%","18.2%","40.9%","60%","60%",14,5,23,7.4,"62.7%","10.2%","40%",237,-24,0.6,8,"23.2%",512,"28.1%","22.2%",0.45,0.21
