"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Absolut","Flamengo Esports","ADC",5,"40%","0%",12,8,25,4.6,"52.9%","17.1%","11.0%","0%",-43,127,-1.4,8.5,"28.0%",585,"28.5%",,248,"23.4%",,0.5,0.18,0.25
"Aegis","RED Canids","Jungle",8,"50%","38%",16,16,45,3.8,"63.5%","16.7%","16.8%","50%",175,192,3.4,6.9,"21.7%",249,"14.2%",,213,"20.2%",,0.42,0.36,0.31
"Avenger","RED Canids","Middle",8,"50%","50%",21,12,35,4.7,"58.3%","21.9%","12.6%","13%",0,-1,-3,8.6,"25.6%",413,"22.9%",,253,"23.5%",,0.6,0.27,0.16
"brTT","paiN Gaming","ADC",14,"64%","57%",55,30,56,3.7,"56.1%","27.8%","15.7%","14%",-21,-16,-0.4,9.7,"31.3%",471,"25.2%",,321,"28.0%",,0.47,0.14,0.33
"CarioK","paiN Gaming","Jungle",14,"64%","71%",49,39,89,3.5,"69.7%","24.7%","20.4%","64%",88,-9,-0.8,6,"16.8%",309,"16.5%",,215,"18.6%",,0.49,0.39,0.35
"Ceos","LOUD","Support",5,"40%","40%",5,14,46,3.6,"68.0%","6.7%","19.4%","40%",196,41,-3.6,0.9,"2.2%",107,"5.9%",,97,"8.6%",,1.62,0.56,0.21
"Disave","KaBuM! e-Sports","ADC",4,"25%","75%",14,14,17,2.2,"70.5%","31.8%","21.2%","0%",-201,433,17.5,8.7,"29.3%",546,"31.4%",,286,"26.9%",,0.32,0.07,0.21
"DudsTheBoy","LOUD","ADC",5,"40%","40%",16,14,34,3.6,"66.7%","21.3%","19.4%","40%",219,51,3.4,8.4,"28.6%",454,"24.2%",,275,"24.6%",,0.43,0.21,0.41
"dyNquedo","LOUD","Middle",5,"40%","40%",12,13,39,3.9,"68.0%","16.0%","18.1%","0%",-68,233,5.2,8.2,"25.1%",533,"28.8%",,245,"22.4%",,0.5,0.23,0.29
"Evrot","KaBuM! e-Sports","Middle",4,"25%","25%",7,12,19,2.2,"59.1%","15.9%","18.2%","0%",-57,-36,1.8,8.6,"26.2%",342,"20.2%",,245,"23.9%",,0.48,0.24,0.22
"fNb","Vorax Liberty","Top",8,"50%","25%",14,17,33,2.8,"48.5%","14.4%","20.2%","13%",-116,-152,-4,8,"26.9%",408,"23.0%",,236,"21.6%",,0.41,0.14,0.17
"Guigo","RED Canids","Top",8,"50%","100%",14,25,44,2.3,"60.4%","14.6%","26.3%","50%",302,73,-5.5,7,"19.8%",446,"25.4%",,222,"20.2%",,0.46,0.14,0.17
"Jojo","RED Canids","Support",8,"50%","50%",6,24,57,2.6,"65.6%","6.3%","25.3%","38%",62,9,7.1,1.7,"4.7%",158,"8.7%",,103,"9.3%",,1.31,0.56,0.22
"Krastyel","Vorax Liberty","Middle",8,"50%","38%",25,17,47,4.2,"74.2%","25.8%","20.2%","38%",127,-16,5.1,8.5,"24.6%",478,"26.8%",,264,"24.1%",,0.63,0.25,0.22
"Luci","paiN Gaming","Support",14,"64%","43%",7,57,88,1.7,"48.0%","3.5%","29.8%","14%",-98,-103,0.4,1.2,"2.7%",141,"7.5%",,94,"8.1%",,1.71,0.54,0.39
"Matsukaze","Vorax Liberty","ADC",8,"50%","75%",40,11,34,6.7,"76.3%","41.2%","13.1%","0%",-109,-145,-1.9,8.9,"28.1%",482,"26.3%",,295,"26.8%",,0.42,0.21,0.39
"Mewkyo","LOUD","Jungle",5,"40%","40%",18,14,34,3.7,"69.3%","24.0%","19.4%","40%",83,177,1.2,5.8,"17.8%",310,"16.4%",,205,"18.8%",,0.34,0.3,0.46
"Parang","Flamengo Esports","Top",5,"40%","20%",20,19,29,2.6,"70.0%","28.6%","26.0%","0%",66,-115,-0.8,7.9,"26.2%",496,"22.4%",,271,"25.0%",,0.51,0.19,0.15
"Professor","KaBuM! e-Sports","Support",4,"25%","75%",3,18,28,1.7,"70.5%","6.8%","27.3%","0%",-230,-99,-15,1,"2.3%",164,"9.2%",,102,"9.6%",,1.58,0.56,0.42
"Ranger","Flamengo Esports","Jungle",5,"40%","20%",16,15,32,3.2,"68.6%","22.9%","20.5%","20%",-208,-295,-2.6,5.6,"17.0%",302,"14.6%",,198,"18.9%",,0.42,0.37,0.36
"RedBert","Flamengo Esports","Support",5,"40%","80%",4,14,35,2.8,"55.7%","5.7%","19.2%","20%",120,199,3.8,1.4,"3.5%",182,"8.3%",,94,"8.6%",,1.57,0.53,0.44
"Robo","paiN Gaming","Top",14,"64%","57%",41,43,80,2.8,"61.1%","20.7%","22.5%","36%",54,108,3.4,7.9,"24.6%",454,"24.0%",,262,"22.5%",,0.46,0.15,0.2
