"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Bencheados",6,1,5,39.3,80,121,0.66,0.85,,,,,,,,,,,,"36%",,,,,,,,
"Furious Gaming",8,4,4,39.2,114,132,0.86,0.78,,,,,,,,,,,,"50%",,,,,,,,
"Kaos Latin Gamers",7,6,1,31.1,133,70,1.9,0.93,,,,,,,,,,,,"61%",,,,,,,,
"Last Kings",5,2,3,28,75,83,0.9,1.12,,,,,,,,,,,,"62%",,,,,,,,
