"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Hecarim","Jungle",2,"2.5%","0.0%","2.5%","0%","100%",3,5,5,1.6,"80.0%","15.2%","50%",-197,-721,-10,5.6,"16.1%",182,"11.9%","19.4%",0.44,0.43
"Irelia","Top",1,"1.2%","6.2%","7.4%","100%","100%",10,3,9,6.3,"63.3%","20.0%","0%",-311,-184,8,8.8,"27.6%",500,"24.5%","27.3%",0.55,0.22
"Jayce","Middle",2,"2.5%","27.2%","54.3%","0%","100%",10,8,10,2.5,"83.3%","16.7%","0%",335,195,8,8.6,"28.5%",698,"29.5%","26.9%",0.51,0.36
"Jayce","Top",20,"24.7%","27.2%","54.3%","50%","65%",64,64,114,2.8,"63.1%","22.7%","15%",159,-142,4.9,8.4,"26.3%",591,"29.3%","23.3%",0.52,0.25
"Jhin","ADC",2,"2.5%","0.0%","2.5%","50%","100%",7,2,3,5,"66.7%","8.3%","50%",-10,184,1,8.5,"28.8%",416,"24.0%","26.1%",0.44,0.35
"Jinx","ADC",6,"7.4%","2.5%","9.9%","33%","50%",21,18,26,2.6,"66.2%","19.4%","17%",-17,-98,-4.7,9.5,"33.2%",494,"26.4%","27.8%",0.39,0.37
"Kai'Sa","ADC",66,"81.5%","8.6%","90.1%","56%","23%",309,149,275,3.9,"63.3%","16.6%","24%",-16,52,3.9,9.5,"31.5%",456,"24.4%","26.8%",0.64,0.35
"Kalista","ADC",6,"7.4%","4.9%","13.6%","33%","83%",30,15,26,3.7,"63.6%","14.3%","17%",109,125,12,9.4,"33.9%",415,"22.2%","28.4%",0.6,0.29
"Kalista","Middle",1,"1.2%","4.9%","13.6%","100%","100%",5,4,9,3.5,"46.7%","26.7%","0%",-1115,-1286,-16,7.4,"19.8%",334,"16.4%","20.9%",1.07,0.49
"Karma","Support",1,"1.2%","2.5%","6.2%","100%","100%",2,1,8,10,"62.5%","7.7%","100%",788,1074,1,0.6,"2.1%",225,"9.3%","11.9%",1.68,0.21
"Karma","Top",2,"2.5%","2.5%","6.2%","0%","100%",0,6,8,1.3,"66.7%","18.2%","50%",231,138,10.5,6.9,"19.0%",394,"24.9%","20.1%",0.52,0.1
"Karthus","Jungle",1,"1.2%","1.2%","2.5%","100%","0%",5,1,9,14,"66.7%","10.0%","0%",-62,497,3,6.8,"18.9%",505,"21.6%","20.3%",0.57,0.04
"Kassadin","Middle",2,"2.5%","1.2%","3.7%","0%","100%",2,5,3,1,"35.7%","12.8%","0%",-4,188,0,9.4,"28.8%",238,"19.3%","25.4%",0.35,0.28
"Kha'Zix","Jungle",1,"1.2%","0.0%","1.2%","0%","100%",0,5,3,0.6,"30.0%","23.8%","100%",62,-497,-3,6,"16.7%",215,"12.4%","16.2%",0.25,0.29
"Kindred","Jungle",2,"2.5%","1.2%","4.9%","0%","100%",0,7,5,0.7,"62.5%","33.3%","50%",-680,-1025,-15.5,6.9,"23.0%",136,"8.9%","19.8%",0.3,0.5
"Kindred","Middle",1,"1.2%","1.2%","4.9%","0%","100%",2,4,2,1,"50.0%","17.4%","0%",-680,-368,-24,7,"24.7%",309,"19.9%","23.5%",0.42,0.34
"Kog'Maw","ADC",3,"3.7%","0.0%","4.9%","33%","33%",8,11,8,1.5,"51.6%","22.4%","33%",-251,-383,-5.7,9.5,"32.1%",624,"31.8%","26.6%",0.37,0.26
"Kog'Maw","Middle",1,"1.2%","0.0%","4.9%","100%","100%",1,2,9,5,"50.0%","20.0%","0%",247,221,3,8.6,"25.7%",625,"28.0%","20.5%",0.46,0.21
"LeBlanc","Middle",2,"2.5%","1.2%","3.7%","50%","100%",3,3,9,4,"54.5%","13.0%","0%",-8,194,4,8,"22.2%",404,"30.5%","21.2%",0.42,0.29
"Lee Sin","Jungle",1,"1.2%","56.8%","91.4%","0%","100%",1,5,3,0.8,"80.0%","21.7%","0%",-30,115,8,5.9,"19.3%",226,"17.3%","21.9%",0.44,0.13
"Lee Sin","Middle",7,"8.6%","56.8%","91.4%","29%","29%",16,17,43,3.5,"65.6%","17.2%","14%",47,-40,-2,8.3,"25.1%",345,"22.1%","23.9%",0.38,0.17
"Lee Sin","Top",20,"24.7%","56.8%","91.4%","80%","15%",78,39,146,5.7,"65.7%","18.7%","15%",238,-37,2.2,8.4,"24.4%",374,"20.1%","23.5%",0.5,0.23
"Leona","Support",35,"43.2%","24.7%","67.9%","60%","51%",28,144,338,2.5,"66.3%","29.3%","31%",23,69,-0.5,1.3,"2.9%",135,"7.1%","9.3%",1.51,0.44
"Lillia","Jungle",4,"4.9%","3.7%","8.6%","25%","75%",5,12,16,1.8,"75.0%","18.8%","0%",-242,-68,-2,6.3,"17.0%",322,"21.6%","18.3%",0.5,0.39
"Lissandra","Middle",1,"1.2%","0.0%","1.2%","100%","100%",9,2,8,8.5,"68.0%","22.2%","100%",1498,508,19,7.5,"26.7%",762,"26.7%","21.5%",0.45,0.08
"Lucian","ADC",1,"1.2%","61.7%","80.2%","0%","100%",5,4,0,1.3,"100.0%","23.5%","100%",72,-498,-1,9.2,"32.1%",375,"28.6%","31.6%",0.4,0.29
"Lucian","Middle",11,"13.6%","61.7%","80.2%","64%","9%",54,24,54,4.5,"58.4%","17.4%","18%",495,218,9.7,9.7,"29.5%",665,"30.0%","27.0%",0.43,0.29
"Lucian","Top",3,"3.7%","61.7%","80.2%","100%","67%",10,6,15,4.2,"52.1%","30.0%","67%",1546,900,40.3,9,"24.0%",520,"27.2%","24.2%",0.46,0.17
"Lulu","Support",4,"4.9%","2.5%","7.4%","0%","50%",5,12,20,2.1,"65.8%","18.2%","25%",-266,-321,-13.8,0.9,"2.4%",124,"6.5%","9.2%",1.32,0.42
"Malphite","Top",1,"1.2%","1.2%","2.5%","0%","100%",1,2,7,4,"57.1%","25.0%","0%",-1359,-751,-40,6.9,"21.7%",239,"16.7%","19.1%",0.57,0.03
"Morgana","Jungle",33,"40.7%","44.4%","85.2%","58%","70%",77,83,273,4.2,"75.6%","19.2%","15%",-80,199,4.4,6.3,"16.9%",403,"22.0%","18.1%",0.79,0.41
"Nautilus","Support",45,"55.6%","24.7%","80.2%","49%","20%",32,177,355,2.2,"59.3%","27.0%","16%",-82,-85,-3.4,1.2,"3.1%",147,"7.8%","8.8%",1.52,0.35
"Nidalee","Jungle",10,"12.3%","7.4%","19.8%","40%","50%",32,27,52,3.1,"75.7%","16.6%","40%",-244,-145,-1.4,6.5,"20.6%",403,"24.4%","21.8%",0.25,0.43
"Nocturne","Middle",3,"3.7%","33.3%","46.9%","100%","33%",16,7,32,6.9,"61.5%","41.2%","0%",345,203,9.7,7.5,"18.5%",588,"21.5%","20.0%",0.45,0.09
"Nocturne","Top",8,"9.9%","33.3%","46.9%","25%","63%",21,31,39,1.9,"55.0%","20.9%","13%",-225,-14,-4.1,7.5,"22.7%",322,"18.8%","21.7%",0.44,0.15
"Olaf","Jungle",7,"8.6%","4.9%","13.6%","43%","86%",18,19,40,3.1,"59.8%","20.0%","29%",75,109,4.9,6.1,"16.7%",340,"17.7%","17.8%",0.34,0.39
"Orianna","Middle",22,"27.2%","32.1%","59.3%","55%","41%",51,56,143,3.5,"67.1%","18.7%","5%",-316,-197,-2,8.9,"25.8%",450,"26.0%","23.1%",0.4,0.21
"Ornn","Top",2,"2.5%","0.0%","2.5%","50%","100%",2,4,9,2.8,"64.7%","23.5%","0%",-1115,-600,-20,7.4,"19.7%",180,"11.6%","19.1%",0.42,0.11
"Qiyana","Middle",3,"3.7%","4.9%","8.6%","33%","33%",14,19,17,1.6,"56.4%","26.4%","33%",-779,-175,-17.7,6.3,"21.6%",503,"22.1%","22.4%",0.27,0.14
"Rakan","Support",5,"6.2%","4.9%","11.1%","20%","80%",4,19,34,2,"79.2%","22.4%","0%",12,89,-4.2,1.2,"2.6%",127,"7.0%","9.2%",1.67,0.45
"Rell","Support",13,"16.0%","14.8%","30.9%","38%","62%",8,50,100,2.2,"63.5%","27.2%","46%",20,-197,0.5,1.2,"3.0%",133,"7.5%","8.8%",1.55,0.39
"Renekton","Middle",4,"4.9%","79.0%","92.6%","75%","0%",11,8,25,4.5,"57.1%","20.5%","25%",252,268,8.8,7.5,"19.6%",355,"17.4%","20.1%",0.34,0.37
"Renekton","Top",7,"8.6%","79.0%","92.6%","43%","0%",18,22,26,2,"44.9%","22.2%","0%",-7,123,4,8.5,"24.2%",311,"19.3%","23.0%",0.47,0.2
"Rumble","Jungle",36,"44.4%","29.6%","75.3%","50%","44%",146,99,245,3.9,"69.6%","19.3%","36%",-31,-80,-2.3,6.1,"16.3%",478,"23.1%","19.1%",0.48,0.24
"Rumble","Middle",1,"1.2%","29.6%","75.3%","0%","0%",0,1,1,1,"100.0%","9.1%","0%",-348,-214,-16,7.9,"23.0%",324,"25.6%","22.3%",0.49,0
"Ryze","Middle",8,"9.9%","11.1%","21.0%","63%","50%",32,14,46,5.6,"60.9%","15.7%","13%",234,23,-2.5,9.3,"28.7%",423,"24.3%","23.9%",0.44,0.15
"Samira","ADC",4,"4.9%","2.5%","7.4%","50%","100%",23,8,19,5.3,"63.6%","16.3%","50%",897,442,27,8.7,"27.4%",435,"24.8%","25.5%",0.37,0.3
"Senna","ADC",3,"3.7%","55.6%","59.3%","100%","33%",16,2,29,22.5,"93.8%","9.5%","33%",-544,-468,-71,1.9,"7.9%",614,"27.2%","17.9%",1.08,0.49
"Sett","Middle",1,"1.2%","18.5%","32.1%","0%","100%",0,6,4,0.7,"80.0%","25.0%","0%",-741,-608,-22,7.4,"19.9%",278,"19.3%","18.8%",0.4,0.18
"Sett","Support",4,"4.9%","18.5%","32.1%","50%","100%",4,16,19,1.4,"54.8%","38.1%","75%",227,135,3,1.4,"3.2%",200,"13.4%","9.1%",1.41,0.53
"Sett","Top",6,"7.4%","18.5%","32.1%","50%","83%",21,18,41,3.4,"60.2%","22.0%","33%",378,286,4.7,7.7,"22.8%",475,"23.4%","22.1%",0.49,0.18
"Shen","Top",1,"1.2%","0.0%","1.2%","0%","100%",0,2,2,1,"50.0%","22.2%","0%",-483,-32,-10,8.5,"26.1%",149,"13.5%","21.5%",0.48,0.32
"Sion","Top",14,"17.3%","7.4%","24.7%","36%","43%",21,46,70,2,"55.2%","21.1%","0%",29,178,-1.1,7,"19.4%",302,"16.9%","18.7%",0.52,0.18
"Sylas","Middle",16,"19.8%","28.4%","49.4%","69%","63%",76,39,107,4.7,"67.3%","18.0%","44%",37,-87,-3.9,7.9,"22.4%",516,"25.2%","22.2%",0.44,0.17
"Sylas","Top",1,"1.2%","28.4%","49.4%","100%","100%",1,2,10,5.5,"47.8%","22.2%","100%",496,179,9,7.6,"21.5%",476,"17.6%","16.4%",0.53,0.15
"Syndra","Middle",10,"12.3%","8.6%","21.0%","30%","60%",24,33,41,2,"53.3%","19.4%","20%",-36,-154,-0.4,8.2,"24.4%",465,"27.1%","22.3%",0.5,0.2
"Tahm Kench","Support",10,"12.3%","13.6%","25.9%","50%","70%",4,19,71,3.9,"63.0%","16.8%","20%",151,265,20.3,2.5,"5.4%",148,"7.4%","10.1%",1.26,0.26
"Thresh","Support",11,"13.6%","70.4%","84.0%","73%","18%",7,32,113,3.8,"65.2%","23.9%","64%",135,96,2.2,1.2,"2.8%",109,"5.5%","9.5%",1.39,0.34
"Tristana","ADC",33,"40.7%","13.6%","56.8%","45%","76%",150,74,160,4.2,"66.4%","15.8%","18%",-158,-34,-5.6,9.7,"33.4%",476,"26.2%","27.6%",0.78,0.51
"Tristana","Middle",2,"2.5%","13.6%","56.8%","50%","50%",8,2,5,6.5,"81.3%","9.5%","0%",251,-324,11,10.6,"32.2%",523,"30.8%","29.8%",1.1,0.62
"Trundle","Jungle",1,"1.2%","0.0%","1.2%","0%","100%",0,4,2,0.5,"66.7%","19.0%","0%",-821,-413,-11,4.7,"13.3%",150,"9.3%","14.9%",0.25,0.59
"Twisted Fate","Middle",3,"3.7%","11.1%","14.8%","67%","100%",6,10,20,2.6,"72.2%","21.7%","33%",32,46,-10.3,7.3,"19.4%",344,"20.3%","21.5%",0.39,0.14
"Udyr","Jungle",50,"61.7%","33.3%","95.1%","52%","18%",110,108,350,4.3,"65.5%","16.2%","62%",243,114,1.4,6.2,"16.6%",184,"10.0%","18.2%",0.42,0.52
"Urgot","Top",7,"8.6%","13.6%","22.2%","29%","71%",30,22,19,2.2,"59.8%","17.7%","43%",-264,-255,-7.4,7.9,"27.9%",396,"24.4%","25.5%",0.41,0.25
"Varus","ADC",14,"17.3%","69.1%","86.4%","43%","0%",53,30,62,3.8,"57.2%","14.7%","21%",144,-37,-0.9,8.6,"29.3%",520,"26.2%","24.8%",0.61,0.29
"Vayne","ADC",2,"2.5%","0.0%","2.5%","50%","100%",6,5,10,3.2,"69.6%","17.2%","0%",105,-438,-14,7.9,"27.3%",433,"23.3%","22.3%",0.41,0.38
"Viktor","Middle",25,"30.9%","18.5%","49.4%","28%","44%",61,81,117,2.2,"64.7%","19.4%","8%",-122,177,1.9,8.8,"27.3%",621,"33.8%","24.0%",0.44,0.18
"Vladimir","Middle",1,"1.2%","0.0%","1.2%","0%","100%",2,5,2,0.8,"80.0%","21.7%","0%",283,91,4,7.2,"24.8%",403,"30.8%","24.6%",0.4,0.17
"Volibear","Jungle",10,"12.3%","1.2%","13.6%","70%","80%",34,33,85,3.6,"61.7%","21.6%","40%",-243,-526,-11.3,5,"13.1%",269,"13.7%","16.5%",0.33,0.36
"Wukong","Top",4,"4.9%","9.9%","14.8%","75%","100%",18,12,28,3.8,"57.5%","22.6%","25%",-113,111,-11.8,7.2,"21.3%",384,"19.1%","21.0%",0.45,0.23
"Xayah","ADC",14,"17.3%","3.7%","21.0%","43%","100%",65,41,56,3,"64.7%","18.9%","14%",-54,-173,-4.9,9.5,"32.5%",516,"26.7%","27.8%",0.4,0.28
"Xerath","Middle",1,"1.2%","0.0%","1.2%","100%","100%",3,0,13,16,"84.2%","0.0%","0%",369,244,11,9.4,"24.5%",644,"32.6%","22.2%",0.41,0.2
"Yasuo","Middle",1,"1.2%","0.0%","1.2%","100%","100%",6,3,7,4.3,"76.5%","27.3%","0%",-83,25,2,8.7,"24.0%",310,"16.8%","25.1%",0.38,0.31
"Yone","Middle",3,"3.7%","1.2%","4.9%","67%","100%",11,6,9,3.3,"54.1%","17.6%","0%",-10,140,1,10.3,"31.3%",447,"27.0%","26.0%",0.38,0.31
"Yorick","Top",1,"1.2%","0.0%","1.2%","0%","100%",1,2,0,0.5,"16.7%","10.5%","0%",301,669,11,9,"29.2%",259,"19.1%","30.3%",0.35,0.08
"Zed","Middle",2,"2.5%","0.0%","2.5%","50%","50%",8,6,10,3,"66.7%","20.7%","0%",-482,132,0,7.9,"25.1%",536,"27.6%","24.7%",0.25,0.13
"Zoe","Middle",20,"24.7%","29.6%","54.3%","65%","35%",71,25,122,7.7,"63.7%","12.3%","15%",193,-12,1.2,8.3,"22.3%",505,"26.8%","22.1%",0.46,0.23
