"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Ackerman","INFINITY","Support",6,"17%","50%",6,19,33,2.1,"75.0%","11.5%","19.0%","17%",-113,183,-2.7,1.2,"3.1%",138,"8.6%",,90,"9.2%",,1.38,0.46,0.36
"AHaHaCiK","Unicorns of Love.CIS","Jungle",9,"22%","56%",11,34,35,1.4,"64.8%","15.5%","22.7%","44%",-193,-375,-6.9,6,"17.3%",292,"19.4%",,180,"18.5%",,0.22,0.16,0.35
"Aria","DetonatioN FocusMe","Middle",6,"33%","17%",15,10,24,3.9,"54.2%","20.8%","13.5%","17%",63,-14,1.5,8.4,"23.8%",419,"27.4%",,246,"22.7%",,0.39,0.15,0.21
"Armut","MAD Lions","Top",21,"57%","48%",56,54,133,3.5,"59.2%","17.6%","18.8%","14%",-34,-9,-0.3,7.9,"23.5%",441,"21.9%",,254,"21.3%",,0.47,0.2,0.24
"BeryL","DWG KIA","Support",26,"69%","31%",13,95,210,2.3,"57.5%","3.4%","32.2%","27%",28,2,2.8,1.5,"3.8%",150,"7.3%",,108,"9.0%",,1.56,0.5,0.49
"BioPanther","Pentanet.GG","Top",19,"21%","47%",31,64,70,1.6,"58.0%","17.8%","19.3%","16%",-519,-332,-7.9,7.8,"24.5%",336,"21.0%",,220,"22.6%",,0.49,0.17,0.12
"Blaber","Cloud9","Jungle",16,"44%","50%",50,37,119,4.6,"71.6%","21.2%","17.1%","31%",-88,163,4.1,6.5,"17.8%",326,"18.1%",,214,"19.0%",,0.35,0.27,0.39
"BOSS","Unicorns of Love.CIS","Top",9,"22%","44%",19,30,24,1.4,"60.6%","26.8%","20.0%","33%",-212,-9,-7.7,7.6,"24.0%",337,"21.7%",,233,"23.6%",,0.4,0.11,0.2
"brTT","paiN Gaming","ADC",6,"33%","50%",17,23,22,1.7,"57.4%","25.0%","20.2%","17%",-413,-134,-6.3,8.6,"30.7%",389,"23.1%",,275,"25.6%",,0.36,0.16,0.3
"Buggax","INFINITY","Top",6,"17%","50%",9,31,18,0.9,"51.9%","17.3%","31.0%","0%",-318,-482,-5.5,7.9,"25.9%",399,"25.9%",,227,"23.3%",,0.35,0.09,0.09
"Canyon","DWG KIA","Jungle",26,"69%","58%",64,53,207,5.1,"69.8%","16.5%","18.0%","27%",130,251,5.7,6.8,"18.9%",404,"18.9%",,227,"19.0%",,0.52,0.28,0.33
"CarioK","paiN Gaming","Jungle",6,"33%","67%",12,19,34,2.4,"67.6%","17.6%","16.7%","33%",-51,65,1,5.8,"16.9%",212,"13.0%",,196,"18.4%",,0.47,0.43,0.37
"Carzzy","MAD Lions","ADC",21,"57%","62%",104,54,102,3.8,"64.6%","32.6%","18.8%","29%",238,176,1.2,9.6,"31.4%",567,"28.1%",,330,"27.5%",,0.72,0.13,0.46
"Chazz","Pentanet.GG","Middle",19,"21%","47%",50,68,58,1.6,"62.1%","28.7%","20.5%","21%",-442,-78,-6.8,8.1,"25.5%",389,"24.6%",,237,"24.6%",,0.32,0.14,0.12
"cody","INFINITY","Middle",6,"17%","50%",9,16,17,1.6,"50.0%","17.3%","16.0%","17%",-397,-143,-9.8,7.6,"22.6%",442,"28.1%",,203,"20.7%",,0.67,0.38,0.14
"Cryin","Royal Never Give Up","Middle",26,"77%","54%",95,73,202,4.1,"67.3%","21.5%","22.7%","15%",33,76,0.1,8.2,"22.8%",489,"24.2%",,270,"21.5%",,0.39,0.15,0.19
"Decoy","Pentanet.GG","Support",19,"21%","53%",7,71,111,1.7,"67.8%","4.0%","21.4%","21%",-339,-164,-2.3,1.5,"3.9%",151,"9.8%",,92,"9.2%",,1.11,0.45,0.29
"Doggo","PSG Talon","ADC",20,"55%","55%",109,37,117,6.1,"70.8%","34.2%","15.7%","35%",147,16,0.6,10.3,"36.5%",516,"27.7%",,347,"29.6%",,0.76,0.18,0.46
"Elyoya","MAD Lions","Jungle",21,"57%","43%",70,46,142,4.6,"66.5%","21.9%","16.0%","33%",142,53,0.1,6.1,"16.0%",295,"14.1%",,216,"18.2%",,0.49,0.32,0.38
"Evi","DetonatioN FocusMe","Top",6,"33%","83%",25,17,22,2.8,"65.3%","34.7%","23.0%","50%",276,200,3.3,7.4,"23.5%",451,"28.2%",,261,"23.8%",,0.3,0.16,0.25
"Farfetch","İstanbul Wildcats","Support",6,"17%","83%",5,39,51,1.4,"61.5%","5.5%","30.0%","33%",11,-73,0.3,1,"2.3%",151,"8.1%",,92,"8.5%",,1.22,0.31,0.26
"Ferret","İstanbul Wildcats","Jungle",6,"17%","67%",15,26,36,2,"56.0%","16.5%","20.0%","17%",-284,-74,-4.3,5.3,"15.0%",332,"17.5%",,176,"16.1%",,0.4,0.29,0.43
"Fudge","Cloud9","Top",16,"44%","50%",59,45,83,3.2,"60.2%","25.0%","20.7%","6%",-149,-50,-6.2,7.9,"23.6%",383,"20.8%",,251,"22.2%",,0.55,0.29,0.15
"GALA","Royal Never Give Up","ADC",27,"78%","52%",167,53,137,5.7,"65.7%","36.1%","16.1%","30%",364,176,11.5,10,"34.0%",573,"28.1%",,348,"27.7%",,0.5,0.13,0.38
"Ghost","DWG KIA","ADC",26,"69%","23%",138,45,112,5.6,"64.4%","35.6%","15.3%","23%",-7,-3,-1.8,8.9,"29.4%",496,"23.7%",,312,"25.9%",,0.79,0.2,0.36
"Hanabi","PSG Talon","Top",20,"55%","55%",51,49,119,3.5,"53.3%","16.0%","20.8%","10%",74,55,0.5,8.1,"24.4%",406,"21.9%",,253,"21.8%",,0.45,0.2,0.3
"HolyPhoenix","İstanbul Wildcats","ADC",6,"17%","33%",41,17,29,4.1,"76.9%","45.1%","13.1%","33%",-27,122,-0.5,9.7,"34.9%",488,"26.5%",,359,"32.4%",,0.32,0.1,0.34
"Humanoid","MAD Lions","Middle",21,"57%","29%",66,63,116,2.9,"57.1%","20.7%","22.0%","24%",157,89,6,9,"26.7%",561,"28.0%",,282,"23.6%",,0.42,0.12,0.21
"Kaiser","MAD Lions","Support",21,"57%","48%",23,70,190,3,"66.8%","7.2%","24.4%","38%",129,59,-0.9,1.1,"2.4%",157,"7.9%",,111,"9.3%",,1.59,0.53,0.37
"Kaiwing","PSG Talon","Support",20,"55%","45%",14,64,207,3.5,"69.3%","4.4%","27.1%","50%",116,264,-0.1,1.2,"2.8%",127,"6.7%",,109,"9.4%",,1.54,0.49,0.38
"Kazu","DetonatioN FocusMe","Support",6,"33%","67%",0,25,33,1.3,"45.8%","0.0%","33.8%","17%",-132,-363,0.2,1.2,"2.9%",119,"7.9%",,84,"7.6%",,1.36,0.5,0.42
"Khan","DWG KIA","Top",26,"69%","54%",84,63,165,4,"64.2%","21.6%","21.4%","19%",168,73,3.9,7.9,"22.5%",493,"23.1%",,269,"22.0%",,0.49,0.27,0.23
"Lodik","Unicorns of Love.CIS","ADC",9,"22%","33%",14,21,25,1.9,"54.9%","19.7%","14.0%","11%",-507,-322,-15.9,8.2,"27.3%",279,"17.8%",,226,"23.3%",,0.32,0.09,0.19
"Luci","paiN Gaming","Support",6,"33%","33%",3,32,39,1.3,"61.8%","4.4%","28.1%","17%",-245,-229,1.5,1.2,"3.1%",111,"6.9%",,88,"8.1%",,1.7,0.45,0.36
"Maple","PSG Talon","Middle",20,"55%","50%",76,43,125,4.7,"63.0%","23.8%","18.2%","25%",95,-112,-2.6,8,"22.1%",479,"26.0%",,248,"21.4%",,0.44,0.16,0.19
"Ming","Royal Never Give Up","Support",27,"78%","59%",25,75,287,4.2,"67.4%","5.4%","22.8%","30%",166,102,0.1,1.2,"3.0%",145,"7.1%",,121,"9.6%",,1.59,0.49,0.35
"Nomanz","Unicorns of Love.CIS","Middle",9,"22%","44%",22,29,30,1.8,"73.2%","31.0%","19.3%","0%",-112,16,6,8.8,"28.0%",532,"33.8%",,250,"25.7%",,0.4,0.1,0.18
"Pabu","Pentanet.GG","Jungle",19,"21%","58%",34,63,84,1.9,"67.8%","19.5%","19.0%","32%",-439,-377,-3.9,6.2,"18.4%",301,"18.8%",,188,"19.4%",,0.37,0.25,0.37
"Perkz","Cloud9","Middle",16,"44%","44%",59,46,90,3.2,"63.1%","25.0%","21.2%","0%",-33,-96,-2.7,9,"27.3%",525,"27.6%",,280,"24.6%",,0.54,0.13,0.36
"Praedyth","Pentanet.GG","ADC",19,"21%","74%",52,66,57,1.7,"62.6%","29.9%","19.9%","16%",-448,-318,-8.5,7.7,"27.6%",402,"25.8%",,236,"24.2%",,0.52,0.13,0.24
"River","PSG Talon","Jungle",20,"55%","30%",69,43,156,5.2,"70.5%","21.6%","18.2%","65%",171,-10,-0.6,5.7,"14.2%",327,"17.6%",,209,"17.9%",,0.49,0.26,0.45
"Robo","paiN Gaming","Top",6,"33%","67%",21,28,22,1.5,"63.2%","30.9%","24.6%","33%",205,136,1,7.8,"25.2%",446,"27.6%",,272,"25.3%",,0.49,0.24,0.18
