"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Gangplank","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Gnar","Top",2,"20.0%","30.0%","50.0%","0%","50%",0,3,1,0.3,"16.7%","12.0%","0%",262,378,11.5,9.2,"25.7%",325,"28.4%","22.3%",0.47,0.2
"Jarvan IV","Jungle",1,"10.0%","0.0%","10.0%","100%","100%",2,3,13,5,"100.0%","42.9%","100%",-477,-697,-18,4.6,"12.6%",236,"10.6%","16.1%",1.77,0.39
"Jax","Top",1,"10.0%","0.0%","10.0%","100%","100%",2,3,2,1.3,"26.7%","42.9%","0%",-23,85,9,8.3,"26.3%",348,"15.6%","19.3%",0.53,0.16
"Jhin","-",0,"0%","30.0%","30.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jinx","ADC",1,"10.0%","0.0%","10.0%","0%","100%",4,4,2,1.5,"66.7%","28.6%","0%",-139,116,5,11.1,"34.9%",774,"43.6%","30.7%",0.33,0.82
"Kai'Sa","ADC",5,"50.0%","50.0%","100.0%","40%","0%",17,14,15,2.3,"58.2%","19.2%","0%",-234,44,-3.4,9.5,"33.5%",431,"23.7%","27.0%",0.35,0.31
"Karma","Middle",1,"10.0%","20.0%","40.0%","0%","0%",1,1,3,4,"66.7%","6.7%","0%",-398,96,4,9.5,"25.8%",270,"18.5%","24.4%",0.71,0.29
"Karma","Support",1,"10.0%","20.0%","40.0%","0%","100%",0,2,3,1.5,"50.0%","14.3%","0%",-403,-478,2,0.6,"2.1%",254,"17.6%","8.3%",1.28,0.35
"Kha'Zix","Jungle",1,"10.0%","0.0%","10.0%","100%","100%",3,3,8,3.7,"78.6%","50.0%","0%",139,282,6,5.1,"17.1%",404,"16.6%","17.0%",1.7,0.51
"Morgana","Support",5,"50.0%","40.0%","90.0%","100%","20%",7,6,49,9.3,"78.9%","17.1%","20%",-142,44,-8.2,0.6,"2.1%",293,"13.8%","12.1%",1.38,0.34
"Nocturne","Jungle",1,"10.0%","0.0%","10.0%","0%","100%",4,6,9,2.2,"81.3%","35.3%","0%",590,544,-2,4.2,"10.9%",478,"20.2%","16.4%",1.69,0.24
"Olaf","Jungle",1,"10.0%","60.0%","70.0%","100%","100%",5,2,6,5.5,"61.1%","18.2%","0%",-176,246,21,5.8,"16.3%",408,"14.2%","18.4%",1.24,0.38
"Ornn","Top",5,"50.0%","10.0%","60.0%","60%","20%",4,12,30,2.8,"49.3%","23.1%","0%",-225,-348,-6.6,7.4,"20.5%",360,"16.1%","18.2%",0.6,0.08
"Rakan","-",0,"0%","60.0%","60.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ryze","Middle",6,"60.0%","0.0%","60.0%","67%","100%",16,12,26,3.5,"57.5%","19.0%","17%",-256,-45,-1.5,9.5,"27.0%",441,"21.3%","24.4%",0.69,0.19
"Sejuani","Jungle",3,"30.0%","30.0%","60.0%","0%","0%",6,13,13,1.5,"70.4%","27.7%","33%",30,32,-3.7,4.2,"10.8%",217,"11.9%","16.7%",0.76,0.34
"Shen","Top",1,"10.0%","10.0%","20.0%","0%","100%",1,1,5,6,"66.7%","7.1%","0%",391,638,3,9.6,"28.8%",298,"16.8%","24.1%",0.64,0.13
"Sion","Top",2,"20.0%","10.0%","30.0%","0%","100%",1,4,4,1.3,"29.4%","12.5%","0%",-28,-30,-0.5,7.7,"24.4%",362,"20.4%","21.0%",0.43,0.11
"Skarner","Jungle",6,"60.0%","40.0%","100.0%","67%","67%",10,10,38,4.8,"70.6%","20.4%","50%",14,355,6.3,4.8,"12.7%",161,"8.1%","16.5%",1.56,0.34
"Soraka","Support",1,"10.0%","0.0%","10.0%","0%","100%",0,3,3,1,"42.9%","20.0%","0%",125,-388,1,0.7,"3.2%",247,"16.0%","8.2%",1.45,0.33
"Swain","Top",4,"40.0%","60.0%","100.0%","75%","0%",9,6,15,4,"51.1%","19.4%","25%",-127,-178,-8.3,8,"24.7%",580,"26.4%","20.8%",0.44,0.09
"Tahm Kench","Support",5,"50.0%","40.0%","90.0%","40%","20%",2,12,41,3.6,"79.6%","19.7%","20%",-101,15,3.6,1.7,"4.8%",144,"7.3%","10.6%",1.55,0.25
"Taliyah","Middle",4,"40.0%","60.0%","100.0%","50%","25%",14,6,29,7.2,"79.6%","12.5%","25%",220,243,0.3,8.5,"24.8%",568,"27.3%","23.3%",0.65,0.32
"Taric","Support",1,"10.0%","0.0%","10.0%","0%","100%",2,1,11,13,"81.3%","5.9%","0%",1079,294,17,2.6,"8.9%",159,"6.7%","14.4%",1.82,0.57
"Thresh","-",0,"0%","20.0%","20.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Tristana","ADC",2,"20.0%","10.0%","30.0%","0%","100%",2,3,1,1,"42.9%","14.3%","0%",-177,12,-6.5,10.8,"34.2%",315,"24.7%","28.1%",0.35,0.39
"Trundle","Jungle",5,"50.0%","50.0%","100.0%","60%","20%",8,17,29,2.2,"72.5%","30.9%","40%",-32,-306,-2.4,4.2,"10.5%",146,"9.1%","15.3%",0.61,0.62
"Varus","ADC",3,"30.0%","30.0%","60.0%","33%","0%",14,11,12,2.4,"92.9%","29.7%","100%",250,-130,-1,10,"30.8%",564,"32.2%","27.9%",0.39,0.41
"Vel'Koz","-",0,"0%","40.0%","40.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Xayah","ADC",1,"10.0%","10.0%","20.0%","100%","100%",8,0,1,9,"69.2%","0.0%","0%",-199,273,11,9.8,"27.7%",461,"31.3%","26.6%",0.36,0.57
"Xin Zhao","Jungle",1,"10.0%","0.0%","10.0%","0%","100%",3,3,2,1.7,"83.3%","20.0%","100%",47,-788,-16,4.7,"13.6%",195,"13.3%","17.9%",1.63,0.45
"Zac","Jungle",1,"10.0%","10.0%","20.0%","0%","0%",1,4,4,1.3,"83.3%","28.6%","100%",-139,-282,-6,4.1,"11.2%",208,"14.4%","16.0%",1.03,0.45
"Zoe","Middle",1,"10.0%","30.0%","40.0%","0%","100%",1,2,5,3,"75.0%","15.4%","0%",34,347,-1,7.9,"23.8%",665,"39.3%","22.0%",0.66,0.22
