"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"3z","Machi Esports","Top",4,"25%","100%",4,7,9,1.9,"41.9%","12.9%","14.9%","0%",127,178,8.3,8.9,"26.5%",374,"26.2%",,230,"22.8%",,0.48,0.11,0.13
"APEX","Machi Esports","Middle",4,"25%","0%",9,4,13,5.5,"71.0%","29.0%","8.5%","25%",165,-263,0.5,9.4,"27.6%",498,"30.8%",,252,"25.8%",,0.66,0.26,0.34
"baybay","G-Rex","Jungle",6,"50%","50%",12,21,41,2.5,"79.1%","17.9%","27.6%","83%",-219,-500,-10,4.2,"11.0%",202,"11.5%",,170,"15.8%",,1.22,0.48,0.47
"Benny","MAD Team","Jungle",6,"50%","67%",14,13,30,3.4,"68.8%","21.9%","21.7%","50%",-22,321,8.8,5,"12.6%",210,"10.1%",,191,"17.1%",,1.22,0.38,0.32
"Betty","Flash Wolves","ADC",3,"100%","67%",18,3,21,13,"90.7%","41.9%","14.3%","33%",-98,26,-8,10.1,"32.9%",773,"35.9%",,355,"27.9%",,0.44,0.21,0.44
"Breeze","MAD Team","ADC",7,"43%","43%",28,16,27,3.4,"68.8%","35.0%","20.8%","14%",101,-239,-2.7,9.9,"31.4%",691,"32.2%",,306,"27.1%",,0.4,0.07,0.36
"Candy","G-Rex","Middle",3,"67%","0%",7,2,22,14.5,"82.9%","20.0%","6.3%","33%",51,352,6.7,8.9,"24.4%",498,"26.2%",,260,"23.3%",,0.64,0.19,0.22
"DeuL","Machi Esports","ADC",4,"25%","75%",12,6,5,2.8,"54.8%","38.7%","12.8%","0%",-106,216,-0.5,10.2,"32.7%",410,"26.3%",,274,"27.7%",,0.34,0.09,0.42
"Dreamer","Machi Esports","Support",4,"25%","50%",0,15,20,1.3,"64.5%","0.0%","31.9%","0%",-20,72,1.3,1.1,"2.8%",124,"7.9%",,85,"8.3%",,1.33,0.38,0.15
"Hanabi","Flash Wolves","Top",3,"100%","33%",4,5,18,4.4,"51.2%","9.3%","23.8%","0%",-226,-393,-5.3,7.3,"18.7%",319,"14.8%",,229,"18.2%",,0.65,0.21,0.12
"K","MAD Team","Support",7,"43%","57%",6,13,56,4.8,"77.5%","7.5%","16.9%","29%",152,-66,1.6,1.6,"5.3%",178,"8.9%",,132,"11.6%",,1.61,0.56,0.32
"Koala","G-Rex","Support",6,"50%","50%",5,15,49,3.6,"80.6%","7.5%","19.7%","17%",-245,-27,0.8,1,"2.9%",214,"12.0%",,113,"10.3%",,1.51,0.52,0.26
"Kongyue","MAD Team","Jungle",1,"0%","100%",4,6,9,2.2,"81.3%","25.0%","35.3%","0%",590,544,-2,4.2,"10.9%",478,"20.2%",,186,"16.4%",,1.69,0.46,0.24
"Liang","MAD Team","Top",7,"43%","0%",12,15,31,2.9,"53.8%","15.0%","19.5%","14%",-133,-194,-8.4,7.9,"24.7%",511,"24.1%",,230,"20.4%",,0.46,0.09,0.08
"Maple","Flash Wolves","Middle",3,"100%","67%",12,4,13,6.3,"58.1%","27.9%","19.0%","0%",-93,-191,-3.7,9.9,"29.5%",526,"25.1%",,311,"24.4%",,0.69,0.25,0.31
"MooJin","Flash Wolves","Jungle",3,"100%","67%",6,6,26,5.3,"74.4%","14.0%","28.6%","0%",219,475,10,5.2,"16.1%",251,"11.4%",,222,"17.6%",,1.91,0.39,0.46
"Move","Machi Esports","Jungle",1,"0%","0%",0,4,0,0,,,"40.0%","0%",180,62,7,4.5,"10.7%",70,"7.3%",,134,"15.2%",,0.3,0.15,0.6
"PK","G-Rex","Top",6,"50%","83%",8,14,22,2.1,"44.8%","11.9%","18.4%","17%",184,304,7,8.7,"26.6%",344,"19.6%",,238,"21.9%",,0.54,0.12,0.16
"Stitch","G-Rex","ADC",6,"50%","33%",24,18,23,2.6,"70.1%","35.8%","23.7%","33%",2,122,7.5,10,"33.4%",545,"30.7%",,304,"27.9%",,0.35,0.12,0.41
"SwordArt","Flash Wolves","Support",3,"100%","33%",3,3,27,10,"69.8%","7.0%","14.3%","33%",160,113,-7,0.9,"2.8%",272,"12.8%",,149,"11.9%",,1.44,0.51,0.32
"Taizan","Machi Esports","Jungle",3,"33%","0%",6,11,16,2,"71.0%","19.4%","29.7%","33%",5,-319,-9.3,3.9,"10.3%",169,"9.4%",,159,"15.4%",,0.47,0.31,0.54
"Uniboy","MAD Team","Middle",7,"43%","86%",16,14,35,3.6,"63.8%","20.0%","18.2%","0%",-131,14,-3.7,9.1,"26.3%",479,"23.3%",,272,"24.0%",,0.68,0.29,0.19
"Wuji","G-Rex","Middle",3,"33%","67%",11,6,9,3.3,"62.5%","34.4%","13.6%","67%",128,155,5,8.9,"27.9%",453,"26.1%",,261,"25.0%",,0.71,0.36,0.39
