"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Abbedagge","Galatasaray Esports","Middle",28,"29%","36%",110,101,115,2.2,"62.5%","30.6%","24.2%","21%",-140,-164,-1.1,8.3,"26.7%",524,"26.5%",,258,"24.3%",,0.38,0.08,0.17
"Adaniel","Galatasaray Esports","Jungle",4,"25%","25%",8,16,16,1.5,"61.5%","20.5%","25.8%","25%",169,-11,5.3,3.6,"10.4%",195,"10.9%",,159,"16.5%",,0.62,0.15,0.21
"Atom","Team AURORA","Top",24,"63%","50%",68,73,156,3.1,"57.7%","17.5%","18.9%","13%",-135,-171,-1.9,7.4,"25.0%",387,"18.7%",,242,"20.9%",,0.47,0.08,0.11
"avenuee","Team AURORA","Middle",14,"64%","36%",51,31,60,3.6,"55.8%","25.6%","14.0%","7%",-132,-127,-4.3,8.3,"28.5%",603,"27.7%",,262,"23.2%",,0.46,0.1,0.18
"Broken Blade","Galatasaray Esports","Jungle",3,"33%","100%",5,16,18,1.4,"62.2%","13.5%","33.3%","0%",-416,-118,2.7,4.5,"14.9%",362,"16.6%",,202,"18.6%",,0.59,0.28,0.4
"Broken Blade","Galatasaray Esports","Top",23,"22%","65%",70,59,107,3,"60.4%","23.9%","16.4%","26%",42,39,-2.8,8.1,"28.3%",465,"23.5%",,244,"23.2%",,0.52,0.12,0.09
"Brolia","Galakticos","Top",20,"55%","40%",40,61,133,2.8,"56.9%","13.2%","21.4%","5%",-193,-136,-11.1,6.4,"21.3%",318,"17.4%",,219,"19.3%",,0.5,0.11,0.13
"Bwipo","Dark Passage","Top",9,"33%","67%",22,40,50,1.8,"57.1%","17.5%","24.5%","11%",-493,-102,-9.1,7.6,"25.7%",406,"22.4%",,222,"20.8%",,0.36,0.06,0.09
"Cognac","HWA Gaming","Support",20,"50%","55%",32,65,182,3.3,"61.7%","9.2%","20.4%","0%",-86,-62,0.5,0.8,"3.5%",250,"11.8%",,140,"12.2%",,1.3,0.27,0.35
"Crimson","Galatasaray Esports","Jungle",1,"100%","100%",7,2,10,8.5,"45.9%","18.9%","16.7%","100%",371,91,5,6,"23.8%",598,"17.3%",,316,"21.0%",,0.23,0.1,0.17
"Crimson","Galatasaray Esports","Top",3,"33%","100%",3,11,13,1.5,"43.2%","8.1%","22.9%","0%",-897,-963,-27,7.1,"27.3%",277,"12.2%",,210,"19.4%",,0.36,0.12,0.12
"Decagon Moon","Galatasaray Esports","Jungle",4,"25%","50%",4,14,14,1.3,"62.1%","13.8%","30.4%","25%",-413,-83,1,4.1,"13.3%",214,"15.0%",,177,"17.5%",,0.7,0.14,0.22
"Dumbledoge","SuperMassive Esports","ADC",1,"0%","100%",0,4,3,0.8,"21.4%","0.0%","16.0%","100%",-533,-157,-9,7.7,"29.4%",207,"11.8%",,227,"20.0%",,0.37,0.04,0.29
