"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Dumbledoge","SuperMassive Esports","Middle",1,"0%","0%",0,6,6,1,"50.0%","0.0%","16.2%","0%",-342,-415,-13,6.2,"22.7%",389,"19.8%",,176,"19.9%",,0.23,0.07,0.2
"Dumbledoge","SuperMassive Esports","Support",26,"85%","31%",36,46,261,6.5,"65.9%","8.0%","15.8%","23%",70,151,-3.2,0.9,"4.0%",302,"14.1%",,170,"13.4%",,1.15,0.22,0.44
"Elwind","Crew e-Sports Club","Top",28,"54%","57%",83,69,146,3.3,"50.8%","18.4%","15.0%","4%",-66,9,1.3,8.3,"27.5%",399,"19.4%",,259,"21.7%",,0.45,0.05,0.15
"Elysion","Fenerbahçe Esports","ADC",8,"38%","75%",31,25,45,3,"71.7%","29.2%","20.2%","13%",-226,-12,-2.1,7.6,"24.0%",576,"28.1%",,242,"21.8%",,0.42,0.11,0.18
"Emtest","HWA Gaming","ADC",28,"50%","46%",78,75,202,3.7,"59.7%","16.6%","17.2%","4%",-121,-184,-3.8,7.5,"24.2%",488,"22.5%",,241,"21.2%",,0.37,0.11,0.13
"existence","Galakticos","Top",8,"25%","38%",13,27,68,3,"66.4%","10.7%","22.0%","50%",-316,-445,-11.5,6.3,"21.8%",335,"17.6%",,204,"19.4%",,0.47,0.02,0.08
"fabFabulous","SuperMassive Esports","Jungle",1,"0%","0%",8,7,1,1.3,"64.3%","57.1%","28.0%","100%",1377,1167,-5,3.2,"4.5%",561,"32.0%",,235,"20.7%",,0.37,0.07,0.07
"fabFabulous","SuperMassive Esports","Support",1,"0%","100%",2,6,5,1.2,"58.3%","16.7%","16.2%","0%",-305,-292,-3,1.3,"5.4%",292,"14.8%",,113,"12.8%",,0.91,0.2,0.23
"fabFabulous","SuperMassive Esports","Top",26,"85%","50%",96,62,177,4.4,"60.5%","21.3%","21.3%","19%",265,238,5.6,7.5,"24.1%",491,"22.4%",,261,"20.7%",,0.45,0.07,0.13
"Frozen","Fenerbahçe Esports","Middle",28,"50%","57%",114,83,143,3.1,"66.2%","29.4%","21.6%","25%",171,206,9.3,8.6,"27.5%",534,"27.5%",,272,"24.1%",,0.53,0.16,0.2
"Godbro","Crew e-Sports Club","Middle",24,"54%","50%",105,77,141,3.2,"63.6%","27.1%","20.2%","8%",13,-65,-3.1,8,"25.5%",596,"28.4%",,275,"23.5%",,0.45,0.11,0.21
"Hioss","Dark Passage","Top",3,"33%","33%",5,14,7,0.9,"46.2%","19.2%","30.4%","0%",-432,-195,-2.7,7.2,"24.0%",377,"21.5%",,205,"20.7%",,0.52,0.19,0.08
"HolyPhoenix","Dark Passage","ADC",27,"37%","37%",87,69,128,3.1,"67.2%","27.2%","17.4%","19%",1,20,0.4,8.4,"28.7%",499,"26.5%",,255,"24.2%",,0.29,0.04,0.15
"HolyPhoenix","Dark Passage","Top",1,"0%","0%",8,9,6,1.6,"63.6%","36.4%","22.0%","0%",383,-543,-25,6,"34.8%",636,"26.2%",,260,"24.9%",,0.35,0.04,0.11
"Immortoru","Dark Passage","Middle",28,"36%","57%",108,82,106,2.6,"62.6%","31.6%","18.7%","32%",44,86,0.7,8.2,"27.0%",479,"25.8%",,253,"24.2%",,0.38,0.09,0.14
"Japone","Fenerbahçe Esports","Support",18,"61%","28%",10,40,173,4.6,"68.8%","3.8%","17.5%","6%",5,-8,-4.3,0.6,"2.5%",193,"10.1%",,137,"11.5%",,1.3,0.3,0.37
"k0u","Galakticos","Jungle",28,"46%","39%",122,94,202,3.4,"76.1%","28.6%","23.0%","46%",55,-41,-4.7,4.1,"15.5%",411,"22.2%",,217,"19.7%",,0.44,0.09,0.18
"Kanani","Galatasaray Esports","Jungle",12,"33%","50%",22,46,101,2.7,"67.6%","12.1%","24.2%","33%",-355,24,-5.8,3.9,"13.0%",262,"12.4%",,189,"17.0%",,0.79,0.21,0.24
"KissNkite","Galatasaray Esports","ADC",28,"29%","50%",87,46,132,4.8,"60.8%","24.2%","11.0%","14%",-203,-47,-3.7,8.3,"28.7%",469,"23.0%",,246,"23.4%",,0.31,0.05,0.11
"Lethilion","SuperMassive Esports","ADC",1,"0%","0%",3,8,4,0.9,"58.3%","25.0%","21.6%","0%",33,-37,9,7.4,"31.5%",369,"18.8%",,215,"24.3%",,0.3,0,0.13
"LEYL-Ü NEHAR","Team AURORA","Middle",6,"33%","50%",30,23,27,2.5,"57.6%","30.3%","20.9%","17%",-456,-331,-4.8,8.6,"28.8%",586,"28.5%",,283,"23.9%",,0.41,0.08,0.17
"Madagger","Galatasaray Esports","Support",16,"25%","63%",17,66,112,2,"59.2%","7.8%","26.4%","6%",89,32,1,1.1,"3.9%",398,"19.5%",,144,"13.0%",,1.04,0.13,0.37
"Madness","Crew e-Sports Club","ADC",28,"54%","36%",101,67,205,4.6,"67.8%","22.4%","14.6%","36%",104,54,5.5,8.9,"30.4%",546,"25.2%",,288,"24.2%",,0.4,0.08,0.13
"Mean","Galakticos","ADC",28,"46%","43%",111,73,150,3.6,"61.3%","26.1%","17.9%","39%",46,-55,-3.4,7.9,"28.4%",447,"23.2%",,265,"23.6%",,0.37,0.11,0.17
"Mojito","Crew e-Sports Club","Jungle",28,"54%","50%",124,106,171,2.8,"65.4%","27.5%","23.0%","32%",-104,-84,0.1,4.1,"13.2%",343,"16.5%",,220,"18.5%",,0.59,0.11,0.27
"Move","Dark Passage","Jungle",12,"33%","50%",23,55,69,1.7,"60.5%","15.1%","26.3%","33%",-179,-228,-0.2,3.5,"10.6%",269,"15.1%",,173,"16.4%",,0.68,0.25,0.43
"Naru","SuperMassive Esports","Jungle",1,"0%","0%",5,7,3,1.1,"66.7%","41.7%","18.9%","0%",-371,-91,-5,3.2,"11.9%",307,"15.6%",,181,"20.4%",,0.67,0.23,0.17
"Naru","SuperMassive Esports","Middle",26,"85%","50%",133,53,144,5.2,"61.4%","29.5%","18.2%","15%",15,87,0,8.4,"28.5%",522,"23.3%",,298,"23.9%",,0.53,0.17,0.16
"Naru","SuperMassive Esports","Top",1,"0%","0%",2,2,2,2,"28.6%","14.3%","8.0%","0%",1485,1565,32,10.8,"42.0%",293,"16.7%",,319,"28.1%",,0.44,0.11,0.11
"Nerroh","Galatasaray Esports","Jungle",4,"0%","50%",10,13,9,1.5,"52.8%","27.8%","21.7%","25%",-188,-104,5,3.7,"11.0%",270,"15.7%",,168,"17.5%",,0.84,0.28,0.19
"Noxiak","Galatasaray Esports","Support",12,"33%","75%",11,25,88,4,"69.7%","7.7%","14.9%","8%",-84,32,1.4,0.9,"3.3%",165,"9.2%",,124,"11.4%",,1.22,0.31,0.36
"Obvious","Dark Passage","Jungle",15,"40%","40%",34,33,90,3.8,"73.8%","20.2%","17.6%","27%",-129,14,-3.4,4.4,"14.7%",268,"14.5%",,204,"19.5%",,0.51,0.14,0.26
"Obvious","Dark Passage","Support",1,"0%","100%",1,7,7,1.1,"36.4%","4.5%","17.1%","0%",380,916,-1,0.5,"1.3%",410,"16.9%",,135,"12.9%",,0.92,0.18,0.14
"Padden","Fenerbahçe Esports","ADC",20,"55%","60%",79,40,106,4.6,"65.6%","28.0%","15.3%","5%",-60,13,-4.9,8.2,"26.0%",491,"25.4%",,263,"22.8%",,0.3,0.06,0.2
"Panky","HWA Gaming","Top",28,"50%","50%",84,71,183,3.8,"56.9%","17.9%","16.3%","39%",183,106,3.9,7.9,"27.8%",413,"19.5%",,247,"21.7%",,0.4,0.07,0.08
"Reach","Fenerbahçe Esports","Jungle",28,"50%","61%",66,96,159,2.3,"58.0%","17.0%","24.9%","39%",-81,-241,0.6,4.6,"15.9%",284,"14.9%",,208,"18.6%",,0.88,0.28,0.33
"React","Team AURORA","Middle",7,"71%","71%",26,21,34,2.9,"47.2%","20.5%","22.3%","29%",-257,-229,-8.3,7.9,"27.0%",486,"23.3%",,264,"21.6%",,0.4,0.12,0.11
"React","Crew e-Sports Club","Middle",4,"50%","75%",14,14,26,2.9,"62.5%","21.9%","17.7%","0%",62,-107,-4.3,8.9,"29.9%",582,"24.8%",,285,"23.8%",,0.44,0.1,0.09
"React","Team AURORA","Support",1,"0%","0%",0,7,5,0.7,"45.5%","0.0%","20.0%","0%",-933,161,0,0.9,"4.2%",99,"5.0%",,87,"10.2%",,0.71,0.04,0.04
"Revanche","Galakticos","Support",12,"50%","50%",12,41,132,3.5,"67.3%","5.6%","20.8%","42%",114,41,0.9,1,"3.8%",197,"10.7%",,143,"12.4%",,1.14,0.23,0.28
"Revanche","HWA Gaming","Support",8,"50%","50%",11,17,80,5.4,"74.6%","9.0%","14.5%","13%",49,2,0.6,1,"3.7%",136,"6.3%",,141,"12.4%",,1.15,0.26,0.35
"Rogu","Dark Passage","Jungle",1,"0%","0%",7,7,6,1.9,"59.1%","31.8%","17.1%","0%",-464,-1058,-14,3,"13.1%",427,"17.6%",,215,"20.6%",,0.81,0.25,0.07
"Rogu","Dark Passage","Support",27,"37%","48%",18,80,201,2.7,"68.4%","5.6%","20.2%","19%",-115,-81,0.3,0.8,"3.3%",179,"10.2%",,123,"11.4%",,1.24,0.35,0.33
"Ruvelius","Team AURORA","ADC",27,"56%","63%",111,83,147,3.1,"65.3%","28.1%","18.9%","26%",153,112,1.1,8.1,"28.3%",490,"23.9%",,270,"23.7%",,0.28,0.05,0.15
"Ruvelius","Team AURORA","Support",1,"100%","0%",3,2,28,15.5,"75.6%","7.3%","9.1%","100%",-380,-916,1,0.7,"2.4%",418,"12.4%",,212,"12.7%",,0.78,0.14,0
"Sky","Team AURORA","Top",4,"25%","75%",3,13,26,2.2,"60.4%","6.3%","17.6%","25%",72,162,0.3,8.6,"27.1%",448,"22.2%",,249,"22.2%",,0.54,0.11,0.16
"Smoke","Galatasaray Esports","Top",2,"100%","50%",6,3,19,8.3,"83.3%","20.0%","30.0%","50%",226,208,8,7.4,"25.3%",303,"15.4%",,263,"20.2%",,0.54,0.15,0.15
"SozPurefect","Galakticos","Middle",28,"46%","54%",114,69,167,4.1,"66.0%","26.8%","16.9%","25%",59,79,-2.6,8.6,"31.3%",525,"27.7%",,278,"24.9%",,0.58,0.23,0.12
"Stomaged","SuperMassive Esports","Jungle",26,"85%","65%",91,73,205,4.1,"65.6%","20.2%","25.1%","46%",202,234,3,4,"13.6%",296,"13.4%",,228,"18.3%",,0.76,0.25,0.25
"Stomaged","SuperMassive Esports","Support",1,"0%","100%",0,5,4,0.8,"28.6%","0.0%","20.0%","100%",250,-362,-2,0.6,"3.2%",212,"12.1%",,111,"9.8%",,1.03,0.22,0.15
"Stomaged","SuperMassive Esports","Top",1,"0%","0%",2,10,1,0.3,"25.0%","16.7%","27.0%","0%",-384,-15,2,7.3,"28.4%",610,"31.0%",,199,"22.5%",,0.44,0.13,0
"Taikki","Team AURORA","Jungle",23,"65%","52%",87,76,175,3.4,"69.5%","23.1%","21.7%","39%",173,235,2,4,"13.7%",406,"19.9%",,224,"19.4%",,0.51,0.22,0.25
"Taikki","Team AURORA","Middle",1,"0%","100%",2,7,4,0.9,"54.5%","18.2%","20.0%","0%",-702,-576,-16,5.9,"23.2%",496,"24.8%",,187,"22.1%",,0.47,0.2,0.16
"Thaldrin","Fenerbahçe Esports","Top",28,"50%","43%",83,71,146,3.2,"59.0%","21.4%","18.4%","25%",167,43,7.8,8.6,"28.7%",430,"22.1%",,263,"23.3%",,0.44,0.11,0.18
"Trix","HWA Gaming","Jungle",28,"50%","46%",128,97,189,3.3,"67.6%","27.3%","22.3%","54%",200,41,2.8,4.2,"13.7%",356,"16.0%",,217,"19.0%",,0.79,0.31,0.37
"Un1tback","Fenerbahçe Esports","Support",10,"30%","70%",5,30,70,2.5,"61.5%","4.1%","19.1%","20%",-139,-204,-0.8,0.7,"2.7%",158,"7.9%",,120,"11.1%",,1.09,0.3,0.31
"Vexu","Galakticos","Support",16,"44%","44%",14,43,119,3.1,"62.7%","6.6%","20.4%","44%",57,53,0.3,0.8,"3.0%",160,"8.5%",,137,"12.4%",,1.19,0.37,0.36
"Wendel","Crew e-Sports Club","Support",28,"54%","57%",24,127,268,2.3,"64.7%","5.3%","27.6%","36%",-47,6,-0.8,0.8,"2.8%",232,"11.0%",,146,"12.0%",,1.14,0.2,0.33
"Wickd","Dark Passage","ADC",1,"0%","0%",2,5,10,2.4,"54.5%","9.1%","12.2%","0%",209,269,21,8.3,"35.5%",361,"14.9%",,249,"23.9%",,0.25,0.04,0.14
"Wickd","Dark Passage","Top",15,"40%","33%",27,37,73,2.7,"59.5%","16.1%","19.7%","13%",2,79,4,8.4,"29.8%",411,"23.0%",,235,"22.9%",,0.48,0.11,0.15
"xani","Team AURORA","Jungle",4,"25%","25%",9,14,30,2.8,"81.3%","18.8%","18.9%","25%",15,329,3.3,4.3,"12.8%",242,"11.9%",,197,"17.5%",,0.48,0.15,0.24
"Xico","HWA Gaming","Middle",28,"50%","43%",136,110,172,2.8,"65.7%","29.0%","25.3%","18%",103,17,3.4,8.9,"30.8%",679,"31.7%",,290,"25.7%",,0.45,0.11,0.18
"Zeitnot","SuperMassive Esports","ADC",26,"85%","62%",95,57,192,5,"63.6%","21.1%","19.6%","15%",163,116,8.7,8.8,"29.8%",608,"26.9%",,300,"23.7%",,0.35,0.12,0.18
"Zeitnot","SuperMassive Esports","Middle",1,"0%","100%",4,7,3,1,"50.0%","28.6%","28.0%","0%",-148,-155,-6,7.7,"20.9%",479,"27.4%",,242,"21.3%",,0.37,0.11,0.15
"Zergsting","Team AURORA","ADC",1,"100%","100%",10,4,12,5.5,"53.7%","24.4%","18.2%","100%",-209,-269,-21,6.4,"20.0%",695,"20.7%",,349,"20.9%",,0.53,0.11,0.25
"Zergsting","Team AURORA","Jungle",1,"0%","0%",2,5,9,2.2,"100.0%","18.2%","14.3%","0%",-885,-422,-14,3.6,"18.5%",351,"17.6%",,192,"22.7%",,0.55,0.16,0.36
"Zergsting","Team AURORA","Support",26,"58%","50%",34,101,220,2.5,"66.1%","8.9%","25.1%","31%",135,-9,4.8,1.3,"5.0%",248,"11.9%",,154,"13.3%",,1.42,0.37,0.46
