"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"CrowCrowd",7,4,3,35.5,96,107,0.9,0.82,-0.58,"-4.3%",50.7,6.4,-256,"14%","43%","57%",,"57%","71%","58%","40%","29%","25%","50.8%","48.1%",3.16,1.14,1.31
"Gambit Esports",4,1,3,35,35,68,0.51,0.74,-0.72,"-7.8%",57.7,-32.7,219,"25%","50%","50%",,"63%","75%","43%",,"25%","33%","51.2%","50.0%",3.39,1.16,1.15
"One Breath Gaming",3,0,3,38.5,32,51,0.63,0.72,0.14,"0.3%",49.4,-49.4,72,"100%","33%","33%",,"33%","33%","35%","0%","67%","80%","48.9%","49.9%",3.14,1.23,1.61
"Unicorns of Love.CIS",8,6,2,34.1,143,80,1.79,0.82,0.84,"7.5%",45.7,29.3,87,"75%","63%","50%",,"44%","25%","54%","75%","63%","69%","49.1%","51.6%",2.8,0.96,1.3
