"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Beşiktaş.Oyun Hizmetleri",17,9,8,34.6,212,172,1.23,0.65,-0.04,"1.7%",,,-182,"47%","29%","41%",,"52%","24%","40%",,"53%","55%","49.4%","54.9%",3.2,0.53,1.31
"ÇİLEKLER",14,3,11,38,146,170,0.86,0.59,-1.12,"-8.3%",,,-829,"50%","36%","21%",,"64%","29%","25%",,"36%","32%","47.9%","45.9%",3.49,0.61,1.32
"Dark Passage",14,11,3,34,185,159,1.16,0.72,1,"7.5%",,,703,"64%","57%","71%",,"50%","64%","67%",,"43%","69%","51.9%","49.9%",3.2,0.6,1.42
"HWA Gaming",17,9,8,34.3,208,213,0.98,0.72,-0.51,"-2.3%",,,-434,"53%","47%","35%",,"29%","53%","52%",,"41%","43%","49.6%","47.7%",3.45,0.61,1.31
"NumberOne Esports",14,2,12,36.2,98,156,0.63,0.5,-1.18,"-10.9%",,,-630,"36%","29%","21%",,"35%","50%","28%",,"7%","18%","50.1%","45.3%",3.15,0.4,1.32
"SuperMassive Esports",18,11,7,37.6,177,192,0.92,0.54,0.7,"5.6%",,,759,"39%","78%","67%",,"47%","56%","64%",,"56%","68%","51.2%","52.7%",3.55,0.72,1.69
"Team AURORA",14,10,4,36.1,148,103,1.44,0.5,1.22,"5.8%",,,962,"64%","64%","64%",,"80%","64%","63%",,"64%","61%","50.1%","53.6%",3.39,0.65,1.69
"Team Turquality",14,6,8,37.1,128,141,0.91,0.51,-0.1,"-0.6%",,,-433,"50%","57%","79%",,"54%","64%","67%",,"50%","53%","49.5%","48.5%",3.35,0.58,1.78
