"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Muscle","NumberOne Esports","Jungle",2,"50%",,3,5,9,2.4,"70.6%","17.6%","18.5%","0%",-487,294,-7.5,3.8,"14.6%",390,"25.1%",,185,"19.5%",,0.68,0.09,0.53
"Naru","SuperMassive Esports","Middle",18,"61%",,48,31,68,3.7,"65.5%","27.1%","16.1%","28%",126,44,6.4,8.9,"28.5%",535,"27.7%",,272,"24.4%",,0.55,0.13,0.28
"Panky","ÇİLEKLER","Top",14,"21%",,23,32,67,2.8,"61.6%","15.8%","18.8%","7%",-69,-25,-3,6.9,"24.3%",325,"19.4%",,206,"20.1%",,0.35,0.05,0.14
"Rawbin IV","Beşiktaş.Oyun Hizmetleri","Jungle",17,"53%",,46,40,100,3.7,"68.9%","21.7%","23.3%","41%",128,195,5,3.9,"12.8%",292,"16.2%",,205,"18.4%",,0.77,0.13,0.48
"Reach","Team Turquality","Jungle",14,"43%",,35,25,62,3.9,"75.8%","27.3%","17.7%","43%",28,-238,-0.9,4.5,"16.1%",318,"19.0%",,211,"20.1%",,0.9,0.15,0.59
"Revanche","HWA Gaming","ADC",17,"53%",,70,40,70,3.5,"67.3%","33.7%","18.8%","29%",-65,25,2,7.8,"27.1%",555,"28.8%",,262,"24.2%",,0.32,0.01,0.17
"Rogu","Beşiktaş.Oyun Hizmetleri","Support",17,"53%",,5,37,154,4.3,"75.0%","2.4%","21.5%","41%",-138,-134,-0.6,0.9,"3.4%",115,"6.5%",,123,"10.8%",,1.21,0.22,0.3
"Ruvelius","Beşiktaş.Oyun Hizmetleri","ADC",17,"53%",,64,41,76,3.4,"66.0%","30.2%","23.8%","29%",-75,104,-1.7,8.4,"28.7%",529,"28.9%",,277,"24.7%",,0.39,0.04,0.2
"Rydle","NumberOne Esports","Support",4,"0%",,0,11,16,1.5,"64.0%","0.0%","28.9%","25%",-139,-287,2,1,"3.1%",115,"7.6%",,96,"9.9%",,0.98,0.23,0.31
"Stomaged","SuperMassive Esports","Jungle",18,"61%",,22,47,87,2.3,"61.6%","12.4%","24.5%","33%",57,151,1.8,3.7,"11.6%",319,"15.8%",,200,"17.5%",,0.79,0.19,0.5
"Sw0rd","Team Turquality","Top",14,"43%",,31,40,46,1.9,"60.2%","24.2%","28.4%","21%",-121,-162,-5,7.7,"27.0%",391,"22.3%",,234,"22.2%",,0.59,0.1,0.25
"Swanepoel","NumberOne Esports","Support",10,"20%",,2,35,56,1.7,"79.5%","2.7%","29.7%","20%",-155,166,1.7,1,"3.8%",116,"7.8%",,104,"10.7%",,1.14,0.13,0.28
"Thaldrin","SuperMassive Esports","Top",12,"67%",,23,29,46,2.4,"58.5%","19.5%","21.2%","17%",110,262,4.7,8.3,"27.7%",405,"18.8%",,254,"22.1%",,0.48,0.09,0.16
"Trix","HWA Gaming","Jungle",17,"53%",,24,38,111,3.6,"64.9%","11.5%","17.8%","47%",-172,-198,-5,3.3,"11.5%",264,"13.5%",,187,"17.1%",,0.95,0.18,0.56
"Un1tback","Team Turquality","Support",14,"43%",,3,24,71,3.1,"57.8%","2.3%","17.0%","21%",83,39,0.6,1.4,"5.3%",137,"8.0%",,122,"11.5%",,0.99,0.2,0.33
"Visdom","HWA Gaming","Support",17,"53%",,7,60,132,2.3,"66.8%","3.4%","28.2%","41%",-66,-123,1.3,1,"3.5%",140,"7.5%",,126,"11.5%",,1.24,0.27,0.3
"Xyraz","Beşiktaş.Oyun Hizmetleri","Top",17,"53%",,42,36,89,3.6,"61.8%","19.8%","20.9%","24%",67,-48,-0.1,7.8,"28.3%",376,"20.7%",,252,"22.4%",,0.4,0.04,0.18
"Zeitnot","Dark Passage","ADC",14,"79%",,66,35,72,3.9,"74.6%","35.7%","22.0%","29%",143,-119,6.4,8.2,"25.5%",688,"32.4%",,283,"23.8%",,0.38,0.06,0.22
"Zergsting","Team AURORA","Support",14,"71%",,12,26,87,3.8,"66.9%","8.1%","25.2%","50%",177,169,-1.8,1.1,"4.0%",146,"8.6%",,132,"11.3%",,1.18,0.27,0.48
