"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"369","Topsports Gaming","Top",6,"50%","100%",12,16,21,2.1,"50.0%","18.2%","23.9%","17%",81,233,6.3,7.9,"25.6%",432,"24.5%",,239,"21.6%",,0.39,0.19,0.17
"Baolan","Invictus Gaming","Support",7,"86%","29%",5,24,89,3.9,"70.1%","3.7%","23.8%","14%",75,26,3.6,1.7,"5.8%",154,"7.3%",,131,"10.4%",,1.47,0.49,0.14
"beishang","Team WE","Jungle",4,"25%","50%",10,13,27,2.8,"74.0%","20.0%","19.4%","0%",6,317,9.3,5.2,"13.8%",255,"14.6%",,202,"17.8%",,0.65,0.31,0.5
"Ben","Topsports Gaming","Support",11,"45%","73%",4,33,87,2.8,"68.4%","3.0%","22.3%","18%",36,134,-2.3,1.6,"5.9%",121,"6.9%",,112,"10.1%",,1.3,0.39,0.32
"Changhong","SinoDragon Gaming","Top",6,"50%","33%",11,18,26,2.1,"62.7%","18.6%","25.7%","17%",30,-79,3.2,7.2,"20.8%",415,"27.3%",,229,"20.1%",,0.35,0.08,0.07
"Clearlove","EDward Gaming","Jungle",1,"0%","100%",1,3,2,1,"75.0%","25.0%","23.1%","100%",-398,-448,-14,3.7,"10.6%",141,"13.6%",,127,"15.9%",,0.73,0.4,0.07
"Crisp","FunPlus Phoenix","Support",9,"56%","44%",6,22,84,4.1,"69.2%","4.6%","23.9%","22%",-21,-99,2.7,2.2,"7.8%",129,"7.8%",,135,"11.4%",,1.28,0.4,0.18
"Doinb","FunPlus Phoenix","Middle",9,"56%","44%",34,18,52,4.8,"66.2%","26.2%","19.6%","22%",64,-115,-3.1,8.9,"28.9%",421,"24.6%",,283,"24.3%",,0.48,0.12,0.16
"Flawless","JD Gaming","Jungle",17,"53%","41%",51,52,122,3.3,"67.8%","20.0%","19.8%","41%",-126,-273,-5.2,4.7,"13.7%",213,"11.8%",,198,"17.3%",,0.9,0.41,0.46
"GALA","SinoDragon Gaming","ADC",6,"50%","0%",15,10,26,4.1,"69.5%","25.4%","14.3%","17%",-60,127,-3.3,9.5,"32.5%",368,"22.1%",,299,"26.5%",,0.33,0.11,0.22
"GimGoon","FunPlus Phoenix","Top",9,"56%","56%",19,13,53,5.5,"55.4%","14.6%","14.1%","44%",-54,12,-7.2,7,"20.3%",426,"26.1%",,233,"20.7%",,0.43,0.14,0.11
"Haro","EDward Gaming","Jungle",2,"0%","50%",2,7,11,1.9,"56.5%","8.7%","26.9%","50%",-233,-313,-12.5,4,"11.3%",108,"6.3%",,139,"14.6%",,0.34,0.4,0.27
"iBoy","EDward Gaming","ADC",3,"0%","100%",8,5,14,4.4,"81.5%","29.6%","12.8%","0%",-4,-45,8,9.6,"34.7%",484,"31.5%",,274,"29.4%",,0.34,0.09,0.46
"imp","JD Gaming","ADC",17,"53%","29%",83,57,106,3.3,"74.1%","32.5%","21.8%","35%",-70,75,-2.8,8.4,"28.5%",518,"27.5%",,295,"25.9%",,0.37,0.12,0.35
"JackeyLove","Invictus Gaming","ADC",7,"86%","57%",37,16,50,5.4,"64.9%","27.6%","15.8%","0%",14,31,2,9.5,"33.0%",558,"24.7%",,342,"26.6%",,0.28,0.13,0.4
"Karsa","Royal Never Give Up","Jungle",5,"40%","40%",17,20,37,2.7,"73.0%","23.0%","23.3%","20%",319,524,8,4.5,"13.3%",275,"17.8%",,194,"18.4%",,0.72,0.45,0.33
