"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Fiddlesticks","Support",2,"6.5%","3.2%","9.7%","50%","100%",2,10,22,2.4,"80.0%","26.3%","50%",275,-128,-13.5,0.5,"1.9%",291,"13.6%","10.0%",1.27,0.13
"Galio","Middle",1,"3.2%","51.6%","93.5%","100%","0%",3,0,12,15,"93.8%","-","0%",-321,-470,-14,9.3,"29.1%",308,"22.4%","23.0%",0.41,0.1
"Galio","Support",12,"38.7%","51.6%","93.5%","58%","0%",5,34,95,2.9,"62.9%","22.7%","0%",-16,-21,2.4,1.9,"6.4%",147,"9.0%","9.6%",1.45,0.16
"Gangplank","Top",3,"9.7%","35.5%","45.2%","67%","67%",11,8,20,3.9,"66.0%","17.8%","0%",11,-31,4,8.7,"26.8%",590,"28.8%","25.2%",0.47,0.12
"Gnar","Top",2,"6.5%","3.2%","9.7%","50%","100%",4,4,18,5.5,"57.9%","13.8%","0%",316,28,8,7.6,"27.6%",364,"18.0%","20.6%",0.48,0.12
"Gragas","Jungle",3,"9.7%","3.2%","16.1%","33%","67%",4,8,17,2.6,"67.7%","23.5%","33%",-293,-335,-14,4.3,"13.5%",212,"12.8%","15.2%",0.82,0.28
"Gragas","Support",1,"3.2%","3.2%","16.1%","100%","100%",2,4,6,2,"36.4%","33.3%","100%",-41,169,7,1.4,"4.0%",207,"9.9%","7.9%",1.47,0.2
"Hecarim","Top",4,"12.9%","3.2%","16.1%","75%","50%",6,13,28,2.6,"58.6%","26.0%","0%",-1057,-841,-31.3,6.5,"24.8%",283,"17.9%","18.0%",0.48,0.09
"Irelia","Middle",1,"3.2%","19.4%","25.8%","0%","100%",0,2,1,0.5,"25.0%","15.4%","0%",17,-107,-1,8.3,"25.5%",232,"22.3%","23.9%",0.37,0.26
"Irelia","Top",1,"3.2%","19.4%","25.8%","0%","100%",2,4,4,1.5,"100.0%","28.6%","0%",698,465,26,7.6,"18.5%",475,"32.7%","22.1%",0.37,0.14
"Jarvan IV","Jungle",7,"22.6%","64.5%","87.1%","71%","0%",20,18,82,5.7,"84.3%","22.0%","57%",-221,-304,-8.6,4.2,"11.4%",207,"10.7%","15.7%",1.08,0.48
"Jayce","Middle",4,"12.9%","32.3%","67.7%","75%","25%",18,7,24,6,"80.8%","19.4%","0%",-110,-87,0.8,8.2,"23.2%",596,"32.2%","23.3%",0.4,0.35
"Jayce","Top",7,"22.6%","32.3%","67.7%","29%","43%",33,26,39,2.8,"70.6%","20.6%","14%",-30,29,6,8,"26.2%",648,"33.8%","24.5%",0.39,0.27
"Jinx","-",0,"0%","3.2%","3.2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kai'Sa","ADC",20,"64.5%","16.1%","80.6%","45%","15%",81,51,100,3.5,"64.0%","18.6%","30%",-186,18,-6.2,9.1,"32.0%",420,"23.9%","26.8%",0.35,0.33
"Kalista","ADC",5,"16.1%","32.3%","48.4%","20%","20%",14,17,27,2.4,"68.3%","19.1%","20%",-25,-22,9.6,9.1,"28.9%",316,"18.3%","25.4%",0.34,0.44
"Karma","Middle",1,"3.2%","6.5%","9.7%","0%","100%",0,1,3,3,"75.0%","7.1%","0%",221,149,-2,8.9,"24.7%",285,"21.2%","22.0%",0.49,0.2
"Kayle","Top",2,"6.5%","0.0%","6.5%","50%","50%",14,4,10,6,"70.6%","15.4%","0%",-400,-462,-17,9.2,"34.6%",501,"25.2%","29.8%",0.52,0.11
"Kennen","Top",8,"25.8%","25.8%","51.6%","63%","25%",16,21,52,3.2,"52.7%","21.4%","50%",265,40,1.6,7.2,"21.5%",379,"23.1%","19.5%",0.43,0.2
"Kindred","Jungle",3,"9.7%","6.5%","16.1%","33%","100%",8,6,12,3.3,"76.9%","18.8%","33%",203,167,1.7,5,"15.2%",231,"15.7%","19.1%",0.59,0.63
"Kog'Maw","ADC",3,"9.7%","12.9%","22.6%","33%","100%",15,10,13,2.8,"53.8%","19.2%","33%",-261,-283,-7.3,9.5,"31.7%",528,"27.9%","26.0%",0.3,0.34
"LeBlanc","Middle",6,"19.4%","35.5%","54.8%","50%","33%",17,13,36,4.1,"70.7%","14.9%","17%",-18,33,-0.2,7.7,"21.4%",419,"25.0%","21.5%",0.26,0.32
"Lee Sin","Jungle",13,"41.9%","19.4%","61.3%","54%","38%",49,37,85,3.6,"70.2%","20.9%","38%",93,-33,-0.2,4.7,"13.7%",246,"14.1%","19.0%",0.72,0.29
"Leona","Support",2,"6.5%","0.0%","6.5%","50%","100%",1,8,18,2.4,"51.4%","23.5%","50%",-497,-421,5.5,1.9,"7.2%",97,"5.3%","10.4%",1.34,0.27
"Lissandra","Middle",8,"25.8%","61.3%","87.1%","63%","50%",17,23,64,3.5,"76.4%","24.2%","0%",-7,-39,-0.8,8.3,"23.7%",440,"27.6%","21.9%",0.38,0.22
"Lucian","ADC",4,"12.9%","19.4%","32.3%","50%","50%",7,5,22,5.8,"64.4%","13.5%","0%",125,124,9.8,9.4,"30.6%",497,"27.7%","24.9%",0.43,0.51
"Lulu","Middle",1,"3.2%","6.5%","9.7%","0%","100%",1,1,0,1,"25.0%","7.7%","0%",-168,160,9,9.3,"27.4%",197,"20.2%","24.3%",0.36,0.2
"Malzahar","Middle",1,"3.2%","0.0%","3.2%","100%","100%",0,6,16,2.7,"69.6%","28.6%","0%",-263,-598,-1,7,"20.9%",584,"20.4%","17.1%",0.53,0.28
"Morgana","Middle",2,"6.5%","51.6%","74.2%","50%","50%",12,4,14,6.5,"83.9%","15.4%","50%",-268,-69,-5.5,8,"24.1%",673,"36.6%","23.1%",0.41,0.2
"Morgana","Support",5,"16.1%","51.6%","74.2%","40%","100%",2,11,57,5.4,"86.8%","15.9%","40%",189,-41,-10,0.6,"2.7%",208,"11.1%","12.1%",1.33,0.34
"Nautilus","Support",1,"3.2%","0.0%","3.2%","100%","100%",1,5,10,2.2,"50.0%","27.8%","0%",12,-177,5,2.3,"8.5%",99,"3.9%","10.0%",1.33,0.24
"Nidalee","Jungle",1,"3.2%","0.0%","3.2%","100%","0%",3,2,6,4.5,"69.2%","50.0%","0%",398,448,14,5.9,"18.5%",272,"15.8%","19.4%",0.33,0.69
"Nocturne","Jungle",3,"9.7%","12.9%","22.6%","33%","67%",10,7,14,3.4,"54.5%","17.1%","33%",-203,-317,-9.7,4.7,"12.3%",269,"18.6%","16.7%",0.42,0.53
"Olaf","Jungle",10,"32.3%","22.6%","54.8%","40%","80%",20,29,63,2.9,"63.4%","18.7%","30%",51,186,7.9,5.2,"14.7%",250,"14.2%","17.5%",0.58,0.51
"Orianna","Middle",1,"3.2%","0.0%","3.2%","100%","0%",4,0,7,11,"78.6%","0.0%","0%",-221,-149,2,10,"28.0%",523,"33.5%","24.4%",0.28,0.32
"Ornn","Top",3,"9.7%","3.2%","12.9%","0%","67%",4,11,10,1.3,"53.8%","20.8%","0%",-472,-272,-7,6.3,"19.6%",195,"16.6%","18.9%",0.45,0.16
"Poppy","Top",2,"6.5%","0.0%","6.5%","0%","50%",4,5,15,3.8,"54.3%","12.2%","50%",-431,-163,-15.5,6.4,"18.8%",238,"11.7%","18.3%",0.45,0.15
"Rakan","Support",5,"16.1%","9.7%","25.8%","60%","60%",4,6,56,10,"98.4%","13.6%","40%",178,83,-11.4,0.3,"1.7%",164,"10.7%","12.5%",1.26,0.27
"Rek'Sai","Jungle",13,"41.9%","41.9%","83.9%","54%","15%",57,39,65,3.1,"65.9%","19.9%","38%",132,144,3.7,5,"14.0%",292,"16.0%","18.6%",0.95,0.49
"Renekton","Middle",1,"3.2%","0.0%","12.9%","100%","100%",5,2,7,6,"54.5%","40.0%","0%",1197,-39,2,8.1,"25.0%",270,"19.4%","23.9%",0.4,0.26
"Renekton","Top",3,"9.7%","0.0%","12.9%","33%","100%",5,7,7,1.7,"54.5%","19.4%","33%",488,873,18,8.5,"26.3%",382,"26.8%","25.5%",0.37,0.09
"Ryze","Middle",6,"19.4%","41.9%","74.2%","50%","17%",15,20,28,2.2,"46.2%","21.5%","0%",-389,-203,-7.3,8.7,"28.5%",394,"21.4%","22.6%",0.44,0.13
"Ryze","Top",4,"12.9%","41.9%","74.2%","75%","0%",16,8,24,5,"70.2%","18.6%","25%",725,419,17.8,8.8,"24.9%",548,"29.4%","25.3%",0.41,0.12
"Sejuani","Jungle",2,"6.5%","3.2%","9.7%","50%","100%",4,5,14,3.6,"72.0%","25.0%","0%",36,252,-2,4.6,"14.2%",258,"12.9%","16.6%",0.4,0.31
"Sion","Middle",1,"3.2%","0.0%","16.1%","0%","100%",2,4,7,2.3,"64.3%","20.0%","100%",-23,-113,-1,6.7,"19.5%",351,"18.8%","20.0%",0.43,0.14
"Sion","Top",4,"12.9%","0.0%","16.1%","25%","50%",6,14,13,1.4,"59.4%","25.9%","25%",-377,-523,-13.8,6.6,"20.0%",337,"22.8%","19.5%",0.43,0.08
"Sivir","ADC",1,"3.2%","0.0%","3.2%","0%","100%",4,1,4,8,"72.7%","8.3%","0%",-243,-208,6,10.1,"39.8%",580,"35.6%","33.9%",0.35,0.35
"Skarner","Jungle",1,"3.2%","3.2%","6.5%","0%","100%",1,4,2,0.8,"50.0%","20.0%","0%",-662,-818,-10,3.5,"7.3%",94,"6.9%","14.0%",0.96,0.56
"Swain","Top",3,"9.7%","0.0%","9.7%","67%","33%",8,7,17,3.6,"69.4%","17.9%","0%",-195,-269,-2.3,8.2,"25.9%",601,"32.9%","23.5%",0.33,0.07
"Sylas","Middle",3,"9.7%","83.9%","100.0%","33%","0%",8,8,11,2.4,"82.6%","18.2%","67%",-302,182,-0.3,7.8,"24.7%",455,"26.8%","25.4%",0.32,0.13
"Sylas","Top",2,"6.5%","83.9%","100.0%","100%","0%",5,2,14,9.5,"61.3%","40.0%","50%",661,-168,3,8.3,"24.9%",498,"28.6%","21.8%",0.36,0.11
"Syndra","Middle",9,"29.0%","32.3%","61.3%","56%","44%",27,26,60,3.3,"60.0%","16.4%","33%",277,114,7,7.7,"24.7%",475,"24.1%","21.5%",0.45,0.17
"Tahm Kench","Support",3,"9.7%","19.4%","29.0%","67%","33%",2,10,36,3.8,"76.0%","22.2%","0%",179,87,-1,2,"6.9%",133,"6.0%","11.7%",1.43,0.13
"Taliyah","Jungle",1,"3.2%","3.2%","12.9%","0%","100%",5,4,5,2.5,"90.9%","18.2%","0%",1108,565,7,5.3,"19.0%",382,"28.2%","23.6%",0.43,0.32
"Taliyah","Middle",2,"6.5%","3.2%","12.9%","50%","50%",5,3,10,5,"62.5%","12.0%","0%",-294,-394,-4,7.8,"26.1%",323,"19.7%","21.2%",0.37,0.28
"Thresh","Support",2,"6.5%","6.5%","12.9%","0%","100%",0,8,17,2.1,"89.5%","25.0%","0%",-94,82,-4.5,0.9,"2.7%",134,"8.6%","9.0%",1.56,0.47
"Urgot","Jungle",2,"6.5%","3.2%","9.7%","50%","100%",9,6,11,3.3,"58.8%","15.8%","50%",-936,-139,-6.5,4.8,"15.6%",320,"19.3%","17.0%",0.31,0.67
"Varus","ADC",11,"35.5%","9.7%","45.2%","64%","55%",46,31,63,3.5,"68.6%","20.3%","9%",100,58,1,9,"29.0%",517,"26.3%","26.5%",0.36,0.35
"Vayne","ADC",10,"32.3%","32.3%","64.5%","60%","100%",49,34,43,2.7,"64.8%","24.5%","10%",-30,-39,-0.9,8.6,"28.7%",427,"24.3%","25.4%",0.39,0.4
"Viktor","Top",1,"3.2%","0.0%","3.2%","0%","100%",0,8,13,1.6,"81.3%","27.6%","0%",154,42,2,7.8,"24.4%",663,"33.2%","21.6%",0.42,0.09
"Vladimir","Top",7,"22.6%","12.9%","35.5%","71%","86%",22,19,43,3.4,"58.6%","19.2%","0%",109,225,1.3,8,"25.9%",556,"28.0%","22.4%",0.4,0.16
"Xayah","ADC",4,"12.9%","9.7%","22.6%","75%","50%",25,8,24,6.1,"86.0%","18.2%","0%",483,53,18.8,10,"40.1%",558,"32.4%","30.4%",0.31,0.31
"Xin Zhao","Jungle",2,"6.5%","0.0%","6.5%","50%","100%",4,7,13,2.4,"58.6%","23.3%","100%",-100,-320,-4,5,"16.5%",193,"10.1%","18.1%",1.09,0.49
"Yorick","Top",3,"9.7%","29.0%","38.7%","33%","33%",7,7,8,2.1,"35.7%","14.6%","33%",-190,23,-4.3,8.3,"25.7%",418,"22.9%","24.1%",0.41,0.15
"Zoe","Middle",4,"12.9%","19.4%","32.3%","50%","100%",11,8,28,4.9,"60.9%","14.3%","25%",52,282,4.8,7.6,"21.5%",540,"26.6%","20.9%",0.43,0.23
