"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Adrian","Team Impulse","Support",13,"46%",,9,34,97,3.1,"65.0%","5.5%","20.6%","31%",-54,-59,0.5,1,"3.9%",130,"7.0%",,100,"9.5%",,1.38,0.18,0.23
"aphromoo","Counter Logic Gaming","Support",3,"0%",,4,14,14,1.3,"66.7%","14.8%","20.3%","33%",-63,239,5,1.2,"4.8%",150,"8.2%",,84,"9.4%",,0.86,0.23,0.16
"Apollo","Team Impulse","ADC",13,"46%",,42,31,72,3.7,"69.9%","25.8%","18.8%","23%",52,105,1.3,8.1,"26.4%",447,"24.8%",,247,"24.1%",,0.17,0.09,0.13
"BalIs","Cloud9","Top",9,"44%",,18,22,44,2.8,"71.3%","20.7%","18.5%","22%",-55,-191,0.6,6.7,"25.1%",317,"17.9%",,199,"20.0%",,0.35,0.01,0.05
"Bjergsen","TSM","Middle",8,"75%",,43,11,43,7.8,"72.3%","36.1%","16.9%","50%",282,314,8.3,8.2,"26.9%",675,"34.1%",,268,"24.6%",,0.4,0.05,0.09
"Bunny FuFuu","Gravity","Support",4,"25%",,1,14,23,1.7,"64.9%","2.7%","19.2%","50%",-24,90,-4,0.6,"2.1%",127,"6.9%",,86,"8.5%",,1.02,0.09,0.17
"Cop","Gravity","ADC",4,"25%",,12,12,15,2.3,"73.0%","32.4%","16.4%","50%",-92,-260,-5,8.8,"31.4%",548,"29.6%",,264,"26.9%",,0.15,0.03,0.11
"Darshan","Counter Logic Gaming","Top",3,"0%",,5,13,11,1.2,"59.3%","18.5%","18.8%","67%",16,139,7.7,6.3,"25.9%",470,"26.6%",,176,"19.5%",,0.62,0.03,0.07
"Doublelift","Counter Logic Gaming","ADC",3,"0%",,8,11,10,1.6,"66.7%","29.6%","15.9%","33%",83,-454,5.3,8.9,"34.0%",443,"23.4%",,263,"30.0%",,0.16,0.04,0.12
"Dyrus","TSM","Top",8,"75%",,9,16,70,4.9,"66.4%","7.6%","24.6%","50%",154,425,7.4,6,"22.9%",285,"14.9%",,197,"18.2%",,0.49,0.03,0.1
"Fenix","Team Liquid","Middle",13,"62%",,53,24,88,5.9,"71.6%","26.9%","17.0%","31%",34,155,1.5,8.4,"30.2%",614,"29.8%",,254,"24.8%",,0.2,0.06,0.12
"Hai","Cloud9","Middle",9,"44%",,22,30,35,1.9,"65.5%","25.3%","25.2%","11%",-129,-351,-3.7,7.5,"24.5%",470,"25.5%",,221,"22.4%",,0.25,0.06,0.24
"Hauntzer","Gravity","Top",4,"25%",,6,16,18,1.5,"64.9%","16.2%","21.9%","25%",-112,-137,-6,6.7,"23.0%",457,"24.6%",,199,"20.4%",,0.5,0.03,0.05
"Impact","Team Impulse","Top",13,"46%",,35,33,73,3.3,"66.3%","21.5%","20.0%","15%",0,-31,-0.8,7.7,"27.3%",463,"25.4%",,233,"22.9%",,0.39,0.04,0.04
"IWDominate","Team Liquid","Jungle",13,"62%",,29,36,115,4,"73.1%","14.7%","25.5%","15%",70,129,1.6,3.5,"12.3%",250,"12.5%",,196,"18.9%",,0.78,0.08,0.35
"Keane","Gravity","Middle",4,"25%",,10,17,15,1.5,"67.6%","27.0%","23.3%","25%",-380,-507,-9.8,7.7,"29.2%",425,"23.0%",,220,"23.5%",,0.16,0.03,0.05
"LemonNation","Cloud9","Support",9,"44%",,5,29,64,2.4,"79.3%","5.7%","24.4%","33%",59,171,8.3,1.1,"4.0%",185,"10.6%",,98,"9.9%",,1.2,0.16,0.31
"Link","Counter Logic Gaming","Middle",3,"0%",,6,15,13,1.3,"70.4%","22.2%","21.7%","33%",-12,-125,-8,7.1,"23.1%",590,"31.5%",,212,"24.2%",,0.18,0.02,0.06
"Lustboy","TSM","Support",8,"75%",,7,15,79,5.7,"72.3%","5.9%","23.1%","38%",64,-193,-5.9,0.7,"3.3%",161,"8.0%",,120,"10.9%",,1.25,0.27,0.34
"Meteos","Cloud9","Jungle",9,"44%",,6,19,62,3.6,"78.2%","6.9%","16.0%","56%",-41,-113,3,3.8,"13.0%",263,"15.3%",,186,"19.0%",,0.84,0.11,0.31
