"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ahri","Middle",3,"12.0%","0.0%","12.0%","67%","-",14,3,17,10.3,"79.5%","10.3%","67%",276,417,1.7,8.5,"30.7%",542,"33.2%","25.6%",0.25,0.08
"Alistar","Support",6,"24.0%","0.0%","24.0%","50%","-",5,20,50,2.8,"71.4%","22.7%","17%",-133,-153,-0.2,1,"3.7%",116,"6.0%","9.8%",1.15,0.23
"Azir","Middle",2,"8.0%","12.0%","20.0%","50%","-",9,7,11,2.9,"71.4%","23.3%","0%",-94,71,2,8.6,"31.6%",850,"37.1%","24.5%",0.27,0.09
"Braum","Support",3,"12.0%","0.0%","12.0%","67%","-",1,6,21,3.7,"81.5%","18.8%","33%",-7,351,8.3,1,"3.9%",149,"9.6%","9.9%",1.24,0.35
"Cassiopeia","-",0,"0%","8.0%","8.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Cho'Gath","Middle",1,"4.0%","0.0%","4.0%","100%","-",5,2,3,4,"57.1%","28.6%","100%",232,480,2,9.4,"31.4%",536,"30.2%","25.6%",0.28,0.09
"Corki","ADC",5,"20.0%","4.0%","52.0%","60%","-",26,11,26,4.7,"70.3%","24.4%","20%",70,341,5.4,8.2,"28.8%",605,"29.3%","24.8%",0.14,0.1
"Corki","Middle",7,"28.0%","4.0%","52.0%","71%","-",27,12,43,5.8,"76.1%","16.4%","14%",160,10,7.4,8.5,"29.3%",716,"35.9%","24.9%",0.24,0.27
"Draven","ADC",1,"4.0%","0.0%","4.0%","0%","-",1,5,5,1.2,"85.7%","25.0%","0%",-936,15,-14,7.3,"26.3%",255,"15.4%","23.4%",0.12,0.1
"Ezreal","Middle",1,"4.0%","0.0%","4.0%","0%","-",3,3,0,1,"75.0%","13.6%","100%",258,-414,-8,7.1,"22.1%",683,"36.5%","26.6%",0.06,0.06
"Fizz","Middle",1,"4.0%","8.0%","12.0%","100%","-",7,4,7,3.5,"70.0%","44.4%","100%",257,3,1,6.9,"23.8%",413,"21.4%","21.1%",0.19,0.12
"Gnar","Top",3,"12.0%","12.0%","24.0%","33%","-",7,6,17,4,"80.0%","14.0%","33%",-264,-829,-13,6.8,"24.8%",395,"21.7%","21.3%",0.34,0.04
"Gragas","Jungle",12,"48.0%","16.0%","64.0%","67%","-",22,19,113,7.1,"80.4%","14.4%","58%",91,-91,2.3,3.6,"12.4%",271,"14.4%","18.7%",0.74,0.31
"Graves","ADC",3,"12.0%","0.0%","12.0%","67%","-",8,10,20,2.8,"60.9%","21.7%","0%",-239,272,-3.7,8.9,"30.5%",461,"24.4%","24.7%",0.16,0.11
"Hecarim","Top",9,"36.0%","48.0%","84.0%","67%","-",38,16,55,5.8,"72.1%","16.8%","0%",233,258,8.7,8,"28.2%",491,"23.9%","23.4%",0.29,0.06
"Janna","Support",10,"40.0%","12.0%","52.0%","40%","-",6,23,89,4.1,"79.2%","19.5%","20%",16,-52,-7.7,0.4,"1.9%",82,"4.2%","10.0%",1.3,0.26
"Jarvan IV","Jungle",1,"4.0%","0.0%","4.0%","0%","-",0,6,3,0.5,"75.0%","27.3%","100%",-256,-214,-6,3.5,"13.1%",122,"6.5%","16.6%",0.85,0.18
"Jinx","ADC",2,"8.0%","0.0%","8.0%","50%","-",11,6,7,3,"81.8%","28.6%","0%",-355,-321,-14,8.1,"30.6%",477,"33.1%","27.5%",0.15,0.2
"Kalista","ADC",6,"24.0%","12.0%","36.0%","50%","-",22,15,24,3.1,"71.9%","21.1%","17%",-115,-101,-6.5,7.8,"27.4%",423,"21.9%","24.4%",0.14,0.12
"Karthus","Middle",2,"8.0%","0.0%","8.0%","0%","-",3,8,9,1.5,"60.0%","20.0%","0%",-51,-98,-13.5,8.7,"28.4%",605,"32.5%","25.7%",0.5,0.06
"Kassadin","Middle",1,"4.0%","0.0%","4.0%","100%","-",6,0,8,14,"66.7%","0.0%","100%",397,588,9,10,"33.2%",681,"29.0%","26.6%",0.15,0.35
"Kennen","Support",3,"12.0%","16.0%","32.0%","100%","-",4,4,28,8,"62.7%","22.2%","0%",-26,-161,-11,0.8,"3.9%",230,"11.0%","11.7%",1.37,0.42
"Kennen","Top",1,"4.0%","16.0%","32.0%","0%","-",2,3,2,1.3,"44.4%","16.7%","0%",16,-499,-8,7.5,"30.2%",481,"31.3%","23.3%",0.44,0.02
"Kog'Maw","ADC",3,"12.0%","0.0%","16.0%","33%","-",15,7,13,4,"75.7%","15.6%","0%",-507,-294,-19,7.6,"31.8%",737,"36.5%","25.4%",0.16,0.11
"Kog'Maw","Middle",1,"4.0%","0.0%","16.0%","100%","-",9,0,6,15,"88.2%","0.0%","0%",-146,78,-10,8.8,"31.1%",1286,"53.3%","28.4%",0.57,0.12
"LeBlanc","Middle",2,"8.0%","0.0%","8.0%","50%","-",11,7,9,2.9,"74.1%","26.9%","50%",278,-13,17.5,7.4,"24.0%",516,"30.9%","24.1%",0.27,0.1
"Lee Sin","Jungle",3,"12.0%","24.0%","36.0%","33%","-",12,10,19,3.1,"72.1%","20.4%","0%",-155,-228,-5.7,3,"9.9%",267,"14.5%","17.2%",0.86,0.16
"Leona","Support",3,"12.0%","4.0%","16.0%","33%","-",3,11,18,1.9,"44.7%","22.9%","33%",-131,-83,5,1.3,"4.9%",153,"7.7%","9.6%",1.41,0.24
"Lissandra","Middle",3,"12.0%","0.0%","12.0%","67%","-",6,11,26,2.9,"68.1%","31.4%","67%",-94,-529,-15.7,7.4,"24.1%",465,"21.5%","20.3%",0.2,0.22
"Lucian","ADC",12,"48.0%","0.0%","48.0%","58%","-",67,24,53,5,"71.9%","15.9%","25%",243,186,9.5,8.8,"32.8%",613,"30.7%","27.8%",0.15,0.2
"Lulu","Middle",4,"16.0%","20.0%","60.0%","0%","-",9,11,11,1.8,"76.9%","15.3%","0%",-170,166,-1.8,8.1,"31.2%",351,"20.7%","26.4%",0.24,0.14
"Lulu","Top",6,"24.0%","20.0%","60.0%","50%","-",5,10,49,5.4,"76.1%","17.5%","50%",2,-85,0.8,6.5,"25.1%",316,"17.0%","19.8%",0.41,0.12
"Maokai","Top",10,"40.0%","16.0%","56.0%","50%","-",17,29,68,2.9,"75.9%","20.9%","40%",66,72,-2.1,5.7,"22.1%",330,"18.5%","18.5%",0.38,0.07
"Morgana","Support",3,"12.0%","32.0%","52.0%","0%","-",1,15,13,0.9,"63.6%","22.7%","0%",-22,-346,2.3,0.6,"2.2%",173,"9.9%","9.4%",1.06,0.26
"Morgana","Top",2,"8.0%","32.0%","52.0%","0%","-",2,10,7,0.9,"60.0%","27.0%","0%",142,466,14.5,7.7,"23.8%",418,"29.8%","21.5%",0.36,0.04
"Nami","Support",1,"4.0%","0.0%","4.0%","0%","-",0,2,4,2,"100.0%","18.2%","100%",-23,-216,-9,0.3,"1.5%",83,"6.7%","9.4%",1,0.15
"Nautilus","Support",14,"56.0%","12.0%","68.0%","57%","-",14,39,117,3.4,"67.9%","23.5%","29%",57,206,5.2,1.3,"4.7%",182,"9.3%","10.0%",1.22,0.23
"Nidalee","Jungle",1,"4.0%","20.0%","24.0%","0%","-",2,0,1,3,"75.0%","0.0%","0%",311,696,14,4.4,"17.1%",279,"15.3%","23.2%",0.33,0.72
"Nunu & Willump","Jungle",9,"36.0%","8.0%","44.0%","44%","-",14,24,65,3.3,"76.0%","22.0%","33%",-184,-188,-6.3,2.9,"9.2%",212,"11.7%","16.8%",0.82,0.23
"Orianna","Middle",5,"20.0%","16.0%","36.0%","60%","-",17,12,29,3.8,"86.8%","17.6%","20%",-237,-235,-2.2,9.9,"35.9%",600,"31.5%","27.2%",0.35,0.1
"Rek'Sai","Jungle",7,"28.0%","0.0%","28.0%","29%","-",12,28,39,1.8,"77.3%","23.1%","43%",-54,265,6.7,3.9,"13.9%",278,"15.0%","20.3%",0.56,0.27
"Rumble","Top",4,"16.0%","80.0%","96.0%","75%","-",17,10,27,4.4,"66.7%","20.4%","25%",-258,-543,-13.5,6.3,"24.2%",461,"25.5%","20.1%",0.39,0.07
"Sejuani","Jungle",13,"52.0%","36.0%","88.0%","62%","-",18,29,118,4.7,"74.7%","20.7%","38%",89,180,1.7,3.8,"14.0%",270,"14.4%","18.9%",0.81,0.35
"Shyvana","Top",4,"16.0%","0.0%","16.0%","50%","-",11,7,13,3.4,"55.8%","15.2%","25%",162,556,0.3,8.1,"27.7%",398,"21.2%","25.0%",0.52,0.04
"Sion","Top",6,"24.0%","8.0%","32.0%","67%","-",8,18,45,2.9,"60.2%","29.5%","0%",-350,-356,-5.3,5.7,"20.3%",341,"16.3%","17.3%",0.46,0.09
"Sivir","ADC",14,"56.0%","4.0%","60.0%","50%","-",44,22,78,5.5,"70.9%","12.9%","43%",94,-206,-0.5,9.1,"32.7%",513,"29.1%","27.8%",0.15,0.14
"Thresh","Support",7,"28.0%","20.0%","48.0%","57%","-",3,20,71,3.7,"83.1%","23.5%","57%",60,-75,0,0.9,"3.0%",112,"6.3%","9.2%",1.18,0.22
"Twisted Fate","Middle",2,"8.0%","28.0%","36.0%","0%","-",4,12,11,1.3,"71.4%","26.7%","0%",-537,-212,-13,6.9,"26.7%",431,"27.6%","26.6%",0.24,0.1
"Twitch","ADC",1,"4.0%","0.0%","4.0%","100%","-",5,2,5,5,"58.8%","33.3%","0%",-459,70,-3,6.5,"23.5%",397,"23.7%","21.0%",0.22,0.22
"Urgot","ADC",1,"4.0%","68.0%","96.0%","0%","-",3,4,5,2,"88.9%","22.2%","0%",558,626,22,6.7,"22.6%",264,"17.2%","23.5%",0.12,0.15
"Urgot","Middle",6,"24.0%","68.0%","96.0%","67%","-",23,13,36,4.5,"65.6%","26.5%","33%",70,-21,6.5,7.1,"22.7%",494,"25.1%","21.5%",0.35,0.07
"Vayne","ADC",2,"8.0%","0.0%","8.0%","0%","-",5,7,4,1.3,"60.0%","17.9%","0%",-53,-219,-2,7.5,"24.6%",483,"24.0%","24.2%",0.21,0.14
"Vi","Jungle",3,"12.0%","12.0%","24.0%","67%","-",10,8,27,4.6,"71.2%","22.9%","33%",305,-233,-7.7,3.5,"10.0%",282,"13.8%","18.9%",0.56,0.19
"Vladimir","Middle",4,"16.0%","28.0%","64.0%","50%","-",7,8,23,3.8,"51.7%","19.5%","0%",-183,42,-1.8,9,"28.3%",465,"23.4%","22.8%",0.28,0.08
"Vladimir","Top",5,"20.0%","28.0%","64.0%","20%","-",10,15,28,2.5,"56.7%","17.2%","40%",41,320,8.2,6.9,"26.9%",538,"27.8%","20.2%",0.46,0.09
"Yasuo","Middle",1,"4.0%","8.0%","12.0%","0%","-",1,5,2,0.6,"50.0%","29.4%","0%",-720,-483,-18,7.5,"30.6%",237,"18.9%","22.8%",0.26,0.14
"Zac","Jungle",1,"4.0%","0.0%","4.0%","0%","-",0,2,6,3,"85.7%","14.3%","0%",-711,-511,-7,3.1,"10.2%",217,"13.6%","17.5%",0.69,0.16
"Zed","Middle",3,"12.0%","8.0%","20.0%","33%","-",17,7,5,3.1,"50.0%","17.5%","33%",340,209,5,9,"31.2%",429,"20.3%","26.1%",0.26,0.16
"Ziggs","Middle",1,"4.0%","0.0%","4.0%","0%","-",1,4,2,0.8,"100.0%","26.7%","0%",22,360,-1,10.5,"34.1%",678,"41.0%","28.5%",0.6,0.05
