"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Blasting","Virtus.pro","ADC",10,"60%","80%",47,21,58,5,"64.4%","28.8%","16.7%","40%",249,219,8.3,8.5,"27.6%",565,"26.9%",,287,"24.2%",,0.36,0.1,0.26
"Dark Solece","Vaevictis eSports","Top",9,"56%","56%",23,24,47,2.9,"53.4%","17.6%","17.4%","0%",-72,-95,-1.6,7.7,"26.2%",414,"19.9%",,245,"21.1%",,0.5,0.08,0.14
"Dimonko","Vaevictis eSports","Support",9,"56%","44%",7,27,86,3.4,"71.0%","5.3%","19.6%","0%",6,175,-1.9,1,"3.6%",294,"14.1%",,153,"12.9%",,1.28,0.21,0.38
"DoubleAiM","Vaevictis eSports","Jungle",9,"56%","78%",32,28,52,3,"64.1%","24.4%","20.3%","44%",141,178,1.2,4.6,"14.8%",340,"16.4%",,227,"19.6%",,0.8,0.18,0.32
"Doxy","Virtus.pro","Top",10,"60%","40%",23,23,74,4.2,"59.5%","14.1%","18.3%","40%",151,153,6.8,7.6,"24.3%",408,"20.3%",,242,"20.5%",,0.62,0.19,0.18
"Drobovik123","Vega Squadron","Middle",4,"25%","50%",13,15,14,1.8,"62.8%","30.2%","23.1%","25%",-291,-42,-10.8,7.8,"26.9%",468,"24.6%",,249,"24.0%",,0.44,0.13,0.11
"Edward","Vega Squadron","Support",4,"25%","50%",2,14,18,1.4,"46.5%","4.7%","21.5%","0%",-32,-136,2,1.2,"4.8%",223,"11.5%",,118,"11.5%",,1.27,0.25,0.38
"Kira","M19","Middle",5,"40%","40%",23,17,25,2.8,"81.4%","39.0%","24.6%","0%",50,48,8,8.1,"26.0%",594,"32.0%",,259,"24.2%",,0.5,0.14,0.18
"Kreox","Virtus.pro","Jungle",10,"60%","20%",36,22,73,5,"66.9%","22.1%","17.5%","70%",9,-57,-0.3,4.9,"16.7%",367,"17.7%",,231,"19.6%",,0.84,0.28,0.32
"LeX","Vega Squadron","ADC",4,"25%","50%",7,9,14,2.3,"48.8%","16.3%","13.8%","0%",-78,-147,-1.5,8.2,"26.9%",366,"19.6%",,233,"22.9%",,0.38,0.11,0.14
"Likkrit","M19","Support",5,"40%","100%",3,15,39,2.8,"71.2%","5.1%","21.7%","0%",-304,214,-4.2,0.9,"3.2%",191,"10.6%",,128,"11.7%",,1.34,0.44,0.36
"Lukezy","Vaevictis eSports","Middle",9,"56%","67%",44,31,41,2.7,"64.9%","33.6%","22.5%","33%",219,100,10.2,9.2,"30.8%",604,"29.0%",,293,"25.2%",,0.44,0.1,0.23
"NoNholy","Vega Squadron","Top",4,"25%","50%",8,13,17,1.9,"58.1%","18.6%","20.0%","0%",34,-5,-0.3,7.6,"26.6%",462,"24.9%",,218,"21.1%",,0.45,0.04,0.08
"Paranoia","Virtus.pro","Middle",10,"60%","40%",42,32,65,3.3,"65.6%","25.8%","25.4%","40%",-106,-97,-8.9,7.9,"26.3%",518,"25.3%",,261,"22.0%",,0.47,0.14,0.2
"PvPStejos","M19","Jungle",5,"40%","80%",14,16,24,2.4,"64.4%","23.7%","23.2%","0%",18,-10,0.6,4.8,"16.0%",359,"19.7%",,208,"19.7%",,0.84,0.15,0.33
"SaNTaS","Virtus.pro","Support",10,"60%","30%",15,28,104,4.3,"73.0%","9.2%","22.2%","60%",159,-210,3,1.2,"5.1%",186,"9.7%",,162,"13.6%",,1.29,0.4,0.47
"Smurf","M19","Top",5,"40%","60%",11,12,24,2.9,"59.3%","18.6%","17.4%","0%",-199,-131,-10.6,8.2,"29.6%",366,"19.8%",,245,"23.1%",,0.4,0.07,0.11
"Unho1y","Vaevictis eSports","ADC",9,"56%","44%",25,28,52,2.8,"58.8%","19.1%","20.3%","0%",-142,-37,-4,7.5,"24.6%",428,"20.6%",,245,"21.2%",,0.51,0.2,0.21
"VincentVega","M19","ADC",5,"40%","0%",8,9,27,3.9,"59.3%","13.6%","13.0%","0%",-181,-253,-8.2,7.7,"25.2%",318,"17.9%",,225,"21.2%",,0.31,0.01,0.15
"Zanzarah","Vega Squadron","Jungle",4,"25%","25%",13,14,21,2.4,"79.1%","30.2%","21.5%","25%",-361,-244,-2.8,4.6,"14.7%",360,"19.4%",,206,"20.4%",,0.95,0.25,0.25
