"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Kingzone DragonX",4,3,1,37.5,45,25,1.8,0.47,0.28,"4.6%",58.6,16.4,1080,"50%","50%","50%",,"100%","50%","46%","0%","50%","43%","50.2%","53.9%",4.65,1.39,2.11
"KSV eSports",3,1,2,40.5,23,42,0.55,0.54,-1.43,"-13.6%",42,-8.7,-581,"67%","33%","0%",,"100%","67%","31%","50%","0%","20%","49.4%","45.6%",4.61,1.65,1.88
"KT Rolster",8,4,4,33,72,65,1.11,0.52,0.82,"3.8%",55.3,-5.3,559,"75%","63%","50%",,"33%","50%","55%",,"50%","58%","51.3%","52.3%",4.46,1.45,1.83
"Kwangdong Freecs",8,4,4,34.2,61,68,0.9,0.47,0.07,"-1.5%",48.8,1.2,-143,"50%","63%","63%",,"50%","38%","52%","100%","63%","58%","48.9%","48.7%",4.61,1.62,1.87
"SK Telecom T1",7,3,4,37.4,71,73,0.97,0.55,-0.4,"0.6%",43.8,-1,-844,"14%","29%","57%",,"40%","57%","54%","50%","57%","50%","49.9%","48.5%",4.4,1.43,2.05
