"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Ambition","KSV eSports","Jungle",3,"33%","67%",5,10,8,1.3,"56.5%","21.7%","23.8%","67%",118,-16,1.7,4.6,"10.9%",154,"7.1%",,152,"15.5%",,1.17,0.47,0.53
"Bang","SK Telecom T1","ADC",7,"43%","71%",24,5,32,11.2,"78.9%","33.8%","6.8%","0%",31,22,-1.6,10.8,"32.6%",720,"34.8%",,323,"28.4%",,0.58,0.15,0.31
"Bdd","Kingzone DragonX","Middle",4,"75%","50%",5,2,23,14,"62.2%","11.1%","8.0%","25%",249,-9,7.8,9.9,"25.1%",345,"19.3%",,272,"21.7%",,0.67,0.19,0.15
"Blank","SK Telecom T1","Jungle",7,"43%","71%",8,25,47,2.2,"77.5%","11.3%","34.2%","14%",-342,-491,-9.6,4.4,"10.6%",142,"7.1%",,161,"13.9%",,1.15,0.45,0.6
"CoreJJ","KSV eSports","Support",3,"33%","67%",0,8,14,1.8,"60.9%","0.0%","19.0%","33%",44,34,2.7,1.5,"4.6%",127,"5.8%",,90,"8.8%",,1.52,0.5,0.28
"Crown","KSV eSports","Middle",3,"33%","100%",4,7,15,2.7,"82.6%","17.4%","16.7%","33%",30,-105,-4.7,8.8,"24.0%",518,"22.1%",,228,"23.1%",,0.73,0.25,0.16
"CuVee","KSV eSports","Top",3,"33%","33%",6,12,10,1.3,"69.6%","26.1%","28.6%","33%",-402,-544,-5.7,8.5,"26.0%",510,"21.7%",,236,"23.6%",,0.73,0.27,0.28
"Deft","KT Rolster","ADC",8,"50%","38%",18,11,21,3.5,"54.2%","25.0%","16.9%","0%",-10,-66,3,10.6,"30.7%",416,"28.2%",,300,"25.7%",,0.54,0.17,0.41
"Effort","SK Telecom T1","Support",2,"50%","50%",1,5,19,4,"74.1%","3.7%","27.8%","0%",-20,154,2,2,"5.6%",121,"5.2%",,130,"10.3%",,1.77,0.58,0.49
"Faker","SK Telecom T1","Middle",7,"43%","14%",13,17,33,2.7,"64.8%","18.3%","23.3%","0%",-50,159,3.3,9.7,"26.9%",476,"25.4%",,264,"23.2%",,0.58,0.15,0.35
"GorillA","Kingzone DragonX","Support",4,"75%","100%",4,6,31,5.8,"77.8%","8.9%","24.0%","25%",3,74,-9.8,1,"3.0%",199,"10.8%",,134,"10.7%",,1.61,0.49,0.5
"Khan","Kingzone DragonX","Top",4,"75%","75%",6,10,22,2.8,"62.2%","13.3%","40.0%","0%",-32,129,3.8,9.5,"25.1%",398,"21.5%",,274,"21.9%",,0.7,0.24,0.19
"Kiin","Kwangdong Freecs","Top",8,"50%","38%",14,14,29,3.1,"70.5%","23.0%","20.6%","25%",-2,-28,-1.3,8.8,"23.9%",343,"24.2%",,244,"21.7%",,0.55,0.14,0.15
"Kramer","Kwangdong Freecs","ADC",8,"50%","63%",26,14,20,3.3,"75.4%","42.6%","20.6%","38%",-5,-43,-5,10.9,"32.7%",494,"33.9%",,320,"27.9%",,0.55,0.2,0.52
"Kuro","Kwangdong Freecs","Middle",8,"50%","75%",12,14,35,3.4,"77.0%","19.7%","20.6%","13%",-112,-115,-6,9.5,"25.4%",315,"22.6%",,262,"23.0%",,0.65,0.24,0.32
"Mata","KT Rolster","Support",8,"50%","63%",8,10,40,4.8,"66.7%","11.1%","15.4%","13%",-41,115,6.5,1.9,"5.3%",123,"8.1%",,123,"10.4%",,1.83,0.63,0.4
"Mowgli","Kwangdong Freecs","Jungle",5,"60%","60%",3,5,32,7,"74.5%","6.4%","13.2%","60%",-213,-238,-7,5,"11.6%",135,"9.3%",,187,"15.7%",,1.35,0.55,0.57
"Peanut","Kingzone DragonX","Jungle",4,"75%","25%",8,3,31,13,"86.7%","17.8%","12.0%","50%",104,40,7.5,5.6,"13.9%",153,"7.7%",,216,"17.3%",,1.26,0.38,0.62
"PraY","Kingzone DragonX","ADC",4,"75%","25%",22,4,17,9.8,"86.7%","48.9%","16.0%","25%",103,113,8.3,11.9,"32.9%",765,"40.8%",,359,"28.5%",,0.41,0.08,0.65
"Ruler","KSV eSports","ADC",3,"33%","33%",8,5,9,3.4,"73.9%","34.8%","11.9%","33%",-168,89,-2,11,"34.4%",1023,"43.5%",,295,"29.0%",,0.46,0.17,0.63
"Rush","KT Rolster","Jungle",3,"33%","0%",3,4,6,2.3,"60.0%","20.0%","17.4%","33%",322,631,11.3,5.8,"12.3%",149,"10.0%",,195,"17.1%",,1.05,0.27,0.58
"Score","KT Rolster","Jungle",5,"60%","40%",7,9,34,4.6,"71.9%","12.3%","21.4%","60%",392,671,11.8,5.2,"12.1%",209,"12.5%",,193,"16.1%",,0.83,0.33,0.55
"Smeb","KT Rolster","Top",8,"50%","38%",14,17,32,2.7,"63.9%","19.4%","26.2%","50%",27,-119,1.9,9.5,"26.8%",392,"24.8%",,276,"23.8%",,0.55,0.11,0.17
"Spirit","Kwangdong Freecs","Jungle",3,"33%","67%",4,8,7,1.4,"78.6%","28.6%","26.7%","33%",-78,-243,-8.7,5.7,"15.3%",153,"11.6%",,192,"18.4%",,1.06,0.38,0.67
"Thal","SK Telecom T1","Top",7,"43%","71%",20,17,27,2.8,"66.2%","28.2%","23.3%","14%",162,328,-0.4,9.1,"25.8%",511,"25.3%",,278,"24.4%",,0.58,0.17,0.16
"TusiN","Kwangdong Freecs","Support",8,"50%","25%",2,13,50,4,"85.2%","3.3%","19.1%","38%",16,-16,2,1.7,"5.0%",132,"9.1%",,126,"10.7%",,1.62,0.55,0.26
"Ucal","KT Rolster","Middle",8,"50%","38%",22,14,29,3.6,"70.8%","30.6%","21.5%","63%",21,21,1,9.4,"25.1%",426,"27.4%",,274,"23.6%",,0.62,0.23,0.29
"Wolf","SK Telecom T1","Support",5,"40%","20%",5,4,28,8.3,"75.0%","11.4%","7.3%","0%",19,-299,-8.2,1.1,"3.5%",162,"8.3%",,110,"10.0%",,1.42,0.47,0.7
