"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"DetonatioN FocusMe",3,0,3,37.8,35,56,0.63,0.8,-1.52,"-13.7%",29.4,-29.4,-1836,"33%","33%","0%",,"0%","33%","25%","0%","0%","0%","49.3%","47.4%",3.92,1.23,1.27
"Rampage",8,6,2,37.4,103,90,1.14,0.64,0.87,"6.9%",60.4,14.6,1023,"75%","63%","75%",,"100%","50%","58%","50%","75%","67%","51.1%","53.9%",3.59,0.99,1.56
"Unsold Stuff Gaming",5,2,3,37.1,54,47,1.15,0.54,-0.47,"-2.9%",45.8,-5.8,-536,"20%","40%","40%",,,"60%","53%","100%","40%","50%","48.7%","45.4%",3.7,0.96,1.32
