"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"apaMEN","Unsold Stuff Gaming","Top",5,"40%","0%",5,9,31,4,"66.7%","9.3%","19.1%","0%",-287,-286,-13.8,6.4,"22.6%",231,"13.6%",,191,"19.3%",,0.53,0.11,0.13
"Ceros","DetonatioN FocusMe","Middle",3,"0%","67%",8,9,19,3,"77.1%","22.9%","16.1%","33%",212,294,2.3,7.4,"22.4%",515,"25.1%",,207,"21.7%",,0.71,0.4,0.08
"Dara","Rampage","Support",8,"75%","38%",7,20,69,3.8,"73.8%","6.8%","22.2%","25%",95,251,-3.1,0.7,"2.6%",242,"11.1%",,147,"12.5%",,1.31,0.32,0.36
"Enty","Unsold Stuff Gaming","Support",5,"40%","60%",7,13,24,2.4,"57.4%","13.0%","27.7%","20%",-136,-298,2.2,1.1,"4.9%",301,"19.3%",,127,"12.8%",,1.62,0.45,0.5
"Evi","Rampage","Top",8,"75%","75%",20,17,58,4.6,"75.7%","19.4%","18.9%","25%",313,357,14.4,7.1,"21.9%",415,"21.1%",,236,"20.2%",,0.54,0.1,0.19
"Haretti","Unsold Stuff Gaming","ADC",5,"40%","60%",8,7,24,4.6,"59.3%","14.8%","14.9%","0%",-182,-107,-13.8,7.8,"27.6%",378,"22.3%",,221,"22.3%",,0.49,0.15,0.16
"Neo","Unsold Stuff Gaming","Jungle",5,"40%","80%",15,12,27,3.5,"77.8%","27.8%","25.5%","20%",-43,297,-2.6,4,"12.0%",249,"14.4%",,186,"18.8%",,0.74,0.17,0.27
"Paz","DetonatioN FocusMe","Jungle",3,"0%","67%",8,12,17,2.1,"71.4%","22.9%","21.4%","0%",-315,-517,-6,5.1,"17.6%",302,"14.7%",,190,"19.9%",,0.93,0.23,0.41
"Ramune","Rampage","Middle",8,"75%","25%",21,18,49,3.9,"68.0%","20.4%","20.0%","13%",-65,-177,-2,7.7,"24.4%",487,"24.7%",,248,"21.1%",,0.37,0.22,0.19
"REMIND","Unsold Stuff Gaming","Middle",5,"40%","80%",19,6,21,6.7,"74.1%","35.2%","12.8%","0%",-23,106,1.8,9.3,"32.9%",535,"30.4%",,273,"26.8%",,0.33,0.08,0.26
"Tussle","Rampage","Jungle",8,"75%","25%",27,17,47,4.4,"71.8%","26.2%","18.9%","38%",145,8,3.9,5.6,"18.9%",359,"18.0%",,243,"20.7%",,0.92,0.24,0.55
"viviD","DetonatioN FocusMe","Support",3,"0%","67%",5,14,19,1.7,"68.6%","14.3%","25.0%","0%",-27,-174,4.7,1.2,"4.7%",185,"9.0%",,117,"12.3%",,1.45,0.38,0.42
"Yutapon","DetonatioN FocusMe","Top",3,"0%","67%",5,11,19,2.2,"68.6%","14.3%","19.6%","0%",-356,-476,-15.3,7.9,"28.3%",395,"19.0%",,212,"22.1%",,0.44,0.08,0.15
"Yutorimoyashi","Rampage","ADC",8,"75%","50%",28,18,39,3.7,"65.0%","27.2%","20.0%","38%",106,95,10,9.4,"32.2%",491,"25.0%",,301,"25.6%",,0.45,0.11,0.28
"Zerost","DetonatioN FocusMe","ADC",3,"0%","33%",9,10,19,2.8,"80.0%","25.7%","17.9%","0%",22,-74,-3.7,7.6,"27.1%",664,"32.2%",,229,"24.0%",,0.4,0.14,0.2
