"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"ahq eSports Club",7,4,3,37.3,77,77,1,0.59,-0.69,"-0.4%",42.8,14.3,-827,"43%","29%","43%",,,"57%","59%","100%","57%","50%","50.7%","53.9%",3.65,0.97,1.76
"Flash Wolves",4,3,1,38.7,59,25,2.36,0.54,2,"12.6%",78.6,-3.6,2469,"75%","100%","75%",,,"50%","54%","0%","75%","83%","49.0%","48.6%",4.53,1.56,1.64
"J Team",7,3,4,37.2,98,96,1.02,0.74,0,"-2.9%",40.3,2.6,-22,"57%","43%","57%",,,"29%","24%","0%","43%","45%","50.5%","45.8%",4.27,1.19,1.19
"Machi Esports",4,1,3,38.5,44,80,0.55,0.8,-0.86,"-6.9%",50.9,-25.9,-982,"25%","50%","25%",,,"75%","75%","100%","25%","29%","49.0%","52.0%",3.94,1.23,1.77
