"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"ahq eSports Club",8,3,5,34.7,140,144,0.97,1.02,0.08,"1.1%",,,-456,"63%","50%","50%",,,"63%","47%",,"50%","40%","49.8%","51.4%",3.02,0.38,1.04
"Beşiktaş Esports",5,0,5,27.6,27,110,0.25,0.99,-4.84,"-32.6%",,,-5932,"20%","0%","0%",,,"20%","25%",,"0%","0%","45.7%","38.7%",2.82,0.27,0.6
"EDward Gaming",13,10,3,33.1,297,160,1.86,1.05,2.21,"16.8%",,,2960,"77%","77%","77%",,,"62%","65%",,"69%","71%","50.4%","54.7%",3.25,0.48,1.09
"Fnatic",10,4,6,34.7,161,160,1.01,0.92,0.29,"2.7%",,,1175,"60%","50%","50%",,,"30%","36%",,"50%","50%","49.1%","51.7%",3.44,0.47,0.79
"SK Telecom T1",15,10,5,35.7,238,239,1,0.89,0.02,"0.5%",,,-151,"33%","47%","53%",,,"67%","63%",,"60%","58%","51.7%","49.3%",3.23,0.57,1.04
"TSM",5,1,4,28.8,35,91,0.38,0.87,-2.91,"-19.6%",,,-2931,"20%","40%","20%",,,"20%","20%",,"20%","17%","50.1%","45.6%",2.39,0.26,0.68
