"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Albis","ahq eSports Club","Support",8,"38%",,12,28,87,3.5,"70.7%","8.6%","19.4%","50%",110,-134,0,1.1,"4.0%",173,"8.6%",,115,"10.7%",,1.24,0.19,0.37
"AN","ahq eSports Club","ADC",8,"38%",,47,26,51,3.8,"70.0%","33.6%","18.1%","38%",-154,326,5.1,8.5,"32.3%",521,"25.2%",,278,"25.8%",,0.18,0.06,0.16
"Bang","SK Telecom T1","ADC",15,"67%",,69,45,84,3.4,"64.3%","29.0%","18.8%","20%",39,20,3.8,7.8,"27.9%",566,"26.9%",,264,"24.9%",,0.2,0.05,0.12
"Bengi","SK Telecom T1","Jungle",15,"67%",,34,51,138,3.4,"72.3%","14.3%","21.3%","20%",0,-73,0.7,3.1,"10.3%",275,"13.3%",,184,"17.3%",,0.99,0.1,0.29
"Bjergsen","TSM","Middle",5,"20%",,12,24,8,0.8,"57.1%","34.3%","26.4%","0%",178,381,15,7.6,"24.2%",478,"31.9%",,204,"23.8%",,0.38,0.03,0.05
"Clearlove","EDward Gaming","Jungle",13,"77%",,51,21,158,10,"70.4%","17.2%","13.1%","77%",130,-79,-3.4,3.1,"12.1%",316,"13.7%",,216,"18.5%",,1.02,0.09,0.33
"Deft","EDward Gaming","ADC",13,"77%",,87,40,128,5.4,"72.4%","29.3%","25.0%","69%",456,-61,0.8,7.9,"31.2%",652,"28.1%",,294,"24.8%",,0.22,0.1,0.2
"Dumbledoge","Beşiktaş Esports","Support",5,"0%",,2,25,9,0.4,"40.7%","7.4%","22.7%","20%",-264,-124,-4.4,0.4,"1.6%",153,"11.3%",,66,"9.3%",,1.06,0.08,0.18
"Dyrus","TSM","Top",5,"20%",,6,23,13,0.8,"54.3%","17.1%","25.3%","0%",-315,54,-3,6.5,"26.7%",315,"20.7%",,178,"21.1%",,0.39,0.01,0.08
"Easyhoon","SK Telecom T1","Middle",5,"60%",,23,11,27,4.5,"72.5%","33.3%","12.0%","0%",109,276,12.2,9.2,"34.0%",593,"29.5%",,281,"27.1%",,0.26,0.09,0.19
"Energy","Beşiktaş Esports","Middle",5,"0%",,8,24,5,0.5,"48.1%","29.6%","21.8%","20%",-593,-697,-12.2,6.7,"25.0%",289,"21.6%",,167,"23.6%",,0.49,0.08,0.08
"Faker","SK Telecom T1","Middle",10,"70%",,44,20,68,5.6,"66.3%","26.0%","13.6%","0%",82,48,2.9,8.5,"30.3%",658,"29.9%",,274,"25.4%",,0.24,0.08,0.21
"FEBIVEN","Fnatic","Middle",10,"40%",,41,22,48,4,"55.3%","25.5%","13.8%","10%",15,138,-2.7,7.6,"28.2%",501,"24.1%",,242,"23.8%",,0.36,0.08,0.13
"Huni","Fnatic","Top",10,"40%",,35,43,69,2.4,"64.6%","21.7%","26.9%","30%",260,1,2.1,6.9,"25.2%",588,"29.4%",,226,"22.4%",,0.63,0.05,0.06
"Korol","EDward Gaming","Top",13,"77%",,67,32,139,6.4,"69.4%","22.6%","20.0%","23%",362,649,13.8,6.6,"23.3%",484,"21.7%",,255,"21.4%",,0.5,0.06,0.09
"Lustboy","TSM","Support",5,"20%",,2,17,24,1.5,"74.3%","5.7%","18.7%","20%",-233,84,-4.4,0.7,"2.8%",130,"8.5%",,74,"8.5%",,0.86,0.15,0.24
"MaRin","SK Telecom T1","Top",15,"67%",,56,54,92,2.7,"62.2%","23.5%","22.6%","13%",-17,-18,0,7.1,"26.1%",510,"24.1%",,229,"21.8%",,0.58,0.06,0.07
"Meiko","EDward Gaming","Support",13,"77%",,22,36,197,6.1,"73.7%","7.4%","22.5%","69%",243,232,0.9,1,"3.8%",220,"9.6%",,142,"11.9%",,1.28,0.18,0.27
"Mountain","ahq eSports Club","Jungle",8,"38%",,18,34,85,3,"73.6%","12.9%","23.6%","50%",32,-106,1,3.5,"13.4%",342,"16.5%",,200,"18.9%",,0.87,0.08,0.29
"Nardeus","Beşiktaş Esports","ADC",5,"0%",,8,21,7,0.7,"55.6%","29.6%","19.1%","0%",-502,-413,-8.4,7.8,"33.9%",331,"23.7%",,192,"26.8%",,0.08,0,0.05
"PawN","EDward Gaming","Middle",13,"77%",,70,31,113,5.9,"61.6%","23.6%","19.4%","15%",12,-92,-0.7,7.7,"29.7%",623,"26.9%",,276,"23.4%",,0.24,0.05,0.2
"Reignover","Fnatic","Jungle",10,"40%",,35,40,67,2.6,"63.4%","21.7%","25.0%","40%",175,250,1.6,3.7,"13.7%",343,"16.9%",,202,"20.1%",,0.89,0.1,0.2
"Santorin","TSM","Jungle",5,"20%",,7,9,17,2.7,"68.6%","20.0%","9.9%","20%",-326,147,1,3.7,"14.3%",240,"15.9%",,166,"19.3%",,0.65,0.06,0.25
"Steeelback","Fnatic","ADC",10,"40%",,40,27,56,3.6,"59.6%","24.8%","16.9%","20%",-224,127,-7.8,7.5,"28.4%",410,"19.7%",,240,"23.4%",,0.22,0.07,0.11
"Thaldrin","Beşiktaş Esports","Top",5,"0%",,4,21,4,0.4,"29.6%","14.8%","19.1%","0%",-864,-1066,-13,6.5,"28.1%",328,"24.1%",,153,"20.6%",,0.39,0.02,0.06
"Theokoles","Beşiktaş Esports","Jungle",5,"0%",,5,19,14,1,"70.4%","18.5%","17.3%","20%",-415,-54,0.8,3.1,"11.4%",256,"19.4%",,136,"19.7%",,0.81,0.08,0.24
"Westdoor","ahq eSports Club","Middle",8,"38%",,38,26,59,3.7,"69.3%","27.1%","18.1%","25%",50,-57,-8.5,8,"29.2%",583,"27.4%",,268,"25.4%",,0.17,0.05,0.15
"WildTurtle","TSM","ADC",5,"20%",,8,18,21,1.6,"82.9%","22.9%","19.8%","20%",-107,-265,2.4,8.2,"32.1%",363,"23.0%",,231,"27.4%",,0.1,0.01,0.07
"Wolf","SK Telecom T1","Support",15,"67%",,12,58,142,2.7,"64.7%","5.0%","24.3%","13%",-2,-9,1.5,1.1,"4.1%",121,"6.0%",,108,"10.0%",,1.22,0.27,0.36
"YellOwStaR","Fnatic","Support",10,"40%",,10,28,88,3.5,"60.9%","6.2%","17.5%","20%",-153,-160,1,1.2,"4.5%",202,"10.0%",,109,"10.3%",,1.34,0.16,0.3
"Ziv","ahq eSports Club","Top",8,"38%",,25,30,72,3.2,"69.3%","17.9%","20.8%","0%",-146,-390,-15,6,"21.1%",462,"22.4%",,205,"19.2%",,0.55,0.01,0.07
