"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Baolan","Invictus Gaming","Support",14,"71%","36%",8,50,162,3.4,"67.2%","3.2%","22.4%","21%",-75,-5,-4.9,1.5,"6.3%",177,"8.3%",,133,"10.3%",,1.38,0.48,0.31
"Betty","Flash Wolves","ADC",10,"30%","30%",24,18,54,4.3,"69.6%","21.4%","13.7%","20%",49,38,-3.9,9.3,"28.7%",379,"25.4%",,281,"26.1%",,0.41,0.15,0.44
"Bigkoro","Phong Vũ Buffalo","ADC",10,"20%","60%",37,37,46,2.2,"66.9%","29.8%","21.4%","40%",58,20,4.7,8.7,"27.3%",397,"24.0%",,275,"24.9%",,0.48,0.17,0.33
"Bugi","Flash Wolves","Jungle",10,"30%","10%",35,29,56,3.1,"81.3%","31.3%","22.1%","30%",-193,-513,-10.2,4.8,"12.9%",247,"16.2%",,192,"17.9%",,0.79,0.34,0.36
"caPs","G2 Esports","Middle",18,"61%","41%",90,56,96,3.3,"69.9%","33.8%","21.1%","6%",-90,7,-3.4,8.5,"25.5%",553,"29.1%",,296,"24.8%",,0.42,0.12,0.22
"Clid","SK Telecom T1","Jungle",15,"60%","50%",62,32,103,5.2,"75.7%","28.4%","22.2%","53%",229,125,-1.6,5.1,"12.4%",298,"15.3%",,231,"18.8%",,1.18,0.37,0.61
"CoreJJ","Team Liquid","Support",17,"41%","53%",13,50,121,2.7,"68.0%","6.6%","21.2%","24%",-116,46,7.9,2.1,"7.5%",138,"8.7%",,114,"10.2%",,1.31,0.39,0.34
"Doublelift","Team Liquid","ADC",17,"41%","41%",57,38,77,3.5,"68.0%","28.9%","16.1%","24%",-375,-181,-8.1,9.3,"31.4%",413,"25.3%",,296,"26.8%",,0.43,0.13,0.4
"Faker","SK Telecom T1","Middle",15,"60%","57%",53,26,75,4.9,"58.7%","24.3%","18.1%","27%",176,127,4.2,9.1,"26.0%",466,"24.7%",,288,"23.7%",,0.5,0.19,0.29
"Hanabi","Flash Wolves","Top",10,"30%","30%",21,23,48,3,"61.6%","18.8%","17.6%","20%",-130,38,1.4,8.3,"25.7%",343,"23.0%",,242,"22.8%",,0.54,0.26,0.18
"Impact","Team Liquid","Top",17,"41%","53%",39,50,65,2.1,"52.8%","19.8%","21.2%","6%",-213,-148,-8.1,7.6,"22.4%",383,"24.3%",,239,"22.0%",,0.48,0.2,0.15
"JackeyLove","Invictus Gaming","ADC",14,"71%","43%",87,32,69,4.9,"61.7%","34.4%","14.3%","14%",369,239,11.2,9.9,"32.4%",583,"26.2%",,356,"28.2%",,0.31,0.13,0.41
"Jankos","G2 Esports","Jungle",18,"61%","65%",49,52,141,3.7,"71.4%","18.4%","19.6%","33%",-158,-39,0.5,5,"14.1%",255,"13.6%",,208,"17.5%",,0.88,0.29,0.54
"Jensen","Team Liquid","Middle",17,"41%","53%",57,46,77,2.9,"68.0%","28.9%","19.5%","6%",-26,42,-1.7,8.4,"24.6%",466,"30.1%",,256,"23.5%",,0.39,0.19,0.09
"Khan","SK Telecom T1","Top",15,"60%","50%",37,36,84,3.4,"55.5%","17.0%","25.0%","47%",182,133,0.4,8,"24.1%",459,"24.6%",,262,"21.5%",,0.55,0.24,0.18
"Mata","SK Telecom T1","Support",15,"60%","64%",10,32,123,4.2,"61.0%","4.6%","22.2%","13%",21,-9,-1,1.9,"6.3%",150,"8.4%",,119,"9.9%",,1.66,0.51,0.3
"Meliodas","Phong Vũ Buffalo","Jungle",6,"33%","33%",17,14,47,4.6,"82.1%","21.8%","14.1%","50%",268,105,0,5.3,"13.9%",282,"16.7%",,208,"18.5%",,0.33,0.34,0.39
"Mikyx","G2 Esports","Support",18,"61%","12%",11,57,157,2.9,"63.2%","4.1%","21.5%","28%",137,-65,-0.6,1.5,"5.1%",165,"8.3%",,124,"10.3%",,1.61,0.58,0.39
"Naul","Phong Vũ Buffalo","Middle",10,"20%","40%",23,30,43,2.2,"53.2%","18.5%","17.3%","0%",-22,-97,-2,8.6,"24.9%",428,"26.5%",,248,"23.0%",,0.5,0.21,0.18
"Ning","Invictus Gaming","Jungle",14,"71%","64%",62,53,95,3,"62.1%","24.5%","23.8%","43%",139,210,6,5.4,"16.2%",338,"15.0%",,239,"18.7%",,0.68,0.35,0.42
"Palette","Phong Vũ Buffalo","Support",10,"20%","80%",11,32,73,2.6,"67.7%","8.9%","18.5%","40%",26,106,-5.3,1.7,"6.2%",166,"10.8%",,122,"10.9%",,1.63,0.53,0.49
"Perkz","G2 Esports","ADC",18,"61%","41%",49,46,119,3.7,"63.2%","18.4%","17.4%","28%",4,27,-3.6,9.4,"31.1%",480,"25.5%",,303,"25.1%",,0.41,0.13,0.38
"Rather","Flash Wolves","Middle",10,"30%","70%",25,26,60,3.3,"75.9%","22.3%","19.8%","10%",-228,-161,-1.3,8.5,"25.9%",381,"26.4%",,248,"23.0%",,0.43,0.13,0.21
"Rookie","Invictus Gaming","Middle",14,"71%","43%",51,40,101,3.8,"60.1%","20.2%","17.9%","21%",145,-1,4.4,8.4,"22.8%",617,"27.9%",,276,"21.4%",,0.43,0.19,0.25
"ShiauC","Flash Wolves","Support",10,"30%","80%",7,35,69,2.2,"67.9%","6.3%","26.7%","30%",13,-53,1.2,2,"6.7%",134,"9.0%",,115,"10.2%",,1.54,0.48,0.2
"Teddy","SK Telecom T1","ADC",15,"60%","86%",56,18,71,7.1,"58.3%","25.7%","12.5%","7%",5,-93,2.5,10,"31.1%",503,"27.0%",,326,"26.1%",,0.46,0.17,0.36
"TheShy","Invictus Gaming","Top",14,"71%","64%",45,48,69,2.4,"45.1%","17.8%","21.5%","14%",308,160,5.3,7.8,"22.3%",489,"22.6%",,265,"21.3%",,0.37,0.07,0.14
"Wunder","G2 Esports","Top",18,"61%","41%",67,54,75,2.6,"53.4%","25.2%","20.4%","11%",20,3,6.2,8.2,"24.2%",452,"23.5%",,269,"22.3%",,0.41,0.11,0.16
"Xmithie","Team Liquid","Jungle",17,"41%","53%",31,52,118,2.9,"75.6%","15.7%","22.0%","35%",-107,-2,1.4,5,"14.1%",187,"11.7%",,189,"17.5%",,0.82,0.35,0.45
"XuHao","Phong Vũ Buffalo","Jungle",4,"0%","50%",10,17,17,1.6,"58.7%","21.7%","23.0%","25%",-79,124,2.3,4.9,"14.5%",233,"13.4%",,180,"17.1%",,0.8,0.41,0.47
"Zeros","Phong Vũ Buffalo","Top",10,"20%","60%",26,43,39,1.5,"52.4%","21.0%","24.9%","30%",-229,-202,-6.1,8.6,"27.5%",387,"23.4%",,256,"23.3%",,0.44,0.15,0.1
