"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Flash Wolves",10,3,7,33.3,112,131,0.85,0.73,-0.95,"-4.3%",37.3,-7.3,-1459,"50%","40%","20%",,"40%","50%","37%","67%","30%","31%","49.2%","41.7%",3.72,1.35,1.4
"G2 Esports",18,11,7,29.9,266,265,1,0.98,-0.21,"0.7%",50.8,8,487,"47%","41%","59%",,"50%","41%","47%",,"47%","55%","50.2%","50.9%",3.72,1.22,1.69
"Invictus Gaming",14,10,4,32.1,253,223,1.13,1.06,0.92,"6.0%",60.1,11.4,1378,"43%","71%","50%",,"14%","29%","48%","33%","71%","71%","51.5%","55.7%",3.17,1.22,1.53
"Phong Vũ Buffalo",10,2,8,31,124,173,0.72,0.96,-0.47,"-9.4%",44.3,-24.3,-737,"70%","40%","40%",,"60%","50%","49%","0%","30%","29%","49.3%","49.7%",3.56,1.43,1.51
"SK Telecom T1",15,9,6,29.3,218,144,1.51,0.82,1.63,"8.6%",61.2,3.1,1198,"64%","64%","71%",,"67%","71%","66%",,"57%","63%","50.0%","54.9%",4.34,1.48,1.75
"Team Liquid",17,7,10,30.1,197,236,0.83,0.85,-0.99,"-4.7%",42.5,-1.3,-1316,"35%","41%","47%",,"65%","59%","49%","100%","29%","42%","49.5%","45.4%",3.43,1.26,1.43
