"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"EVOS Esports",5,3,2,31.8,78,65,1.2,0.9,0.17,"2.9%",49.5,10.5,-231,"20%","60%","80%",,"20%","40%","47%","100%","60%","60%","49.8%","49.4%",3.84,1.21,1.37
"GAM Esports",13,8,5,34.9,214,172,1.24,0.85,0.58,"3.5%",55.2,6.3,561,"62%","69%","46%",,"85%","54%","58%","50%","62%","61%","49.2%","54.1%",4.52,1.24,1.57
"UTM Esports",4,1,3,35.4,38,61,0.62,0.7,-0.34,"-4.0%",51,-26,-329,"50%","25%","50%",,"0%","75%","44%",,"25%","33%","51.4%","46.5%",3.89,1.03,1.27
"Young Generation",4,1,3,38.2,55,88,0.63,0.94,-1.57,"-10.8%",32.8,-7.8,-1207,"50%","0%","25%",,"25%","25%","33%","0%","25%","29%","51.6%","40.8%",4.59,1.49,2.03
