"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Elements Pro Gaming",7,4,3,30.5,84,82,1.02,0.78,-0.26,"0.5%",43.4,13.7,-909,"57%","29%","43%",,"57%","43%","37%",,"57%","57%","50.4%","51.0%",3.15,1.23,1.46
"Gambit Esports",3,0,3,29.2,31,42,0.74,0.83,-0.34,"-10.5%",34.6,-34.6,-1280,"67%","33%","33%",,"0%","33%","36%",,"33%","25%","49.2%","44.5%",2.69,1.11,1.09
"M19",3,0,3,34.1,21,46,0.46,0.66,-0.86,"-13.3%",47.2,-47.2,284,"0%","33%","33%",,"33%","33%","50%",,"0%","0%","48.2%","43.6%",3.91,1.24,1.55
"Vega Squadron",7,6,1,28.4,103,69,1.49,0.86,0.88,"9.7%",64.3,21.4,1336,"57%","86%","71%",,"71%","71%","69%",,"71%","75%","50.8%","54.0%",3.16,1.16,1.32
