"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Kayle","Top",1,"16.7%","16.7%","33.3%","100%","0%",6,1,7,13,"81.3%","25.0%","100%",75,271,-15,7.7,"24.4%",601,"31.4%","26.2%",0.39,0.2
"Kennen","Top",3,"50.0%","0.0%","50.0%","0%","67%",2,9,5,0.8,"38.9%","23.1%","0%",34,-126,-0.3,7.3,"19.3%",308,"21.2%","20.2%",0.44,0.16
"Kindred","Jungle",3,"50.0%","16.7%","66.7%","100%","67%",14,3,14,9.3,"65.1%","37.5%","67%",314,199,8.3,6.4,"19.2%",270,"14.8%","20.4%",1.38,0.83
"Kog'Maw","ADC",1,"16.7%","0.0%","16.7%","0%","100%",1,1,0,1,"50.0%","7.7%","0%",-127,-252,-1,8.9,"30.4%",278,"29.4%","29.3%",0.39,0.5
"LeBlanc","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Lee Sin","Jungle",1,"16.7%","0.0%","16.7%","0%","100%",0,3,3,1,"75.0%","18.8%","0%",-271,-602,-10,5,"17.2%",121,"9.8%","18.2%",0.71,0.24
"Lissandra","Middle",3,"50.0%","0.0%","50.0%","67%","33%",4,9,21,2.8,"62.5%","23.7%","33%",19,107,6,7.3,"19.6%",368,"21.6%","20.0%",0.64,0.17
"Lucian","ADC",2,"33.3%","0.0%","33.3%","100%","0%",3,0,14,17,"73.9%","0.0%","50%",-30,107,-0.5,9.5,"27.2%",375,"19.2%","21.7%",0.42,0.31
"Malzahar","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Miss Fortune","ADC",2,"33.3%","0.0%","33.3%","100%","0%",10,5,19,5.8,"80.6%","22.7%","0%",176,-143,5.5,9.3,"32.1%",769,"31.7%","27.7%",0.28,0.45
"Morgana","Support",1,"16.7%","50.0%","66.7%","100%","100%",0,1,11,11,"100.0%","25.0%","100%",99,79,-9,0.8,"2.8%",211,"11.7%","11.5%",1.5,0.39
"Nocturne","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Ornn","Top",1,"16.7%","0.0%","16.7%","0%","100%",0,4,1,0.3,"50.0%","30.8%","0%",-314,-306,-3,6.6,"20.6%",238,"25.1%","18.6%",0.46,0.07
"Pyke","Support",1,"16.7%","0.0%","16.7%","0%","100%",4,2,7,5.5,"55.0%","9.1%","100%",358,81,11,2.2,"8.6%",178,"9.3%","13.7%",1.7,0.63
"Rakan","Support",1,"16.7%","0.0%","16.7%","100%","0%",1,4,15,4,"72.7%","20.0%","0%",-358,-81,-11,0.4,"1.6%",141,"4.9%","9.8%",1.37,0.17
"Rek'Sai","Jungle",4,"66.7%","16.7%","83.3%","25%","50%",5,14,14,1.4,"63.3%","24.1%","0%",-313,-69,-6.5,4.7,"14.2%",187,"11.7%","16.3%",0.99,0.63
"Ryze","Middle",1,"16.7%","83.3%","100.0%","0%","0%",0,3,0,0,"0.0%","23.1%","0%",-334,-384,-10,8.6,"29.4%",231,"24.4%","24.6%",0.46,0.07
"Sejuani","Jungle",1,"16.7%","0.0%","16.7%","0%","0%",0,4,14,3.5,"70.0%","18.2%","100%",535,112,11,4.8,"14.3%",162,"8.5%","14.9%",0.39,0.39
"Skarner","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Soraka","Support",1,"16.7%","0.0%","16.7%","0%","100%",0,2,2,1,"100.0%","14.3%","0%",-219,-424,-15,0.4,"2.2%",180,"12.3%","6.3%",1.19,0.28
"Swain","ADC",1,"16.7%","0.0%","16.7%","0%","100%",3,6,12,2.5,"75.0%","27.3%","0%",-151,212,-6,6.7,"21.8%",528,"27.6%","21.6%",0.28,0.26
"Sylas","Middle",1,"16.7%","50.0%","100.0%","0%","0%",2,2,2,2,"100.0%","18.2%","0%",-173,-68,-4,8.7,"24.1%",401,"28.0%","23.7%",0.43,0.14
"Sylas","Top",2,"33.3%","50.0%","100.0%","100%","0%",7,1,9,16,"59.3%","25.0%","50%",156,311,-0.5,8.2,"23.4%",511,"28.8%","20.9%",0.44,0.05
"Tahm Kench","Support",4,"66.7%","16.7%","83.3%","50%","25%",2,5,25,5.4,"64.3%","16.1%","0%",61,230,5,2,"6.7%",94,"5.7%","10.7%",1.47,0.14
"Taliyah","Middle",1,"16.7%","0.0%","16.7%","100%","100%",6,0,5,11,"84.6%","0.0%","0%",334,384,10,10.2,"27.4%",652,"35.8%","26.6%",0.5,0.14
"Taric","-",0,"0%","50.0%","50.0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Thresh","-",0,"0%","33.3%","33.3%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","Top",1,"16.7%","50.0%","66.7%","100%","0%",9,3,8,5.7,"77.3%","15.0%","0%",-168,59,-11,7.2,"27.4%",894,"31.2%","25.8%",0.39,0.17
"Yorick","Top",3,"50.0%","16.7%","66.7%","67%","67%",7,6,10,2.8,"68.0%","21.4%","33%",-58,-70,6.7,8.9,"26.8%",391,"21.6%","24.4%",0.36,0.15
"Zac","-",0,"0%","16.7%","16.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Zilean","-",0,"0%","16.7%","16.7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
