"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Alchemy","Crest Gaming Act","Support",3,"0%","33%",0,8,10,1.3,"62.5%","0.0%","22.2%","0%",-34,82,5.7,1.8,"6.1%",89,"6.2%",,83,"9.4%",,1.76,0.47,0.14
"apaMEN","Unsold Stuff Gaming","Top",6,"50%","67%",12,17,20,1.9,"51.6%","19.4%","25.0%","17%",39,-39,8.2,8.3,"24.6%",386,"22.3%",,260,"22.5%",,0.37,0.15,0.13
"Aria","Crest Gaming Act","Middle",3,"0%","0%",10,7,3,1.9,"81.3%","62.5%","19.4%","0%",-218,-170,-8,9.2,"29.3%",445,"30.8%",,259,"28.0%",,0.44,0.14,0.19
"Art","Crest Gaming Act","ADC",3,"0%","100%",1,3,7,2.7,"50.0%","6.3%","8.3%","0%",-22,-155,0,9.7,"32.0%",403,"29.5%",,241,"27.0%",,0.37,0.16,0.39
"Ceros","DetonatioN FocusMe","Middle",3,"100%","67%",3,7,31,4.9,"65.4%","5.8%","26.9%","33%",-87,-174,2,7.1,"18.2%",364,"17.0%",,218,"17.7%",,0.74,0.41,0.16
"DasheR","Unsold Stuff Gaming","Middle",6,"50%","67%",28,13,18,3.5,"74.2%","45.2%","19.1%","17%",153,172,3,9.3,"27.1%",615,"35.5%",,299,"26.1%",,0.5,0.2,0.31
"Enty","Unsold Stuff Gaming","Support",6,"50%","83%",4,10,38,4.2,"67.7%","6.5%","14.7%","33%",36,-126,-3,1.5,"5.5%",156,"9.2%",,123,"10.2%",,1.39,0.42,0.4
"Evi","DetonatioN FocusMe","Top",3,"100%","0%",20,4,21,10.3,"78.8%","38.5%","15.4%","67%",-32,215,-10,7.8,"26.1%",738,"34.6%",,306,"25.0%",,0.4,0.1,0.12
"Gaeng","DetonatioN FocusMe","Support",3,"100%","0%",3,4,34,9.3,"71.2%","5.8%","15.4%","0%",-38,170,0.3,1.4,"5.8%",117,"5.4%",,141,"11.7%",,1.21,0.36,0.14
"hachamecha","Crest Gaming Act","Jungle",3,"0%","33%",3,9,7,1.1,"62.5%","18.8%","25.0%","0%",-276,-237,-5.3,4.7,"13.1%",155,"11.9%",,144,"16.0%",,1.01,0.26,0.72
"Keymaker","Unsold Stuff Gaming","ADC",6,"50%","50%",9,12,30,3.3,"62.9%","14.5%","17.6%","17%",-23,155,0,8.9,"27.5%",395,"22.9%",,267,"24.1%",,0.35,0.18,0.27
"Nap","Crest Gaming Act","Top",3,"0%","67%",2,9,5,0.8,"43.8%","12.5%","25.0%","0%",-46,-137,-6.3,7.3,"19.5%",289,"21.7%",,174,"19.6%",,0.48,0.14,0.16
"Steal","DetonatioN FocusMe","Jungle",3,"100%","67%",13,6,21,5.7,"65.4%","25.0%","23.1%","33%",-145,14,-2.3,5.3,"18.1%",282,"13.3%",,231,"19.1%",,1.34,0.39,0.69
"Tussle","Unsold Stuff Gaming","Jungle",6,"50%","50%",9,16,30,2.4,"62.9%","14.5%","23.5%","50%",211,111,3.8,5.2,"15.2%",172,"10.0%",,190,"17.0%",,0.88,0.41,0.55
"Yutapon","DetonatioN FocusMe","ADC",3,"100%","0%",13,5,26,7.8,"75.0%","25.0%","19.2%","0%",69,-154,0,9.3,"31.9%",676,"29.6%",,330,"26.5%",,0.28,0.05,0.48
