"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Alex","ahq eSports Club","Jungle",9,"56%","67%",14,22,61,3.4,"73.5%","13.7%","24.4%","56%",-68,7,-4.9,5,"14.3%",171,"10.2%",,182,"16.8%",,0.75,0.39,0.57
"AN","ahq eSports Club","ADC",6,"50%","50%",12,7,24,5.1,"67.9%","22.6%","11.7%","17%",103,-11,3,10.1,"34.2%",388,"26.7%",,293,"28.2%",,0.51,0.2,0.36
"Betty","Flash Wolves","ADC",8,"75%","38%",29,19,50,4.2,"68.7%","25.2%","23.2%","25%",-64,-90,-2.1,9.7,"30.8%",449,"27.4%",,312,"26.3%",,0.44,0.17,0.58
"Breeze","MAD Team","ADC",3,"0%","100%",5,12,10,1.3,"88.2%","29.4%","22.6%","33%",96,79,1.3,9.6,"30.9%",442,"28.4%",,259,"27.3%",,0.33,0.06,0.33
"Bugi","Flash Wolves","Jungle",7,"86%","29%",20,15,48,4.5,"61.3%","18.0%","23.8%","43%",-55,55,0.7,5.3,"15.0%",268,"14.9%",,209,"17.1%",,0.49,0.27,0.3
"Enso","Flash Wolves","Jungle",1,"0%","0%",0,3,3,1,"75.0%","0.0%","15.8%","0%",134,-364,14,4.7,"9.9%",156,"14.8%",,143,"17.9%",,0.95,0.54,0.29
"FoFo","J Team","Middle",4,"25%","25%",6,6,12,3,"66.7%","22.2%","16.2%","25%",173,71,7,8.9,"25.0%",544,"29.9%",,248,"23.8%",,0.45,0.2,0.2
"Hana","J Team","Jungle",4,"25%","75%",14,6,8,3.7,"81.5%","51.9%","16.2%","50%",159,21,3,4.9,"12.4%",183,"10.5%",,183,"17.6%",,1.31,0.49,0.62
"Hanabi","Flash Wolves","Top",8,"75%","50%",25,16,52,4.8,"67.0%","21.7%","19.5%","13%",-28,81,3.5,8.1,"22.7%",364,"21.1%",,264,"22.1%",,0.53,0.23,0.19
"K","MAD Team","Support",3,"0%","67%",0,8,16,2,"94.1%","0.0%","15.1%","33%",60,-161,2,2.2,"7.9%",140,"9.7%",,104,"11.0%",,1.75,0.52,0.21
"Koala","J Team","Support",4,"25%","50%",0,9,22,2.4,"81.5%","0.0%","24.3%","0%",-135,158,-2.3,1.2,"4.5%",163,"9.6%",,96,"9.3%",,1.55,0.45,0.29
"Kongyue","MAD Team","Jungle",3,"0%","33%",1,12,12,1.1,"76.5%","5.9%","22.6%","33%",76,-57,4.3,4.8,"12.8%",148,"9.7%",,150,"15.9%",,0.76,0.46,0.56
"Liang","MAD Team","Top",3,"0%","67%",10,9,3,1.4,"76.5%","58.8%","17.0%","0%",-415,-192,-11,7.5,"23.0%",359,"24.7%",,226,"23.8%",,0.45,0.14,0.12
"Lilv","J Team","ADC",4,"25%","50%",5,6,14,3.2,"70.4%","18.5%","16.2%","0%",-71,-80,-3.5,9.8,"32.8%",425,"24.8%",,272,"26.8%",,0.41,0.09,0.43
"Rainbow","ahq eSports Club","Middle",9,"56%","56%",22,12,50,6,"70.6%","21.6%","13.3%","11%",-197,-124,-9.1,8,"23.7%",437,"27.5%",,240,"22.3%",,0.59,0.24,0.3
"Rather","Flash Wolves","Middle",8,"75%","75%",34,11,55,8.1,"77.4%","29.6%","13.4%","0%",211,108,8.6,9.3,"26.7%",523,"29.7%",,301,"24.9%",,0.45,0.15,0.31
"Rest","J Team","Top",4,"25%","75%",2,10,17,1.9,"70.4%","7.4%","27.0%","50%",217,394,10,7.6,"25.2%",417,"25.2%",,225,"22.5%",,0.42,0.08,0.12
"ShiauC","Flash Wolves","Support",8,"75%","63%",7,18,72,4.4,"68.7%","6.1%","22.0%","38%",-125,171,0.5,1.6,"5.5%",117,"6.8%",,114,"9.5%",,1.63,0.51,0.21
"Uniboy","MAD Team","Middle",3,"0%","0%",1,12,14,1.3,"88.2%","5.9%","22.6%","33%",-202,-10,-5,8.5,"25.3%",413,"27.5%",,208,"21.9%",,0.36,0.16,0.18
"Wako","ahq eSports Club","ADC",3,"67%","33%",15,7,25,5.7,"81.6%","30.6%","23.3%","33%",-37,289,3,9,"30.9%",531,"27.2%",,303,"26.7%",,0.49,0.28,0.34
"Ysera","ahq eSports Club","Support",9,"56%","33%",11,22,64,3.4,"73.5%","10.8%","24.4%","33%",151,-169,-0.1,1.3,"4.7%",118,"7.0%",,112,"10.4%",,1.52,0.46,0.25
"Ziv","ahq eSports Club","Top",9,"56%","33%",28,20,40,3.4,"66.7%","27.5%","22.2%","22%",67,-183,-3.9,7.6,"24.2%",403,"28.5%",,244,"22.8%",,0.52,0.19,0.25
