"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Atom","Team Just","Top",9,"44%","67%",29,29,45,2.6,"61.2%","24.0%","21.8%","11%",38,64,-0.9,8.4,"24.8%",561,"26.2%",,270,"23.5%",,0.58,0.17,0.13
"Diamondprox","Gambit Esports","Jungle",7,"86%","0%",28,20,53,4.1,"68.6%","23.7%","26.3%","57%",117,253,-0.9,5.6,"17.4%",424,"17.6%",,243,"19.7%",,1.01,0.27,0.43
"DiscotEkka","RoX","Middle",8,"38%","50%",15,22,38,2.4,"67.1%","19.0%","23.7%","25%",106,39,-3.6,7.4,"20.9%",440,"20.6%",,211,"20.7%",,0.36,0.07,0.1
"Edward","Gambit Esports","Support",7,"86%","43%",14,16,57,4.4,"60.2%","11.9%","21.1%","14%",-32,-24,7,1.7,"5.6%",232,"9.2%",,143,"11.6%",,1.42,0.37,0.41
"Gadget","RoX","ADC",8,"38%","50%",35,19,28,3.3,"79.7%","44.3%","20.4%","13%",359,171,8.4,9.7,"34.5%",749,"35.5%",,301,"28.8%",,0.43,0.17,0.26
"Kinzu","Team Just","ADC",9,"44%","56%",42,20,47,4.5,"73.6%","34.7%","15.0%","11%",-34,6,-6.3,9.8,"32.1%",671,"31.4%",,312,"26.9%",,0.5,0.18,0.33
"Kira","Gambit Esports","Middle",7,"86%","71%",25,16,51,4.8,"64.4%","21.2%","21.1%","14%",64,91,-0.6,8.8,"26.2%",606,"25.2%",,286,"23.1%",,0.75,0.24,0.31
"Kreox","M19","Jungle",10,"40%","50%",15,25,68,3.3,"76.9%","13.9%","20.2%","60%",-97,-173,-3.3,4.7,"12.8%",247,"12.8%",,171,"16.3%",,1,0.41,0.34
"Lekcyc","Team Just","Support",9,"44%","44%",6,28,76,2.9,"67.8%","5.0%","21.1%","11%",1,-105,1.2,1.6,"5.7%",162,"7.8%",,122,"10.5%",,1.51,0.41,0.26
"Lodik","Gambit Esports","ADC",7,"86%","57%",35,10,40,7.5,"63.6%","29.7%","13.2%","14%",-68,-86,5,9.3,"29.9%",756,"30.6%",,317,"25.4%",,0.32,0.12,0.2
"Nomanz","M19","Middle",10,"40%","70%",35,18,46,4.5,"75.0%","32.4%","14.5%","10%",-5,89,5,9.5,"29.3%",616,"30.8%",,273,"26.2%",,0.46,0.15,0.22
"Phlaty","Team Just","Middle",9,"44%","11%",23,28,51,2.6,"61.2%","19.0%","21.1%","11%",-138,-204,-1.9,8.3,"23.8%",483,"23.4%",,250,"22.1%",,0.47,0.2,0.28
"Phones","RoX","Top",8,"38%","13%",13,16,34,2.9,"59.5%","16.5%","17.2%","25%",62,-156,-0.1,8.3,"27.1%",411,"19.6%",,232,"22.6%",,0.52,0.18,0.08
"PvPStejos","Gambit Esports","Top",7,"86%","57%",16,14,60,5.4,"64.4%","13.6%","18.4%","43%",-21,21,4.1,7.5,"20.9%",445,"17.2%",,252,"20.3%",,0.43,0.08,0.12
"SaNTaS","M19","Support",10,"40%","30%",6,32,73,2.5,"73.1%","5.6%","25.8%","40%",-89,-33,2,1.4,"4.8%",164,"8.6%",,109,"10.0%",,1.27,0.43,0.37
"Smurf","M19","Top",10,"40%","60%",21,27,45,2.4,"61.1%","19.4%","21.8%","20%",-69,53,-2,8.2,"25.0%",349,"17.9%",,234,"22.6%",,0.42,0.08,0.16
"Taikki","Team Just","Jungle",9,"44%","56%",21,28,67,3.1,"72.7%","17.4%","21.1%","22%",100,104,4.7,5.1,"13.6%",237,"11.3%",,199,"17.1%",,1.07,0.42,0.4
"VincentVega","M19","ADC",10,"40%","40%",31,22,54,3.9,"78.7%","28.7%","17.7%","40%",-209,-82,-4.5,8.8,"28.2%",613,"29.9%",,262,"24.8%",,0.32,0.06,0.24
"Wendel","RoX","Support",8,"38%","88%",5,17,58,3.7,"79.7%","6.3%","18.3%","13%",138,181,-10,0.8,"3.5%",275,"13.1%",,114,"10.9%",,1.15,0.23,0.28
"Zanzarah","RoX","Jungle",8,"38%","88%",11,19,50,3.2,"77.2%","13.9%","20.4%","25%",-94,-122,-0.4,4.8,"13.9%",230,"11.1%",,173,"17.0%",,0.84,0.31,0.27
