"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Alistar","Support",3,"17.6%","23.5%","41.2%","33%","0%",1,13,13,1.1,"60.9%","31.0%","0%",-124,-284,5.3,1.8,"5.7%",94,"6.1%","9.0%",1.41,0.3
"Anivia","Middle",3,"17.6%","23.5%","41.2%","100%","67%",7,4,28,8.8,"68.6%","16.0%","33%",163,337,0.3,9.3,"28.1%",561,"22.3%","23.0%",0.64,0.25
"Ashe","ADC",1,"5.9%","0.0%","5.9%","0%","100%",2,2,0,1,"33.3%","13.3%","0%",-382,-237,-7,6.9,"20.4%",500,"31.5%","21.5%",0.26,0.1
"Azir","Middle",3,"17.6%","0.0%","17.6%","67%","100%",13,11,23,3.3,"65.5%","26.2%","0%",165,323,9,9.3,"29.5%",672,"26.2%","25.4%",0.4,0.25
"Brand","Support",1,"5.9%","0.0%","5.9%","100%","100%",2,1,11,13,"72.2%","10.0%","0%",198,720,-5,0.9,"3.4%",724,"25.5%","13.9%",1.2,0.4
"Braum","Support",7,"41.2%","17.6%","58.8%","57%","57%",4,12,61,5.4,"70.7%","14.8%","29%",27,179,6,2.1,"7.0%",179,"8.4%","10.9%",1.38,0.29
"Caitlyn","ADC",7,"41.2%","58.8%","100.0%","86%","14%",34,7,31,9.3,"69.9%","13.0%","29%",426,151,10,9.9,"31.3%",791,"35.1%","26.7%",0.38,0.26
"Camille","Jungle",1,"5.9%","47.1%","52.9%","0%","100%",2,7,2,0.6,"50.0%","36.8%","0%",-411,-98,-5,4.4,"12.5%",186,"11.7%","15.5%",1.17,0.26
"Cassiopeia","Middle",6,"35.3%","41.2%","76.5%","67%","67%",23,11,29,4.7,"73.2%","17.7%","17%",-3,-66,4.5,9,"26.8%",582,"30.2%","25.2%",0.6,0.25
"Cho'Gath","Top",3,"17.6%","11.8%","29.4%","33%","67%",7,11,9,1.5,"66.7%","24.4%","0%",59,257,5.3,8,"21.9%",302,"17.5%","22.4%",0.46,0.13
