"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Corki","-",0,"0%","5.9%","5.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dr. Mundo","Jungle",1,"5.9%","0.0%","5.9%","0%","100%",1,3,4,1.7,"100.0%","15.8%","0%",608,1228,30,6.8,"18.1%",220,"13.5%","19.9%",0.57,0.51
"Ezreal","ADC",3,"17.6%","5.9%","23.5%","0%","67%",7,7,9,2.3,"44.4%","11.3%","0%",166,-58,2.7,8.8,"28.8%",777,"31.6%","26.6%",0.45,0.23
"Galio","Support",2,"11.8%","70.6%","82.4%","50%","0%",2,7,22,3.4,"72.7%","23.3%","50%",-23,85,7.5,1.9,"5.7%",158,"6.9%","10.1%",1.38,0.25
"Gangplank","Top",1,"5.9%","0.0%","5.9%","0%","100%",3,2,7,5,"71.4%","12.5%","0%",-205,-824,-13,9.1,"29.7%",989,"35.0%","29.5%",0.7,0.27
"Gnar","Top",2,"11.8%","0.0%","11.8%","0%","100%",5,8,4,1.1,"56.3%","25.0%","50%",360,220,2.5,7.4,"20.8%",409,"20.5%","21.5%",0.48,0.19
"Ivern","Jungle",1,"5.9%","0.0%","5.9%","0%","100%",1,4,6,1.8,"70.0%","22.2%","100%",245,215,-9,4.3,"10.7%",224,"11.1%","15.5%",1.6,0.4
"Janna","Support",4,"23.5%","11.8%","35.3%","50%","75%",2,12,38,3.3,"71.4%","23.5%","0%",117,268,-13.5,0.4,"1.9%",243,"10.4%","10.2%",1.3,0.25
"Jarvan IV","Jungle",2,"11.8%","5.9%","17.6%","0%","50%",3,7,18,3,"91.3%","21.9%","0%",-16,19,-1.5,5,"13.0%",234,"10.2%","15.9%",1.38,0.43
"Jhin","ADC",5,"29.4%","5.9%","35.3%","60%","100%",22,9,30,5.8,"74.3%","15.8%","20%",-306,-87,-7,9.2,"30.5%",625,"27.7%","25.1%",0.38,0.14
"Jinx","ADC",3,"17.6%","58.8%","76.5%","67%","67%",16,6,14,5,"81.1%","20.7%","33%",104,-131,-1,9.8,"31.0%",692,"32.5%","27.7%",0.45,0.31
"Karma","Middle",2,"11.8%","17.6%","35.3%","50%","50%",6,3,12,6,"81.8%","15.0%","0%",267,-39,-8,7.5,"22.7%",275,"15.1%","22.3%",0.41,0.1
"Karma","Support",1,"5.9%","17.6%","35.3%","0%","100%",0,3,1,0.3,"33.3%","25.0%","0%",-622,-478,0,1,"3.5%",187,"14.9%","8.2%",1.11,0.3
"Kassadin","-",0,"0%","17.6%","17.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Kayn","Jungle",2,"11.8%","5.9%","17.6%","50%","100%",1,3,13,4.7,"77.8%","18.8%","100%",-35,155,-2.5,5.6,"15.7%",226,"9.6%","17.1%",1.27,0.28
"Kha'Zix","Jungle",8,"47.1%","52.9%","100.0%","75%","13%",33,28,41,2.6,"60.2%","31.5%","63%",128,234,1.1,5.2,"15.3%",423,"18.9%","18.6%",1.16,0.33
"Kled","Top",1,"5.9%","0.0%","5.9%","0%","100%",3,3,2,1.7,"71.4%","21.4%","0%",280,138,17,8,"28.0%",423,"24.8%","26.2%",0.47,0
"Kog'Maw","ADC",3,"17.6%","0.0%","17.6%","33%","33%",13,10,18,3.1,"86.1%","27.8%","0%",51,62,0,8.9,"31.4%",764,"36.3%","26.2%",0.52,0.36
"LeBlanc","Middle",1,"5.9%","0.0%","5.9%","0%","100%",1,5,9,2,"71.4%","20.8%","0%",103,-88,-10,6,"15.1%",341,"16.0%","17.1%",0.27,0.13
"Lucian","ADC",1,"5.9%","0.0%","5.9%","0%","0%",8,4,3,2.8,"78.6%","16.7%","0%",27,126,18,10.2,"34.4%",811,"38.0%","32.1%",0.27,0.25
"Malzahar","Middle",1,"5.9%","0.0%","5.9%","0%","0%",4,7,6,1.4,"43.5%","23.3%","0%",-226,-6,-13,8.1,"25.1%",784,"22.2%","22.2%",0.64,0.39
"Maokai","Top",3,"17.6%","0.0%","17.6%","100%","100%",6,3,29,11.7,"76.1%","15.0%","0%",105,63,6,7.9,"20.3%",354,"15.7%","20.6%",0.33,0.11
"Morgana","Support",5,"29.4%","23.5%","52.9%","60%","60%",6,10,38,4.4,"81.5%","20.0%","20%",302,105,-10.4,0.6,"2.9%",322,"15.7%","11.8%",1.36,0.28
"Nidalee","-",0,"0%","5.9%","5.9%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Nocturne","-",0,"0%","11.8%","11.8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Olaf","Jungle",3,"17.6%","41.2%","58.8%","67%","33%",3,4,23,6.5,"68.4%","12.5%","67%",-79,-39,-3.7,5.5,"16.3%",311,"14.4%","17.8%",1.37,0.52
"Orianna","Middle",2,"11.8%","17.6%","29.4%","0%","100%",8,4,5,3.3,"76.5%","13.3%","0%",-21,-72,1,10,"30.1%",697,"38.2%","26.5%",0.52,0.26
"Ornn","Top",3,"17.6%","5.9%","23.5%","0%","33%",4,8,4,1,"38.1%","20.5%","33%",-64,-299,-6,8.1,"25.2%",324,"16.0%","21.8%",0.51,0.13
"Poppy","-",0,"0%","17.6%","17.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Rakan","Support",2,"11.8%","5.9%","17.6%","50%","50%",2,8,18,2.5,"83.3%","28.6%","50%",56,-143,-8.5,0.8,"3.2%",169,"8.4%","11.9%",1.4,0.69
"Ryze","Middle",4,"23.5%","58.8%","82.4%","25%","25%",5,11,13,1.6,"51.4%","17.2%","0%",1,-275,0.5,9.3,"27.1%",477,"26.4%","23.9%",0.59,0.29
"Sejuani","Jungle",9,"52.9%","17.6%","70.6%","56%","67%",21,14,74,6.8,"80.5%","13.5%","33%",-80,-322,-2.1,4.5,"12.9%",253,"11.5%","17.1%",0.62,0.32
"Shen","Top",3,"17.6%","11.8%","29.4%","33%","67%",5,10,22,2.7,"69.2%","22.2%","33%",-25,14,-1,8.4,"27.4%",228,"11.8%","23.9%",0.44,0.14
"Sion","Middle",4,"23.5%","17.6%","94.1%","50%","0%",9,10,26,3.5,"64.8%","21.7%","25%",-422,-350,-10.5,7.3,"19.9%",406,"17.4%","19.4%",0.5,0.18
"Sion","Top",9,"52.9%","17.6%","94.1%","89%","22%",16,18,57,4.1,"52.9%","20.7%","33%",61,28,2.9,7.7,"24.1%",372,"16.5%","20.3%",0.53,0.08
"Sivir","ADC",4,"23.5%","5.9%","29.4%","50%","75%",15,11,29,4,"88.0%","22.0%","50%",-61,-104,-9,9.3,"29.6%",603,"28.4%","25.6%",0.35,0.22
"Skarner","Jungle",1,"5.9%","94.1%","100.0%","100%","0%",1,2,18,9.5,"79.2%","14.3%","0%",328,345,2,4.6,"12.3%",169,"6.4%","15.2%",1.19,0.31
"Swain","Middle",2,"11.8%","23.5%","70.6%","50%","0%",7,6,10,2.8,"89.5%","28.6%","50%",118,417,1.5,8.7,"22.2%",517,"27.3%","23.0%",0.45,0.35
"Swain","Top",6,"35.3%","23.5%","70.6%","33%","17%",16,16,38,3.4,"65.1%","17.0%","17%",-271,-117,-8.7,8.4,"26.2%",644,"27.1%","23.1%",0.48,0.16
"Tahm Kench","Support",6,"35.3%","29.4%","64.7%","50%","17%",7,17,37,2.6,"59.5%","24.3%","33%",-181,-234,10.2,2,"7.1%",129,"6.2%","10.7%",1.31,0.35
"Taliyah","Middle",1,"5.9%","0.0%","5.9%","0%","100%",0,6,2,0.3,"40.0%","33.3%","0%",128,-182,6,7.9,"23.2%",437,"21.6%","21.4%",0.27,0.1
"Thresh","Support",2,"11.8%","0.0%","11.8%","50%","100%",5,7,18,3.3,"54.8%","18.4%","0%",-59,-49,3.5,1.3,"4.0%",159,"6.1%","10.3%",1.47,0.43
"Tristana","ADC",1,"5.9%","0.0%","5.9%","0%","100%",1,1,4,5,"62.5%","8.3%","0%",-253,-170,-13,10.5,"43.1%",595,"28.7%","28.8%",0.34,0.53
"Trundle","Jungle",1,"5.9%","17.6%","23.5%","100%","0%",3,1,9,12,"92.3%","20.0%","0%",291,301,7,6.2,"18.9%",248,"12.5%","21.1%",0.37,0.47
"Urgot","Top",1,"5.9%","5.9%","11.8%","0%","100%",2,3,2,1.3,"50.0%","15.8%","0%",45,105,-5,8.9,"26.9%",449,"28.2%","24.1%",0.58,0.19
"Varus","ADC",1,"5.9%","5.9%","11.8%","0%","0%",1,4,2,0.8,"60.0%","22.2%","0%",553,448,29,9,"32.2%",506,"24.9%","27.2%",0.37,0.37
"Viktor","Middle",2,"11.8%","0.0%","11.8%","50%","50%",9,2,11,10,"74.1%","7.7%","0%",-66,136,7,9.2,"29.7%",639,"31.0%","26.5%",0.44,0.2
"Vladimir","Top",2,"11.8%","5.9%","17.6%","100%","50%",12,4,10,5.5,"73.3%","26.7%","50%",7,243,4.5,8.7,"25.6%",708,"34.7%","25.0%",0.5,0.07
"Warwick","Jungle",2,"11.8%","0.0%","11.8%","0%","100%",5,11,15,1.8,"83.3%","28.2%","0%",-191,-304,6,5,"14.3%",162,"7.2%","16.7%",0.74,0.35
"Xayah","ADC",5,"29.4%","35.3%","64.7%","60%","20%",24,10,29,5.3,"74.6%","14.5%","20%",-423,2,-6.2,9.4,"32.5%",655,"31.5%","26.5%",0.38,0.31
"Zac","Jungle",3,"17.6%","47.1%","64.7%","33%","33%",1,8,15,2,"72.7%","20.5%","33%",-214,-196,-2.7,4.4,"12.3%",171,"11.7%","15.9%",0.97,0.37
"Zilean","Support",1,"5.9%","11.8%","17.6%","0%","100%",0,3,7,2.3,"100.0%","21.4%","0%",-231,-618,-13,0.7,"3.9%",152,"8.9%","9.1%",0.88,0.27
"Zoe","Middle",3,"17.6%","0.0%","17.6%","67%","33%",6,4,12,4.5,"54.5%","22.2%","33%",39,102,-0.3,7.6,"21.1%",576,"25.2%","20.4%",0.39,0.12
