"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"BULBAZABP","Team Empire","ADC",9,"44%",,26,19,70,5.1,"76.8%","20.8%","17.0%","44%",-212,-137,-7.1,7.4,"28.3%",531,"25.1%",,236,"22.9%",,0.45,0.07,0.22
"Drobovik123","Vega Squadron","Middle",5,"40%",,10,10,30,4,"74.1%","18.5%","13.7%","0%",-218,-57,-6.4,8.1,"30.0%",594,"30.0%",,250,"25.6%",,0.4,0.05,0.13
"Kira","Hard Random","Middle",7,"86%",,30,20,45,3.8,"65.8%","26.3%","23.3%","29%",152,259,10.4,8.7,"30.5%",754,"29.6%",,304,"24.5%",,0.53,0.07,0.27
"Lasagna","Natus Vincere CIS","Jungle",7,"29%",,11,23,43,2.3,"76.1%","15.5%","24.5%","43%",46,-140,-2.9,3.5,"12.3%",328,"15.9%",,184,"18.3%",,0.69,0.09,0.46
"Likkrit","Hard Random","Support",7,"86%",,4,17,93,5.7,"85.1%","3.5%","19.8%","43%",103,-29,-0.9,1.6,"7.4%",183,"7.4%",,166,"13.4%",,1.25,0.3,0.29
"Memento","Team Empire","Jungle",9,"44%",,23,23,73,4.2,"76.8%","18.4%","20.5%","44%",-76,8,-0.9,4.1,"16.5%",370,"17.6%",,202,"19.5%",,0.77,0.1,0.38
"mumus100","Team Empire","Top",9,"44%",,28,20,62,4.5,"72.0%","22.4%","17.9%","33%",-36,63,-0.8,6.2,"22.8%",467,"22.1%",,217,"21.0%",,0.45,0.1,0.22
"NoNholy","Vega Squadron","Top",5,"40%",,16,14,23,2.8,"72.2%","29.6%","19.2%","0%",-207,-274,-2,5.8,"21.9%",328,"15.6%",,200,"19.6%",,0.46,0.08,0.13
"Onesh0tiq","Hard Random","ADC",7,"86%",,38,12,54,7.7,"80.7%","33.3%","14.0%","43%",414,483,10.9,8,"29.0%",675,"27.1%",,296,"23.9%",,0.4,0.02,0.16
"Paranoia","Team Empire","Middle",9,"44%",,38,27,57,3.5,"76.0%","30.4%","24.1%","44%",-89,-278,-8.8,7.2,"26.3%",555,"26.4%",,241,"23.1%",,0.48,0.08,0.17
"PvPStejos","Hard Random","Jungle",7,"86%",,20,23,75,4.1,"83.3%","17.5%","26.7%","43%",301,105,3.7,3.7,"12.1%",486,"19.8%",,229,"18.7%",,0.71,0.09,0.41
"SaNTaS","Team Empire","Support",9,"44%",,10,23,77,3.8,"69.6%","8.0%","20.5%","33%",47,-124,1.6,1.4,"6.1%",183,"8.9%",,139,"13.5%",,1.07,0.11,0.41
"Saulius","Natus Vincere CIS","Middle",7,"29%",,15,20,32,2.4,"66.2%","21.1%","21.3%","14%",118,139,5.4,8.3,"30.2%",599,"30.1%",,241,"24.1%",,0.49,0.08,0.25
"Skash","Natus Vincere CIS","Support",7,"29%",,1,23,53,2.3,"76.1%","1.4%","24.5%","43%",-73,161,-0.1,1.2,"5.2%",168,"8.4%",,124,"12.1%",,1.12,0.21,0.3
"Smurf","Hard Random","Top",7,"86%",,22,14,64,6.1,"75.4%","19.3%","16.3%","14%",78,114,2.1,6,"21.1%",409,"16.1%",,241,"19.5%",,0.45,0.08,0.13
"Tauren","Vega Squadron","ADC",5,"40%",,19,13,18,2.8,"68.5%","35.2%","17.8%","0%",-247,-126,-1.6,7.1,"29.5%",514,"25.4%",,240,"24.9%",,0.45,0.06,0.17
"VincentVega","Natus Vincere CIS","ADC",7,"29%",,26,11,22,4.4,"67.6%","36.6%","11.7%","43%",35,-218,-0.6,8.2,"31.5%",543,"26.9%",,255,"25.1%",,0.4,0.01,0.16
"WildHeart","Vega Squadron","Support",5,"40%",,2,17,41,2.5,"79.6%","3.7%","23.3%","20%",-127,39,-1.4,0.9,"4.0%",130,"6.3%",,115,"11.6%",,1.24,0.18,0.38
"Zanzarah","Vega Squadron","Jungle",5,"40%",,7,19,32,2.1,"72.2%","13.0%","26.0%","20%",-347,35,0.4,3.8,"14.5%",455,"22.7%",,180,"18.3%",,0.89,0.13,0.28
"Zvene","Natus Vincere CIS","Top",7,"29%",,18,17,32,2.9,"70.4%","25.4%","18.1%","14%",116,1,0.3,6.3,"20.8%",385,"18.8%",,208,"20.5%",,0.53,0.1,0.2
