"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Airwaks","Copenhagen Wolves","Jungle",3,"0%",,6,16,14,1.3,"57.1%","17.1%","25.4%","67%",401,417,5.3,3,"10.9%",289,"15.0%",,156,"16.8%",,0.3,0.07,0.22
"Betsy","Gambit Gaming","Middle",4,"25%",,16,11,17,3,"63.5%","30.8%","16.4%","0%",40,70,1.5,8.5,"30.8%",503,"28.0%",,243,"25.9%",,0.27,0.06,0.11
"Cabochard","Gambit Gaming","Top",4,"25%",,16,10,24,4,"76.9%","30.8%","14.9%","25%",288,292,4,6.8,"25.9%",391,"21.3%",,217,"23.1%",,0.33,0.1,0.1
"Diamondprox","Gambit Gaming","Jungle",4,"25%",,6,15,25,2.1,"59.6%","11.5%","22.4%","25%",363,443,4.3,3.3,"12.0%",349,"19.1%",,175,"18.5%",,1.11,0.08,0.31
"Edward","Gambit Gaming","Support",4,"25%",,1,15,31,2.1,"61.5%","1.9%","22.4%","25%",45,-31,1.5,1,"4.3%",139,"7.6%",,97,"10.1%",,1.37,0.18,0.38
"FEBIVEN","Fnatic","Middle",10,"60%",,37,20,52,4.5,"54.9%","22.8%","18.7%","40%",122,120,-4,7.8,"27.4%",447,"23.3%",,252,"22.2%",,0.3,0.08,0.12
"FORG1VEN","SK Gaming","ADC",10,"40%",,35,30,43,2.6,"60.0%","26.9%","19.2%","30%",135,-41,9.3,9.6,"36.5%",600,"28.1%",,290,"28.1%",,0.09,0,0.16
"Fox","SK Gaming","Middle",10,"40%",,42,36,45,2.4,"66.9%","32.3%","23.1%","20%",130,14,5,6.9,"22.3%",548,"26.3%",,218,"21.2%",,0.13,0.1,0.1
"fredy122","SK Gaming","Top",10,"40%",,14,33,61,2.3,"57.7%","10.8%","21.2%","10%",-58,-21,0.4,7.5,"27.9%",492,"23.5%",,227,"22.6%",,0.45,0.02,0.05
"Freeze","Copenhagen Wolves","ADC",3,"0%",,7,13,14,1.6,"60.0%","20.0%","20.6%","0%",94,-59,5.3,8.3,"33.8%",441,"24.9%",,232,"26.6%",,0.08,0,0.11
"Hjarnan","H2k-Gaming","ADC",13,"62%",,59,25,85,5.8,"77.0%","31.6%","16.6%","31%",59,116,2.3,8.7,"35.1%",704,"32.7%",,284,"28.6%",,0.18,0.01,0.13
"Huni","Fnatic","Top",10,"60%",,33,35,75,3.1,"66.7%","20.4%","32.7%","40%",296,319,-2.1,6.3,"23.6%",510,"25.8%",,236,"22.1%",,0.58,0.06,0.07
"Hylissang","Unicorns of Love","Support",14,"57%",,11,54,146,2.9,"76.6%","5.4%","22.7%","29%",-17,-114,0.1,0.7,"2.7%",195,"8.8%",,108,"10.8%",,1.22,0.18,0.21
"kaSing","H2k-Gaming","Support",13,"62%",,7,30,129,4.5,"72.7%","3.7%","19.9%","31%",-102,-171,-1.2,0.7,"3.2%",162,"8.0%",,101,"10.0%",,1.33,0.19,0.28
"Kikis","Unicorns of Love","Jungle",14,"57%",,30,45,109,3.1,"67.8%","14.6%","18.9%","36%",-320,-324,-1.9,3.3,"13.5%",330,"15.3%",,181,"18.2%",,0.56,0.07,0.25
"Loulex","H2k-Gaming","Jungle",13,"62%",,25,35,101,3.6,"67.4%","13.4%","23.2%","31%",-255,-336,-6.1,2.6,"9.6%",253,"12.2%",,157,"15.9%",,0.68,0.13,0.22
"nRated","SK Gaming","Support",10,"40%",,4,27,89,3.4,"71.5%","3.1%","17.3%","30%",-77,203,-2.4,0.5,"2.5%",155,"7.3%",,105,"10.2%",,1.35,0.23,0.33
"Odoamne","H2k-Gaming","Top",13,"62%",,34,31,108,4.6,"75.9%","18.2%","20.5%","15%",-49,-130,2.8,6.2,"22.4%",450,"20.6%",,204,"21.0%",,0.35,0,0.02
"P1noy","Gambit Gaming","ADC",4,"25%",,13,16,14,1.7,"51.9%","25.0%","23.9%","25%",37,-136,3.8,7.2,"27.0%",443,"24.1%",,211,"22.4%",,0.12,0.02,0.12
"PowerOfEvil","Unicorns of Love","Middle",14,"57%",,60,40,82,3.6,"69.3%","29.3%","16.8%","7%",-221,-138,-1.9,7.5,"29.0%",693,"31.4%",,239,"24.2%",,0.23,0.04,0.11
"Reignover","Fnatic","Jungle",10,"60%",,36,20,89,6.3,"77.2%","22.2%","18.7%","60%",388,524,4.7,3.4,"12.0%",331,"17.0%",,215,"19.5%",,0.96,0.11,0.15
"Ryu","H2k-Gaming","Middle",13,"62%",,62,30,75,4.6,"73.3%","33.2%","19.9%","15%",10,55,1.2,7.7,"29.7%",545,"26.6%",,245,"24.4%",,0.27,0.07,0.12
"Soren","Copenhagen Wolves","Middle",3,"0%",,9,10,14,2.3,"65.7%","25.7%","15.9%","67%",100,-134,-2,8.2,"31.9%",525,"27.7%",,236,"26.7%",,0.19,0.08,0.19
"Steeelback","Fnatic","ADC",10,"60%",,48,16,59,6.7,"66.0%","29.6%","15.0%","20%",-134,-83,-5.2,8.4,"32.1%",513,"26.9%",,279,"25.5%",,0.17,0.04,0.12
"Svenskeren","SK Gaming","Jungle",10,"40%",,35,30,55,3,"69.2%","26.9%","19.2%","30%",126,64,2.5,3.2,"10.7%",315,"14.8%",,183,"17.8%",,0.61,0.09,0.35
"Unlimited","Copenhagen Wolves","Support",3,"0%",,6,12,19,2.1,"71.4%","17.1%","19.0%","0%",216,233,-3.3,0.3,"1.6%",204,"10.8%",,92,"10.2%",,1.02,0.11,0.19
"Vardags","Unicorns of Love","ADC",14,"57%",,74,45,73,3.3,"71.7%","36.1%","18.9%","29%",-86,32,-7.3,7.9,"33.0%",547,"25.1%",,264,"26.5%",,0.18,0.03,0.14
"Vizicsacsi","Unicorns of Love","Top",14,"57%",,30,54,114,2.7,"70.2%","14.6%","22.7%","14%",-205,-213,-1.8,6,"21.8%",421,"19.4%",,199,"20.2%",,0.71,0.08,0.13
"YellOwStaR","Fnatic","Support",10,"60%",,8,16,96,6.5,"64.2%","4.9%","15.0%","20%",150,122,4.2,1.2,"5.0%",138,"6.9%",,121,"10.7%",,1.35,0.17,0.31
"YoungBuck","Copenhagen Wolves","Top",3,"0%",,7,12,17,2,"68.6%","20.0%","19.0%","33%",-8,172,-3.7,5.9,"21.8%",394,"21.7%",,174,"19.6%",,0.71,0.05,0.07
