"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Copenhagen Wolves",3,0,3,38.5,35,63,0.56,0.85,0.35,"-5.6%",,,-54,"67%","0%","33%",,,"33%","20%",,"33%","50%","50.3%","49.1%",2.31,0.31,0.78
"Fnatic",10,6,4,33.8,162,107,1.51,0.79,1.28,"10.8%",,,1051,"70%","60%","70%",,,"60%","64%",,"70%","83%","50.6%","55.4%",3.35,0.45,0.78
"Gambit Gaming",4,1,3,36.1,52,67,0.78,0.82,0.54,"-2.4%",,,1218,"50%","75%","75%",,,"50%","50%",,"25%","50%","51.0%","49.7%",3.2,0.44,1.02
"H2k-Gaming",13,8,5,35.1,187,151,1.24,0.73,-0.37,"-3.0%",,,-340,"38%","62%","54%",,,"31%","44%",,"46%","32%","49.6%","46.3%",2.8,0.39,0.76
"SK Gaming",10,4,6,37.1,130,156,0.83,0.77,0.39,"0.6%",,,691,"40%","70%","40%",,,"70%","64%",,"30%","50%","51.3%","54.4%",2.64,0.44,1
"Unicorns of Love",14,8,6,36.6,205,238,0.86,0.85,-1.03,"-3.5%",,,-1265,"50%","21%","36%",,,"50%","44%",,"50%","47%","48.6%","46.7%",2.9,0.4,0.84
