"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Morgana","Support",4,"17.4%","4.3%","21.7%","50%","-",1,16,28,1.8,"58.0%","22.2%","0%",-1,-104,-4.8,0.6,"3.0%",206,"9.7%","12.1%",1.27,0.38
"Nautilus","Top",3,"13.0%","0.0%","13.0%","33%","-",8,12,21,2.4,"58.0%","22.6%","33%",-194,-282,-1.7,6.1,"22.2%",314,"14.8%","18.6%",0.5,0.13
"Nidalee","Jungle",6,"26.1%","65.2%","91.3%","67%","-",18,14,46,4.6,"75.3%","22.6%","67%",655,933,10.7,5,"16.4%",407,"22.0%","21.0%",0.67,0.55
"Orianna","Middle",2,"8.7%","0.0%","8.7%","0%","-",1,5,2,0.6,"60.0%","14.7%","0%",-259,-454,-13,8.6,"32.6%",228,"19.3%","25.9%",0.34,0.1
"Poppy","Top",11,"47.8%","47.8%","95.7%","64%","-",30,28,74,3.7,"71.2%","18.4%","18%",-58,-103,-6.5,6.8,"23.7%",424,"19.8%","21.0%",0.5,0.12
"Rek'Sai","Jungle",5,"21.7%","8.7%","30.4%","20%","-",6,17,45,3,"87.9%","21.8%","80%",258,330,3.8,3.9,"12.6%",342,"15.9%","18.5%",0.93,0.45
"Ryze","Middle",7,"30.4%","39.1%","69.6%","43%","-",25,20,38,3.2,"75.9%","18.5%","0%",-141,-171,-6.6,7.7,"26.5%",520,"27.2%","23.3%",0.48,0.14
"Sivir","ADC",2,"8.7%","8.7%","17.4%","0%","-",0,7,6,0.9,"50.0%","20.0%","0%",-449,-460,-10,8.2,"34.4%",375,"23.2%","23.7%",0.44,0.13
"Soraka","Support",2,"8.7%","56.5%","65.2%","100%","-",1,4,33,8.5,"85.0%","36.4%","100%",329,4,1,0.4,"1.7%",134,"6.3%","12.7%",0.86,0.26
"Tristana","ADC",2,"8.7%","13.0%","21.7%","50%","-",8,4,5,3.3,"72.2%","13.3%","50%",85,-78,-4.5,9.5,"31.8%",514,"30.0%","27.5%",0.47,0.35
"Trundle","Support",1,"4.3%","0.0%","8.7%","0%","-",0,2,1,0.5,"100.0%","18.2%","0%",-30,-54,7,1,"4.2%",26,"2.6%","9.7%",1.37,0.25
"Trundle","Top",1,"4.3%","0.0%","8.7%","0%","-",0,3,2,0.7,"100.0%","25.0%","0%",-214,-324,-1,8,"27.2%",171,"11.2%","21.6%",0.58,0.09
"Twisted Fate","Middle",2,"8.7%","17.4%","26.1%","50%","-",9,3,9,6,"90.0%","17.6%","0%",357,-78,-1,8.2,"23.7%",504,"27.4%","25.8%",0.53,0.2
"Urgot","Middle",1,"4.3%","0.0%","4.3%","0%","-",3,4,1,1,"80.0%","21.1%","0%",40,-1045,-11,7.7,"27.5%",438,"27.4%","22.7%",0.3,0.13
"Varus","Middle",1,"4.3%","0.0%","4.3%","0%","-",1,4,3,1,"50.0%","19.0%","0%",-432,-390,-9,6.9,"24.0%",510,"34.3%","21.2%",0.35,0.11
"Vel'Koz","Middle",1,"4.3%","0.0%","4.3%","100%","-",3,2,12,7.5,"65.2%","33.3%","0%",55,0,7,7.1,"24.6%",686,"25.1%","21.8%",0.34,0.07
"Zed","Middle",4,"17.4%","13.0%","30.4%","75%","-",27,3,21,16,"65.8%","7.9%","25%",98,478,5,8.5,"26.7%",575,"29.8%","24.0%",0.49,0.12
