"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"Cloud9",4,1,3,30.3,38,72,0.53,0.91,-0.91,"-5.8%",,,339,"25%","50%","25%",,"0%","50%","25%",,"25%","20%","50.8%","48.0%",2.73,0.46,0.94
"Counter Logic Gaming",10,6,4,36,123,133,0.92,0.71,0.13,"0.9%",,,-375,"40%","80%","50%",,"58%","60%","42%",,"80%","75%","49.2%","47.6%",3.44,0.65,1.52
"Immortals",6,3,3,34.8,81,87,0.93,0.8,0.65,"2.7%",,,653,"67%","33%","83%",,"25%","50%","48%",,"67%","50%","50.2%","50.5%",3.81,0.54,1.48
"NRG Esports",3,0,3,32.4,18,51,0.35,0.71,-3.78,"-23.1%",,,-3521,"0%","33%","0%",,"0%","33%","10%",,"33%","33%","48.4%","36.6%",3.62,0.82,1.14
"Team Liquid",11,5,6,32.2,144,146,0.99,0.82,0.42,"0.7%",,,864,"64%","45%","45%",,"62%","36%","60%",,"18%","18%","50.1%","54.7%",3.43,0.6,1.32
"TSM",12,8,4,36.1,199,114,1.75,0.72,0.34,"5.0%",,,-39,"58%","42%","58%",,"75%","58%","66%",,"50%","63%","50.7%","51.4%",3.57,0.64,1.43
