"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"CNB e-Sports Club",2,2,0,37.8,35,14,2.5,0.65,-0.35,"0.6%",,,-859,"50%","100%","100%",,"33%","100%","100%",,"100%","100%","47.9%","46.8%",3.81,0.76,1.66
"g3nerationX",2,0,2,37.8,14,35,0.4,0.65,0.35,"-0.6%",,,859,"50%","0%","0%",,"67%","0%","0%",,"0%","0%","52.1%","53.2%",3.48,0.65,1.58
"INTZ",7,6,1,39.5,102,71,1.44,0.63,0.19,"2.2%",,,348,"43%","71%","57%",,"57%","29%","30%",,"71%","67%","49.6%","50.7%",3.68,0.81,1.64
"KaBuM! e-Sports",5,2,3,40.2,27,45,0.6,0.36,-1.98,"-14.4%",,,-2425,"20%","20%","20%",,"30%","40%","40%",,"20%","50%","49.3%","44.5%",3.41,0.89,1.74
"Operation Kino e-Sports",7,3,4,42.5,79,92,0.86,0.57,0.07,"0.2%",,,195,"43%","43%","43%",,"42%","57%","62%",,"43%","62%","50.1%","47.6%",3.73,0.75,1.54
"paiN Gaming",5,1,4,45.1,51,61,0.84,0.5,0.47,"-0.8%",,,876,"60%","100%","60%",,"33%","60%","50%",,"20%","33%","49.4%","51.3%",3.55,0.57,1.52
"RED Canids",6,3,3,43.3,75,70,1.07,0.56,-0.34,"-0.2%",,,-664,"33%","17%","33%",,"75%","67%","45%",,"50%","36%","50.5%","51.0%",3.43,0.7,1.7
"Vivo Keyd",6,3,3,35.7,56,52,1.08,0.5,1.42,"10.2%",,,1322,"100%","50%","83%",,"57%","50%","74%",,"17%","33%","51.0%","54.5%",3.62,0.67,1.43
