"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Alistar","Support",7,"35.0%","30.0%","65.0%","43%","-",1,21,61,3,"81.6%","25.6%","43%",13,41,-1.4,1,"3.5%",76,"4.0%","10.3%",1.36,0.25
"Azir","Middle",4,"20.0%","15.0%","35.0%","75%","-",7,4,12,4.8,"65.5%","13.8%","0%",-367,-347,-7.8,9.2,"31.6%",651,"41.7%","25.3%",0.43,0.23
"Bard","Support",3,"15.0%","0.0%","15.0%","67%","-",1,13,27,2.2,"63.6%","33.3%","33%",-44,209,-8,0.6,"2.6%",154,"8.8%","10.9%",1.35,0.45
"Braum","Support",7,"35.0%","65.0%","100.0%","57%","-",1,14,46,3.4,"64.4%","20.3%","29%",82,98,3.3,1.2,"3.9%",128,"6.7%","11.0%",1.41,0.35
"Caitlyn","ADC",2,"10.0%","0.0%","10.0%","50%","-",7,2,5,6,"70.6%","14.3%","0%",671,666,16,8.4,"26.0%",436,"27.5%","24.8%",0.52,0.37
"Cho'Gath","Middle",2,"10.0%","0.0%","10.0%","0%","-",6,9,7,1.4,"54.2%","26.5%","50%",24,-49,-9,8.6,"27.5%",363,"23.7%","22.9%",0.57,0.12
"Corki","ADC",3,"15.0%","40.0%","90.0%","100%","-",13,9,12,2.8,"53.2%","23.1%","33%",408,265,5.7,8.4,"27.8%",526,"26.1%","22.6%",0.47,0.31
"Corki","Middle",7,"35.0%","40.0%","90.0%","43%","-",25,10,36,6.1,"77.2%","11.8%","14%",230,151,10.1,9.7,"30.8%",625,"34.2%","26.5%",0.56,0.32
"Ekko","Top",1,"5.0%","10.0%","15.0%","100%","-",7,2,8,7.5,"100.0%","22.2%","0%",253,75,24,7.9,"26.5%",573,"27.5%","24.4%",0.49,0.11
"Elise","Jungle",12,"60.0%","0.0%","60.0%","50%","-",23,31,64,2.8,"69.0%","22.0%","42%",-93,-233,-4.4,3.6,"11.8%",240,"14.0%","17.5%",0.86,0.58
"Ezreal","ADC",4,"20.0%","0.0%","25.0%","0%","-",6,6,12,3,"54.5%","10.9%","25%",-185,265,-5.3,8.8,"27.6%",560,"34.1%","22.7%",0.38,0.28
"Ezreal","Middle",1,"5.0%","0.0%","25.0%","0%","-",2,1,0,2,"100.0%","12.5%","0%",-129,-276,-6,8.3,"29.5%",595,"39.2%","27.6%",0.21,0.1
"Fiora","Top",3,"15.0%","25.0%","40.0%","33%","-",9,11,9,1.6,"58.1%","26.2%","33%",514,648,18.3,9,"31.1%",344,"22.0%","24.7%",0.54,0.16
"Gangplank","Top",4,"20.0%","0.0%","20.0%","25%","-",9,13,20,2.2,"65.9%","22.0%","0%",327,-63,6.3,10.4,"36.8%",593,"36.6%","30.5%",0.53,0.18
"Gragas","Jungle",9,"45.0%","35.0%","90.0%","56%","-",11,18,57,3.8,"70.8%","22.2%","22%",-28,-3,1.1,3.4,"10.9%",260,"15.0%","16.3%",0.92,0.57
"Gragas","Top",2,"10.0%","35.0%","90.0%","100%","-",4,5,22,5.2,"78.8%","26.3%","0%",-430,-62,2.5,6.4,"26.5%",346,"16.0%","19.5%",0.5,0.14
"Graves","Jungle",2,"10.0%","0.0%","10.0%","100%","-",2,2,13,7.5,"60.0%","20.0%","0%",349,1086,7,4.2,"14.4%",211,"12.0%","17.5%",0.84,0.53
"Janna","Support",1,"5.0%","0.0%","5.0%","0%","-",0,3,1,0.3,"50.0%","37.5%","0%",-237,-166,-10,0.8,"4.4%",50,"3.3%","9.8%",1.53,0.7
"Jhin","ADC",2,"10.0%","0.0%","10.0%","50%","-",5,3,12,5.7,"73.9%","15.0%","0%",95,-66,4.5,8.4,"27.5%",478,"25.4%","23.9%",0.32,0.07
"Kalista","ADC",5,"25.0%","55.0%","80.0%","80%","-",24,9,32,6.2,"80.0%","18.8%","40%",-13,-259,-0.2,8.1,"25.5%",424,"23.1%","24.1%",0.44,0.23
"Karma","Middle",1,"5.0%","0.0%","5.0%","0%","-",2,3,5,2.3,"63.6%","27.3%","100%",557,419,15,8.1,"23.2%",324,"19.2%","20.4%",0.49,0.09
"Katarina","Middle",1,"5.0%","0.0%","5.0%","0%","-",2,2,2,2,"66.7%","16.7%","100%",-488,-118,-25,6,"19.5%",273,"21.7%","18.2%",0.23,0.09
"Kindred","Jungle",7,"35.0%","5.0%","40.0%","71%","-",31,14,46,5.5,"79.4%","19.4%","29%",95,10,0.9,4,"14.1%",343,"16.9%","19.3%",0.56,0.59
"LeBlanc","Middle",5,"25.0%","15.0%","40.0%","20%","-",11,11,16,2.5,"64.3%","20.0%","80%",157,166,6.4,7.7,"22.5%",452,"26.1%","21.1%",0.43,0.23
"Lee Sin","Jungle",1,"5.0%","0.0%","5.0%","100%","-",1,0,9,10,"71.4%","0.0%","0%",-260,-98,-3,2.7,"8.4%",121,"6.7%","15.0%",0.89,0.38
"Lissandra","Middle",3,"15.0%","75.0%","100.0%","100%","-",14,4,20,8.5,"89.5%","20.0%","100%",177,147,1,9.8,"28.8%",489,"29.8%","25.7%",0.53,0.17
"Lissandra","Support",2,"10.0%","75.0%","100.0%","50%","-",1,8,8,1.1,"60.0%","50.0%","50%",-169,8,3.5,1.4,"4.4%",121,"7.8%","10.9%",1.33,0.51
"Lucian","ADC",17,"85.0%","0.0%","85.0%","41%","-",59,26,43,3.9,"58.3%","13.1%","6%",-103,-155,-1.8,9,"30.1%",451,"24.9%","25.2%",0.44,0.28
"Lulu","Middle",3,"15.0%","40.0%","55.0%","67%","-",5,3,21,8.7,"83.9%","12.5%","33%",252,164,4.7,8.1,"26.6%",379,"22.6%","23.6%",0.5,0.18
"Lux","Middle",2,"10.0%","15.0%","25.0%","100%","-",6,8,22,3.5,"77.8%","26.7%","0%",-320,-86,2,7.7,"24.1%",666,"29.4%","20.4%",0.51,0.19
"Malphite","Top",3,"15.0%","0.0%","15.0%","100%","-",7,2,28,17.5,"77.8%","12.5%","33%",-210,-364,-12.3,6.8,"22.4%",436,"22.0%","19.9%",0.51,0.16
"Maokai","Top",1,"5.0%","0.0%","5.0%","0%","-",1,4,6,1.8,"87.5%","25.0%","100%",524,190,4,7.2,"23.5%",386,"22.7%","20.4%",0.4,0.09
"Morgana","Middle",2,"10.0%","5.0%","35.0%","100%","-",4,5,20,4.8,"70.6%","21.7%","0%",-85,54,1,7.7,"23.7%",500,"24.8%","21.2%",0.54,0.12
"Morgana","Support",4,"20.0%","5.0%","35.0%","75%","-",2,6,30,5.3,"76.2%","17.1%","0%",-51,-251,-5.8,0.8,"2.9%",135,"8.0%","11.7%",1.46,0.51
"Nautilus","Middle",1,"5.0%","10.0%","40.0%","100%","-",4,5,9,2.6,"76.5%","38.5%","0%",-299,-355,14,8.7,"26.2%",392,"21.0%","23.4%",0.55,0.07
"Nautilus","Support",3,"15.0%","10.0%","40.0%","67%","-",1,10,13,1.4,"58.3%","35.7%","0%",-5,-449,0.7,1.3,"4.5%",86,"5.7%","10.9%",1.26,0.3
"Nautilus","Top",2,"10.0%","10.0%","40.0%","50%","-",1,9,13,1.6,"66.7%","42.9%","50%",174,78,8.5,6.7,"23.0%",327,"18.2%","19.0%",0.47,0.16
"Nidalee","Jungle",3,"15.0%","15.0%","30.0%","0%","-",5,7,9,2,"53.8%","14.3%","33%",227,386,7.7,4.2,"13.3%",331,"18.5%","19.3%",0.87,0.67
"Orianna","Middle",1,"5.0%","0.0%","5.0%","100%","-",3,1,10,13,"86.7%","33.3%","100%",-308,-441,-2,10.8,"36.8%",571,"27.5%","27.2%",0.6,0.21
"Poppy","Top",12,"60.0%","10.0%","70.0%","42%","-",20,26,63,3.2,"66.9%","19.4%","25%",-104,-100,-6.7,7.4,"25.7%",353,"20.5%","21.5%",0.54,0.19
"Quinn","Middle",1,"5.0%","35.0%","40.0%","0%","-",3,1,4,7,"63.6%","7.1%","0%",-646,-343,-19,8.1,"25.9%",488,"26.3%","22.8%",0.57,0.2
"Rammus","Top",7,"35.0%","40.0%","75.0%","57%","-",17,12,38,4.6,"76.4%","18.5%","57%",-315,51,-6.3,7.7,"27.3%",453,"24.2%","22.5%",0.42,0.22
"Rek'Sai","Jungle",4,"20.0%","0.0%","20.0%","25%","-",6,8,17,2.9,"63.9%","17.4%","25%",-158,-34,-0.5,3.8,"11.8%",190,"11.4%","17.0%",0.9,0.66
"Rumble","Jungle",1,"5.0%","0.0%","5.0%","0%","-",1,3,6,2.3,"63.6%","21.4%","0%",260,98,3,4.5,"16.3%",294,"15.9%","20.6%",0.87,0.36
