"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Ryze","Middle",1,"5.0%","0.0%","5.0%","0%","-",6,2,2,4,"72.7%","11.8%","0%",-101,-165,-8,8.2,"28.3%",511,"24.5%","27.0%",0.44,0.19
"Sejuani","Jungle",1,"5.0%","0.0%","5.0%","0%","-",2,4,4,1.5,"75.0%","25.0%","100%",-41,-439,2,4,"11.1%",208,"12.2%","18.2%",1.05,0.54
"Sivir","ADC",6,"30.0%","0.0%","30.0%","50%","-",23,8,31,6.8,"83.1%","12.5%","17%",-102,66,-1.8,9.3,"32.2%",593,"31.1%","26.5%",0.49,0.24
"Thresh","Support",9,"45.0%","0.0%","45.0%","33%","-",3,33,65,2.1,"57.1%","26.4%","11%",-1,148,3.7,0.9,"2.9%",93,"5.0%","10.0%",1.17,0.33
"Trundle","Support",4,"20.0%","5.0%","45.0%","50%","-",0,7,39,5.6,"88.6%","18.4%","50%",68,-107,0.5,1.5,"6.3%",86,"4.9%","12.4%",1.36,0.43
"Trundle","Top",4,"20.0%","5.0%","45.0%","25%","-",5,9,8,1.4,"44.8%","19.6%","25%",298,-15,8,8.3,"29.2%",249,"14.3%","23.2%",0.46,0.18
"Twisted Fate","Middle",1,"5.0%","0.0%","5.0%","0%","-",6,2,4,5,"90.9%","10.0%","100%",688,67,-5,9.4,"30.9%",758,"41.9%","30.1%",0.45,0.16
"Varus","Middle",1,"5.0%","0.0%","5.0%","0%","-",1,1,1,2,"100.0%","11.1%","0%",-287,21,-11,8.3,"26.8%",721,"49.6%","23.9%",0.4,0.06
"Vayne","ADC",1,"5.0%","0.0%","5.0%","100%","-",3,1,5,8,"88.9%","50.0%","100%",413,487,5,7.3,"20.1%",339,"23.8%","22.3%",0.35,0.37
"Zed","Middle",2,"10.0%","40.0%","55.0%","50%","-",8,5,2,2,"40.0%","18.5%","0%",-152,-19,-11,8.5,"25.9%",519,"25.9%","23.0%",0.5,0.17
"Zed","Top",1,"5.0%","40.0%","55.0%","100%","-",6,4,8,3.5,"82.4%","30.8%","0%",-224,3,-1,9.2,"32.1%",722,"38.8%","26.3%",0.64,0.14
"Zilean","Middle",1,"5.0%","15.0%","20.0%","100%","-",6,0,6,12,"80.0%","0.0%","100%",-142,-39,-8,9.7,"31.2%",704,"35.6%","26.5%",0.6,0.08
