"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Mylon","paiN Gaming","Top",5,"20%",,8,16,31,2.4,"76.5%","15.7%","26.2%","60%",263,111,6.4,7.1,"24.7%",312,"18.2%",,217,"21.1%",,0.51,0.09,0.22
"Nappon","CNB e-Sports Club","Jungle",2,"100%",,8,4,20,7,"80.0%","22.9%","28.6%","50%",20,-368,-1,4.1,"14.3%",388,"17.2%",,228,"19.2%",,0.74,0.15,0.76
"pbO","CNB e-Sports Club","ADC",2,"100%",,17,2,13,15,"85.7%","48.6%","14.3%","50%",12,-419,2.5,8.3,"29.0%",578,"25.7%",,316,"26.3%",,0.63,0.16,0.25
"Picoca","paiN Gaming","Support",5,"20%",,2,15,35,2.5,"72.5%","3.9%","24.6%","40%",24,-16,-0.8,1.3,"4.9%",100,"6.0%",,117,"11.3%",,1.26,0.2,0.45
"Professor","Operation Kino e-Sports","Support",7,"43%",,3,19,50,2.8,"67.1%","3.8%","20.7%","0%",-45,-281,-1,1,"3.6%",125,"7.2%",,127,"11.0%",,1.6,0.43,0.47
"Revolta","INTZ","Jungle",7,"86%",,19,13,46,5,"63.7%","18.6%","18.3%","29%",71,363,3,4.1,"14.7%",272,"13.5%",,222,"19.0%",,0.82,0.23,0.64
"Robo","Vivo Keyd","Top",6,"50%",,15,13,29,3.4,"78.6%","26.8%","25.0%","83%",110,38,-4.3,7.2,"24.6%",461,"24.9%",,238,"21.3%",,0.47,0.09,0.11
"Sacy","RED Canids","ADC",6,"50%",,22,9,28,5.6,"66.7%","29.3%","12.9%","17%",-2,-138,-0.7,8.6,"26.4%",391,"22.8%",,264,"23.7%",,0.38,0.01,0.26
"Sirt","paiN Gaming","Jungle",5,"20%",,9,11,25,3.1,"66.7%","17.6%","18.0%","20%",236,267,3.4,3.8,"12.8%",265,"15.4%",,189,"18.4%",,0.89,0.19,0.53
"SkyBart","Operation Kino e-Sports","Top",7,"43%",,15,18,34,2.7,"62.0%","19.0%","19.6%","14%",282,223,8.6,9.8,"34.2%",523,"31.1%",,314,"27.4%",,0.53,0.08,0.16
"Skyer","g3nerationX","ADC",2,"0%",,1,3,6,2.3,"50.0%","7.1%","8.6%","0%",-12,419,-2.5,8.3,"25.5%",453,"28.2%",,223,"21.3%",,0.45,0.07,0.24
"Snowlz","g3nerationX","Jungle",2,"0%",,2,7,9,1.6,"78.6%","14.3%","20.0%","50%",-20,368,1,3.5,"9.9%",297,"18.1%",,170,"16.7%",,0.96,0.27,0.63
"takeshi","Vivo Keyd","Middle",6,"50%",,18,9,19,4.1,"66.1%","32.1%","17.3%","67%",18,97,-5.7,8.7,"27.1%",418,"23.0%",,265,"23.6%",,0.48,0.05,0.15
"Tay","g3nerationX","Middle",2,"0%",,8,4,5,3.3,"92.9%","57.1%","11.4%","50%",498,254,-1.5,9.3,"30.9%",584,"35.1%",,295,"28.0%",,0.51,0.07,0.23
"tinowns","KaBuM! e-Sports","Middle",5,"40%",,10,9,14,2.7,"88.9%","37.0%","20.0%","20%",-131,-213,-2.4,9,"29.8%",626,"40.9%",,242,"25.9%",,0.34,0.06,0.2
"tockers","INTZ","Middle",7,"86%",,22,10,46,6.8,"66.7%","21.6%","14.1%","14%",96,107,6,8.2,"26.3%",612,"31.2%",,264,"22.7%",,0.51,0.09,0.26
"Turtle","Vivo Keyd","Jungle",6,"50%",,7,9,30,4.1,"66.1%","12.5%","17.3%","67%",57,-158,0,3.5,"11.4%",258,"14.1%",,194,"17.3%",,0.9,0.26,0.5
"Vash","CNB e-Sports Club","Middle",2,"100%",,5,3,25,10,"85.7%","14.3%","21.4%","50%",-498,-254,1.5,9,"31.8%",705,"31.0%",,288,"24.5%",,0.57,0.11,0.21
"Wos","CNB e-Sports Club","Support",2,"100%",,1,3,27,9.3,"80.0%","2.9%","21.4%","50%",-52,589,-2,0.8,"2.8%",119,"5.3%",,133,"11.1%",,1.39,0.32,0.3
"Yang","INTZ","Top",7,"86%",,20,14,49,4.9,"67.6%","19.6%","19.7%","14%",-1,67,6.7,7.5,"26.5%",395,"19.9%",,250,"21.4%",,0.55,0.11,0.16
"Zantins","g3nerationX","Top",2,"0%",,3,10,2,0.5,"35.7%","21.4%","28.6%","0%",135,181,9.5,8.8,"30.0%",219,"13.7%",,254,"24.7%",,0.44,0.07,0.16
"Zirigui","KaBuM! e-Sports","Support",5,"40%",,1,17,16,1,"63.0%","3.7%","37.8%","0%",-88,144,-2.8,1,"4.0%",80,"5.0%",,98,"10.3%",,1.67,0.49,0.58
"Zuao","Operation Kino e-Sports","Jungle",7,"43%",,24,18,33,3.2,"72.2%","30.4%","19.6%","29%",50,-274,-4.4,3.8,"12.0%",268,"15.3%",,203,"17.8%",,0.66,0.13,0.56
