"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Jinx","ADC",2,"11.1%","5.6%","16.7%","50%","100%",19,7,7,3.7,"81.3%","26.9%","100%",-121,-170,-6.5,9.5,"32.8%",697,"36.2%","28.6%",0.4,0.24
"Karma","Middle",1,"5.6%","5.6%","11.1%","0%","100%",1,1,4,5,"62.5%","5.6%","0%",94,59,2,8.8,"24.3%",506,"31.4%","22.6%",0.42,0.21
"Kassadin","Middle",1,"5.6%","0.0%","5.6%","100%","100%",3,0,4,7,"58.3%","0.0%","0%",-125,-60,-9,9.7,"26.3%",657,"36.5%","22.8%",0.62,0.11
"Kha'Zix","Jungle",1,"5.6%","0.0%","5.6%","0%","100%",1,3,6,2.3,"87.5%","12.5%","0%",-105,260,1,5.1,"14.6%",327,"18.2%","19.1%",1.13,0.23
"Kog'Maw","ADC",3,"16.7%","5.6%","22.2%","67%","100%",16,6,18,5.7,"60.7%","21.4%","33%",199,80,0.7,9.3,"26.7%",599,"32.5%","24.3%",0.36,0.39
"Leona","Support",2,"11.1%","0.0%","11.1%","50%","100%",1,12,16,1.4,"65.4%","35.3%","50%",1,149,0.5,1.5,"5.1%",117,"6.5%","10.7%",1.72,0.28
"Lulu","Support",1,"5.6%","0.0%","5.6%","100%","100%",0,4,17,4.3,"77.3%","18.2%","0%",-737,-454,-8,0.6,"2.2%",82,"3.0%","9.4%",1.16,0.35
"Maokai","-",0,"0%","5.6%","5.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Morgana","Support",2,"11.1%","16.7%","27.8%","0%","50%",1,9,7,0.9,"66.7%","24.3%","0%",-67,-313,-3.5,0.7,"2.7%",219,"14.1%","9.9%",1.14,0.26
"Nidalee","Jungle",1,"5.6%","0.0%","5.6%","100%","100%",3,0,8,11,"91.7%","0.0%","100%",622,114,17,6.3,"19.3%",525,"20.4%","19.5%",1.41,0.65
"Nocturne","Jungle",1,"5.6%","0.0%","5.6%","100%","100%",3,5,8,2.2,"68.8%","33.3%","100%",197,267,2,5.4,"14.8%",331,"14.1%","16.7%",0.92,0.22
"Nunu & Willump","Jungle",1,"5.6%","0.0%","5.6%","0%","100%",1,4,2,0.8,"75.0%","30.8%","0%",27,-51,-5,4.8,"14.2%",93,"7.0%","17.5%",0.49,0.28
"Olaf","Jungle",6,"33.3%","44.4%","77.8%","17%","17%",18,15,44,4.1,"69.7%","13.3%","67%",163,400,6.7,5,"14.5%",319,"15.9%","17.9%",1.32,0.46
"Orianna","Middle",1,"5.6%","5.6%","11.1%","100%","100%",7,2,9,8,"76.2%","20.0%","0%",81,501,15,9.5,"26.6%",449,"19.2%","23.3%",0.8,0.28
"Ornn","Top",1,"5.6%","0.0%","5.6%","0%","100%",3,5,15,3.6,"81.8%","22.7%","0%",403,246,2,5.2,"14.0%",382,"16.4%","18.2%",0.63,0.08
"Poppy","Top",3,"16.7%","5.6%","22.2%","0%","100%",5,6,24,4.8,"67.4%","12.5%","33%",-76,-57,-4,7.8,"24.9%",324,"19.9%","22.0%",0.53,0.16
"Rakan","Support",1,"5.6%","16.7%","22.2%","100%","0%",0,2,19,9.5,"90.5%","20.0%","0%",343,203,-16,0.7,"1.6%",165,"7.1%","11.3%",1.69,0.34
"Rek'Sai","Jungle",1,"5.6%","0.0%","5.6%","0%","100%",2,9,5,0.8,"41.2%","42.9%","0%",-192,-1349,-28,3.4,"8.8%",166,"9.3%","12.7%",0.79,0.26
"Ryze","Middle",7,"38.9%","50.0%","88.9%","57%","0%",38,12,34,6,"64.3%","13.5%","29%",-115,-100,-1.7,9.3,"27.4%",524,"25.4%","25.0%",0.56,0.19
"Sejuani","Jungle",4,"22.2%","5.6%","27.8%","25%","50%",6,18,31,2.1,"80.4%","26.9%","50%",-345,-368,-1.5,4.3,"11.8%",239,"13.5%","15.6%",0.58,0.36
"Shen","Top",3,"16.7%","38.9%","55.6%","67%","67%",6,7,26,4.6,"72.7%","17.9%","67%",-157,-4,-9,8.3,"25.6%",233,"12.2%","22.0%",0.59,0.07
"Sion","Middle",1,"5.6%","50.0%","77.8%","100%","100%",1,1,8,9,"81.8%","33.3%","0%",170,281,6,10.1,"25.1%",565,"30.8%","23.5%",0.26,0.1
"Sion","Top",4,"22.2%","50.0%","77.8%","25%","0%",6,9,21,3,"56.3%","15.0%","25%",263,-56,7.3,7.4,"22.4%",291,"15.4%","20.5%",0.55,0.08
"Sivir","ADC",1,"5.6%","0.0%","5.6%","0%","100%",3,4,5,2,"57.1%","16.0%","0%",-613,-507,-27,8.2,"26.9%",476,"22.3%","23.4%",0.6,0.37
"Skarner","Jungle",6,"33.3%","16.7%","50.0%","50%","33%",9,11,47,5.1,"71.8%","20.0%","33%",-40,-129,4.5,5.1,"13.4%",148,"8.5%","16.3%",1.36,0.37
"Swain","Top",5,"27.8%","38.9%","66.7%","40%","20%",9,17,19,1.6,"51.9%","21.8%","0%",-296,-232,-9.4,8.2,"27.1%",426,"22.2%","21.6%",0.55,0.2
"Syndra","Middle",1,"5.6%","5.6%","11.1%","0%","100%",4,4,2,1.5,"66.7%","36.4%","0%",-272,-64,0,9.2,"27.3%",495,"28.5%","26.9%",0.63,0.37
"Tahm Kench","Support",4,"22.2%","33.3%","55.6%","75%","25%",1,15,22,1.5,"44.2%","41.7%","25%",-239,-155,0,1.7,"5.3%",92,"4.8%","9.9%",1.5,0.12
"Taliyah","Middle",4,"22.2%","22.2%","44.4%","50%","25%",16,7,27,6.1,"74.1%","11.9%","0%",-180,-190,-5,9.3,"29.6%",591,"28.9%","24.6%",0.62,0.17
"Taric","Support",4,"22.2%","5.6%","27.8%","75%","75%",3,7,40,6.1,"71.7%","28.0%","75%",364,339,2.3,2.1,"6.2%",121,"6.1%","11.4%",1.31,0.22
"Thresh","Support",3,"16.7%","11.1%","27.8%","67%","33%",3,8,25,3.5,"73.7%","33.3%","67%",70,-167,-4,0.8,"2.1%",124,"7.3%","9.7%",1.75,0.18
"Tristana","ADC",2,"11.1%","5.6%","16.7%","0%","50%",4,8,1,0.6,"50.0%","22.2%","0%",-70,94,1,9.2,"27.0%",340,"25.0%","25.7%",0.43,0.28
"Trundle","Jungle",3,"16.7%","11.1%","33.3%","67%","0%",2,2,22,12,"53.3%","9.1%","0%",-113,-17,-8.7,4.9,"14.7%",87,"4.5%","16.0%",0.58,0.47
"Trundle","Support",1,"5.6%","11.1%","33.3%","0%","0%",2,7,1,0.4,"37.5%","38.9%","100%",684,-99,1,2.2,"6.3%",122,"7.6%","11.2%",1.3,0.79
"Varus","ADC",10,"55.6%","27.8%","83.3%","40%","40%",43,35,59,2.9,"75.0%","19.8%","0%",-441,-196,-1.5,8.7,"28.1%",490,"24.4%","24.8%",0.41,0.42
"Veigar","-",0,"0%","5.6%","5.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Vladimir","-",0,"0%","5.6%","5.6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Warwick","Jungle",2,"11.1%","5.6%","16.7%","100%","100%",4,13,18,1.7,"51.2%","26.5%","0%",-148,268,10,4.1,"10.5%",136,"4.8%","14.0%",0.36,0.37
"Xayah","ADC",1,"5.6%","83.3%","88.9%","100%","0%",7,1,12,19,"90.5%","10.0%","0%",942,612,16,8.7,"26.0%",626,"26.8%","22.7%",0.55,0.25
"Xerath","Middle",2,"11.1%","5.6%","16.7%","0%","100%",10,5,16,5.2,"78.8%","11.4%","0%",-180,103,-1,8.4,"26.7%",762,"34.0%","25.0%",0.52,0.17
"Xin Zhao","Jungle",1,"5.6%","0.0%","5.6%","0%","100%",0,4,3,0.8,"27.3%","26.7%","0%",10,-143,-2,4.4,"10.8%",83,"4.7%","12.7%",1.15,0.33
"Zac","Jungle",6,"33.3%","27.8%","61.1%","67%","33%",11,13,51,4.8,"73.8%","22.8%","33%",293,287,0.7,4.7,"12.5%",184,"9.6%","15.9%",0.71,0.35
"Zoe","Middle",1,"5.6%","0.0%","5.6%","100%","100%",6,1,4,10,"71.4%","50.0%","0%",714,66,8,8.7,"20.1%",660,"30.4%","23.1%",0.72,0.19
