"Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"CNB e-Sports Club",8,3,5,37,105,161,0.65,0.9,-2.32,"-10.4%",23,14.5,-2847,"25%","50%","38%",,"29%","38%","41%","100%","38%","36%","50.5%","45.6%",3.36,1.01,1.46
"KaBuM! e-Sports",5,3,2,33.3,58,66,0.88,0.74,0.8,"2.3%",67.5,-7.5,1939,"80%","60%","60%",,"40%","60%","43%","100%","20%","38%","51.8%","52.4%",4.08,1.36,1.36
"ProGaming Esports",5,2,3,39.4,104,78,1.33,0.92,1.82,"4.9%",82.3,-42.3,3119,"60%","60%","60%",,"75%","60%","54%","0%","40%","44%","48.7%","49.6%",4.42,1.78,1.47
"RED Canids",5,2,3,39.7,48,49,0.98,0.49,-0.92,"-1.3%",39.9,0.1,-471,"20%","20%","20%",,"40%","20%","24%","67%","60%","27%","50.2%","47.1%",3.18,1.03,1.33
"Vivo Keyd",13,8,5,35.7,172,133,1.29,0.66,0.81,"4.1%",51.4,10.1,-12,"62%","54%","62%",,"62%","62%","68%","25%","69%","75%","49.4%","53.1%",4.25,1.51,1.22
